i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_0;pos:22.48545,-2.929785,43.66789;rot:0,2.234639,0;m:cuboid;scl:100,1,100;t:grass1;clr:165,173,168,255;;
i:house4_1;pos:108.0967,-0.5020286,-206.5556;rot:0,181.569,0;m:house4;scl:3,1,1;clr:165,173,168,255;;
i:house4_2;pos:-195.9208,-0.7508898,-51.11286;rot:0,180.7106,0;m:house4;scl:3,1,1;clr:165,173,168,255;;
i:house4_3;pos:174.9849,-7.637065,232.7604;rot:0,182.3788,0;m:house4;scl:3,2.5,4;clr:165,173,168,255;;
i:house4_4;pos:-73.72761,1.175653,484.3859;rot:0,182.8669,0;m:house4;scl:4.5,2.5,6;clr:165,173,168,255;;
i:tree3_5;pos:50.55162,-26.28495,368.0721;rot:0,359.5233,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_6;pos:128.6614,-26.96495,362.5773;rot:0,359.5233,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_7;pos:49.32749,-23.76261,277.6467;rot:0,359.5233,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_8;pos:-247.2406,-22.20823,486.0187;rot:0,359.009,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_9;pos:-343.65,-24.09717,494.6918;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_10;pos:-438.5081,-25.01865,504.0675;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_11;pos:-352.259,-21.6198,395.7506;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_12;pos:-440.4254,-19.05847,397.8388;rot:0,2.758524,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_13;pos:-353.6231,-26.45964,303.9019;rot:0,359.2236,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_14;pos:-441.1861,-21.0595,307.9587;rot:0,359.1836,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_15;pos:-380.5526,-21.78233,26.34992;rot:0,3.601098,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_16;pos:-446.2806,-20.66221,29.61683;rot:0,3.601098,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_17;pos:-449.3602,-27.90226,-43.88391;rot:0,3.601098,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_18;pos:-378.563,-27.15599,-51.16356;rot:0,2.08863,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_19;pos:-459.8557,-21.82736,-299.8841;rot:0,2.050993,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_20;pos:-394.6745,-24.61081,-304.2051;rot:0,358.033,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_21;pos:-463.9778,-18.16642,-379.0694;rot:0,4.282473,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_22;pos:-393.8448,-21.88548,-381.2957;rot:0,6.000987,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_23;pos:-329.0331,-19.12462,-385.7429;rot:0,2.750992,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_24;pos:-266.7637,-23.76548,-390.8546;rot:0,2.750992,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_25;pos:-203.2306,-23.7248,-395.2638;rot:0,2.750992,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_26;pos:-129.9294,-19.55836,-399.756;rot:0,359.5009,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_27;pos:-55.23608,-23.91517,-399.9254;rot:0,0.5006926,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_28;pos:14.30755,-25.15528,-401.0958;rot:0,0.5006926,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_29;pos:87.07155,-25.11332,-403.7358;rot:0,3.222935,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_30;pos:160.7798,-24.43291,-405.2657;rot:0,3.222935,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_31;pos:233.316,-26.83105,-410.6472;rot:0,3.222935,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_32;pos:308.0238,-31.1177,-414.9469;rot:0,3.698117,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_33;pos:384.5635,-27.12185,-420.6794;rot:0,1.448115,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_34;pos:455.0783,-26.91745,-421.3958;rot:0,3.632136,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_35;pos:376.8127,-24.39561,-344.7445;rot:0,1.601612,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_36;pos:456.3604,-25.83532,-350.9651;rot:0,1.601612,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_37;pos:50.52265,-21.17444,465.2566;rot:0,359.8039,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_38;pos:134.1567,-18.06595,462.2861;rot:0,1.053887,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_39;pos:213.6498,-23.13169,363.9651;rot:0,359.7971,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_40;pos:219.5922,-20.33145,451.935;rot:0,359.7971,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_41;pos:302.4987,-29.64652,355.0048;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_42;pos:303.8473,-16.00663,453.4566;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_43;pos:386.8977,-18.00649,451.7322;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_44;pos:471.2178,-19.52637,451.5311;rot:0,0.2161161,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_45;pos:301.675,-27.86245,270.7415;rot:0,3.96611,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_46;pos:300.6559,-22.50167,193.4191;rot:0,3.96611,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_47;pos:380.6064,-22.29285,349.71;rot:0,2.675438,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_48;pos:458.0551,-21.45262,349.1311;rot:0,2.675438,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_49;pos:374.9304,-26.04208,270.2934;rot:0,2.675439,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_50;pos:450.983,-21.24201,270.7281;rot:0,2.675439,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_51;pos:370.5565,-24.5247,199.7341;rot:0,359.9035,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_52;pos:453.3931,-23.00466,204.8066;rot:0,359.9035,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_53;pos:373.7001,-27.59378,-278.2796;rot:0,0.1071074,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_54;pos:453.7031,-29.35381,-279.3272;rot:0,0.1071074,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_55;pos:374.0389,-29.33566,-213.0246;rot:0,4.350009,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_56;pos:453.3988,-33.77546,-210.7112;rot:0,359.8498,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_57;pos:378.64,-27.19406,-148.9306;rot:0,357.2138,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_58;pos:456.2764,-27.15388,-148.3733;rot:0,357.2138,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_59;pos:-454.4575,-25.18403,-110.2654;rot:0,4.162505,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_60;pos:-378.7401,-22.66643,-111.2881;rot:0,3.162504,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_61;pos:-444.7397,-26.20761,226.7682;rot:0,2.3725,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:tree3_62;pos:-352.0106,-24.88815,225.7562;rot:0,2.3725,0;m:tree3;scl:1.5,1.7,1;clr:165,173,168,255;;
i:cuboid_63;pos:505.1723,-6.140779,31.74999;rot:0,90.70034,0;m:cuboid;scl:25,1,30;clr:0,49,223,255;;
i:plane_64;pos:470.2587,3.480258,29.06241;rot:0,91.96738,0;m:plane;scl:25,1,30;t:lava1;clr:0,49,223,255;;
i:tree3_290;pos:-434.1674,-11.47972,-693.9299;rot:0,359.8428,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_291;pos:-458.8419,-12.35924,-693.2309;rot:0,359.8428,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_292;pos:-459.1619,-12.75971,-693.4772;rot:0,359.8428,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_293;pos:-483.406,-11.91954,-693.9329;rot:0,359.8428,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_294;pos:-507.8089,-12.31972,-692.9525;rot:0,359.8428,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_295;pos:-446.907,-13.96511,-1011.135;rot:0,1.829406,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_296;pos:-473.4631,-17.68516,-1009.223;rot:0,1.829406,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_297;pos:-502.0159,-15.96512,-1008.51;rot:0,1.829406,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_298;pos:-462.4024,-10.9371,-813.0724;rot:0,1.577491,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_299;pos:-462.079,-11.65709,-787.2247;rot:0,1.577491,0;m:tree3;scl:0.5,0.5,0.5;;
i:cuboid_300;pos:-430.9627,-8.348296,-865.9977;rot:0.5950985,2.731403,205.7711;m:cuboid;scl:1,1,10;t:rock3;;
i:cuboid_301;pos:-506.3297,-7.712905,-911.0934;rot:0.3583209,91.48254,203.2783;m:cuboid;scl:1,1,15;t:rock3;;
i:tree3_302;pos:-588.5007,-12.93843,-909.1731;rot:0,1.784598,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_303;pos:-588.9722,-15.35085,-931.5527;rot:0,5.781233,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_304;pos:-612.082,-11.43086,-932.8381;rot:0,5.781233,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_305;pos:-610.4434,-11.95895,-908.472;rot:0,12.53122,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_306;pos:-587.1126,-13.55546,-885.775;rot:0,6.505301,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_307;pos:-610.1615,-12.71546,-885.9504;rot:0,6.505301,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_308;pos:-529.1975,-15.47314,-1008.57;rot:0,1.972127,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_309;pos:-556.726,-14.9531,-1007.772;rot:0,1.972127,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_310;pos:-586.1848,-15.23314,-1007.91;rot:0,1.972127,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_311;pos:-614.0084,-14.11316,-1006.708;rot:0,1.972127,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_312;pos:-586.0677,-13.12227,-830.3018;rot:0,1.923387,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_313;pos:-560.7061,-14.08227,-830.2901;rot:0,1.923387,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_314;pos:-585.3528,-12.80226,-810.7493;rot:0,1.923387,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_315;pos:-561.7342,-12.96227,-812.7705;rot:0,1.923387,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_316;pos:-584.769,-12.03195,-788.0029;rot:0,1.648125,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_317;pos:-560.4693,-12.95195,-789.0295;rot:0,1.648125,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_318;pos:-532.2547,-12.6702,-692.7133;rot:0,1.098255,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_319;pos:-558.1719,-13.23021,-691.6573;rot:0,1.098255,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_320;pos:-584.4235,-13.7502,-692.1085;rot:0,1.098255,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_321;pos:-185.4289,-12.09074,-1029.427;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_322;pos:-210.788,-13.97048,-1031.023;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_323;pos:-234.4502,-15.57049,-1030.086;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_324;pos:-260.9209,-16.5305,-1029.322;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_325;pos:-283.6824,-18.13039,-1029.068;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_326;pos:-308.2613,-18.37052,-1027.961;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_327;pos:-335.4249,-13.65049,-1032.103;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_328;pos:-362.6365,-14.17048,-1030.953;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_329;pos:-391.4398,-13.49032,-1030.511;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_330;pos:-419.2225,-14.05049,-1030.568;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_331;pos:-448.3635,-14.09049,-1031.828;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_332;pos:-475.3091,-15.13033,-1032.066;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_333;pos:-494.8306,-14.0104,-1031.596;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_334;pos:-519.6003,-13.81049,-1032.067;rot:0,2.083944,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_335;pos:-545.8106,-14.06135,-1032.157;rot:0,3.333934,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_336;pos:-573.8979,-14.02141,-1031.596;rot:0,3.333934,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_337;pos:-603.2497,-13.54139,-1032.163;rot:0,3.333934,0;m:tree3;scl:0.5,0.5,0.5;;
i:field2_338;pos:-230.9045,-8.439092,-889.4391;rot:0,91.51447,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_339;pos:-242.1385,-7.679091,-890.2645;rot:0,91.51447,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_340;pos:-255.0816,-7.910723,-890.4056;rot:0,85.75963,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_341;pos:-267.4259,-7.830853,-890.4761;rot:0,85.75963,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_342;pos:-278.5705,-7.490872,-889.8722;rot:0,87.5041,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_343;pos:-285.9153,-7.010871,-891.1927;rot:0,87.5041,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_344;pos:-295.0238,-9.730869,-889.787;rot:0,87.5041,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_345;pos:-306.1535,-7.610871,-891.0719;rot:0,87.5041,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_346;pos:-321.149,-6.601047,-891.215;rot:0,82.24823,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_347;pos:-418.2804,-7.547877,-860.435;rot:0,92.74827,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_348;pos:-403.1079,-7.187877,-860.7629;rot:0,92.74827,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_349;pos:-385.9095,-9.787875,-861.7887;rot:0,92.74827,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_350;pos:-371.9828,-7.587878,-861.2559;rot:0,92.74827,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_351;pos:-372.4466,-7.307878,-881.6569;rot:0,92.74827,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_352;pos:-358.4298,-8.427875,-881.9293;rot:0,92.74827,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_353;pos:-340.3191,-6.227876,-885.4016;rot:0,92.74827,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_354;pos:-419.7532,-7.303989,-883.4333;rot:0,88.47385,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_355;pos:-401.337,-6.793769,-883.3885;rot:0,83.22384,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_356;pos:-385.9551,-6.803389,-887.2191;rot:0,81.72387,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_357;pos:-373.5175,-7.963381,-913.5835;rot:0,81.72387,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_358;pos:-358.2616,-7.643388,-903.6909;rot:0,81.72387,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_359;pos:-341.6031,-8.243387,-921.2786;rot:0,81.72387,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_360;pos:-360.0836,-8.523387,-932.8593;rot:0,81.72387,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_361;pos:-377.9492,-8.923387,-940.9145;rot:0,81.72387,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_362;pos:-377.2644,-8.203388,-966.3685;rot:0,81.72387,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_363;pos:-397.5463,-9.032429,-965.0728;rot:0,89.71501,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_364;pos:-413.2636,-8.512429,-965.2283;rot:0,89.71501,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_365;pos:-434.4689,-7.71243,-965.9639;rot:0,89.71501,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_366;pos:-455.2757,-9.832429,-965.6769;rot:0,89.71501,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_367;pos:-455.6041,-7.232431,-988.7656;rot:0,89.71501,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_368;pos:-514.0726,-9.004266,-927.9907;rot:0,89.9642,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_369;pos:-529.9966,-12.12424,-925.9924;rot:0,89.9642,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_370;pos:-545.8323,-6.604248,-924.1575;rot:0,89.9642,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_371;pos:-561.5924,-8.684246,-924.5674;rot:0,89.9642,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_372;pos:-573.7507,-6.164246,-923.1637;rot:0,89.9642,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_373;pos:-513.3376,-8.582706,-952.6658;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_374;pos:-515.2318,-7.822708,-978.3326;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_375;pos:-493.8229,-6.622925,-957.6764;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_376;pos:-473.8741,-7.342714,-961.341;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_377;pos:-495.3636,-6.902716,-982.0127;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_378;pos:-473.4077,-6.502715,-984.7965;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_379;pos:-564.5093,-8.942713,-952.9755;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_380;pos:-539.4612,-6.422715,-952.8529;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_381;pos:-541.3837,-7.262714,-977.802;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_382;pos:-566.3977,-10.1427,-978.4887;rot:0,90.45753,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_383;pos:-537.6845,-5.305896,-834.7601;rot:0,359.1829,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_384;pos:-516.5287,-6.745895,-835.7126;rot:0,359.1829,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_385;pos:-538.452,-6.75512,-851.692;rot:0,359.6826,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_386;pos:-516.5123,-5.955125,-853.3702;rot:0,359.6826,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_387;pos:-539.8887,-6.555124,-869.5132;rot:0,359.6826,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_388;pos:-518.3782,-6.115114,-869.5004;rot:0,359.6826,0;m:field2;scl:0.5,0.5,0.5;;
i:cuboid_389;pos:318.9142,-8.257782,-895.5985;rot:0,91.4466,0;m:cuboid;scl:6,1,20;t:crystal2;clr:101,208,255,255;;
i:cuboid_390;pos:381.5831,-8.321023,-918.2411;rot:0,90.92336,0;m:cuboid;scl:30,1,20;t:crystal2;clr:101,208,255,255;;
i:field2_391;pos:-551.0889,-8.224613,-760.8976;rot:0,4.607409,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_392;pos:-529.2568,-7.225515,-761.3898;rot:0,2.837931,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_393;pos:-501.6404,-7.185538,-760.7422;rot:0,2.837931,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_394;pos:-473.4736,-7.505523,-761.1512;rot:0,2.837931,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_395;pos:-575.2401,-8.977767,-759.6649;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_396;pos:-571.0335,-8.697767,-741.8476;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_397;pos:-548.9609,-8.257768,-742.4566;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_398;pos:-526.5823,-7.737768,-741.1729;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_399;pos:-498.9147,-7.617768,-738.6962;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_400;pos:-567.9946,-7.657768,-715.5411;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_401;pos:-544.6047,-8.177769,-717.595;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_402;pos:-494.6601,-7.217769,-717.528;rot:0,2.082573,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_403;pos:-470.9765,-5.967289,-741.3119;rot:0,8.294903,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_404;pos:-468.0201,-7.927295,-720.4781;rot:0,8.294903,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_405;pos:-446.0083,-8.407294,-748.3033;rot:0,8.294903,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_406;pos:-445.3034,-8.310432,-723.0727;rot:0,96.29483,0;m:field2;scl:0.5,0.5,0.5;;
i:field2_407;pos:-418.4317,-8.270432,-746.595;rot:0,96.29483,0;m:field2;scl:0.5,0.5,0.5;;
i:tree3_408;pos:-612.6516,-14.19146,-689.8245;rot:0,2.025204,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_409;pos:-613.5822,-14.43146,-718.9777;rot:0,2.025204,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_410;pos:-189.1402,-11.85715,-1064.094;rot:0,0.5018407,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_411;pos:-213.2202,-14.81715,-1059.096;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_412;pos:-236.0882,-16.65717,-1057.06;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_413;pos:-261.2615,-16.73717,-1053.956;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_414;pos:-283.0845,-25.49719,-1048.585;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_415;pos:-309.3627,-19.29713,-1048.568;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_416;pos:-336.7053,-13.61707,-1054.877;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_417;pos:-364.2564,-14.25715,-1054.349;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_418;pos:-392.1074,-12.85715,-1054.475;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_419;pos:-420.423,-14.77715,-1054.218;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_420;pos:-449.1981,-13.85715,-1055.234;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_421;pos:-474.4459,-14.49715,-1053.089;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_422;pos:-497.0012,-15.65715,-1052.786;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_423;pos:-521.7652,-14.45715,-1053.283;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_424;pos:-546.7106,-14.25715,-1054.948;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_425;pos:-575.5526,-13.93715,-1053.926;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_426;pos:-604.9473,-13.33715,-1052.414;rot:0,0.5018405,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_427;pos:-636.467,-12.10664,-1051.666;rot:0,2.50184,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_428;pos:109.2695,-8.493961,-738.2977;rot:0,2.985029,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_429;pos:79.98802,-8.933957,-703.7355;rot:0,2.985029,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_430;pos:108.9355,-9.093961,-707.0412;rot:0,2.985029,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_431;pos:262.7072,-13.51015,-682.1925;rot:0,1.973167,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_432;pos:230.2545,-8.23016,-688.7162;rot:0,1.973167,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_433;pos:199.8227,-10.19031,-687.3127;rot:0,1.973167,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_434;pos:165.8463,-11.51015,-683.7535;rot:0,1.973167,0;m:tree3;scl:0.5,0.5,0.5;;
i:tree3_435;pos:135.2743,-10.47016,-683.2704;rot:0,1.973167,0;m:tree3;scl:0.5,0.5,0.5;;
