i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tower1_244;pos:630.0024,263.2738,-201.2099;rot:1.024528E-05,89.8115,270;m:tower1;scl:2,0.45,8;;
i:tower1_245;pos:630.0562,260.7643,-146.915;rot:3.927359E-05,90.15923,269.88;m:tower1;scl:2,0.45,8;;
i:tower1_246;pos:630.0768,258.0384,-91.70818;rot:2.390566E-05,89.86646,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_247;pos:630.1771,255.6803,-37.68981;rot:-3.415095E-06,90.09377,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_248;pos:624.0591,251.0501,72.73684;rot:0,84.76803,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_249;pos:616.73,248.9108,127.7143;rot:6.830189E-06,79.7023,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_250;pos:604.2041,248.7301,181.5754;rot:-2.390566E-05,74.57603,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_251;pos:587.376,248.6681,234.7143;rot:1.707547E-06,70.31415,270;m:tower1;scl:2,0.5,8;;
i:tower1_252;pos:565.7509,248.7024,287.4547;rot:-2.049057E-05,65.70417,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_253;pos:540.713,248.7031,335.6215;rot:8.537737E-06,60.04729,270;m:tower1;scl:2,0.5,8;;
i:tower1_254;pos:510.8073,249.4761,383.1408;rot:0.0004115189,55.30196,269.8799;m:tower1;scl:2,0.5,8;;
i:tower1_255;pos:477.6251,249.4538,426.932;rot:-6.830189E-06,50.31994,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_256;pos:440.0238,249.3502,468.4062;rot:1.195283E-05,45.14462,270.32;m:tower1;scl:2,0.5,8;;
i:tower1_257;pos:399.4198,249.5124,506.0282;rot:2.219812E-05,40.42949,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_258;pos:356.0456,249.735,540.7803;rot:1.536793E-05,36.15356,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_259;pos:309.845,249.7178,571.4856;rot:-5.122642E-06,30.75247,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_260;pos:260.2773,249.922,597.6765;rot:-5.976416E-06,24.7684,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_261;pos:208.7362,249.852,618.3521;rot:7.683963E-06,18.36053,269.96;m:tower1;scl:2,0.5,8;;
i:tower1_262;pos:158.8539,251.1373,639.1775;rot:1.000445,7.914891,269.9737;m:tower1;scl:2,0.5,8;;
i:tower1_263;pos:100.3526,250.3354,641.288;rot:1.920991E-06,5.120972,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_264;pos:45.45304,250.2291,645.0487;rot:1.814269E-06,2.414172,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_337;pos:-633.3832,135.9451,-627.3339;rot:0,88.87925,0;m:tower1;scl:5,2,9;;
i:cuboid_338;pos:241.2861,22.25955,-82.84725;rot:0,86.29388,0;m:cuboid;scl:80,10,80;t:stone1;;
i:cuboid_339;pos:517.9142,47.1151,101.1017;rot:0,358.6121,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_340;pos:-357.0184,45.48512,266.1879;rot:0,169.3498,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_341;pos:-241.2254,11.80436,-180.2534;rot:0,179.2537,0;m:cuboid;scl:80,10,80;t:stone1;;
i:cuboid_342;pos:-243.2231,16.65778,-499.6158;rot:0,178.5853,0;m:cuboid;scl:80,10,80;t:stone1;;
i:cuboid_343;pos:-476.8229,38.52716,242.8086;rot:0,216.9995,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_344;pos:250.6323,42.86066,322.0428;rot:0,131.1233,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_345;pos:-139.8938,65.99574,393.429;rot:0,347.6979,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_346;pos:-114.8842,40.20928,1175.34;rot:0,182.3204,0;m:cuboid;scl:100,5,100;t:grass3;;
i:cuboid_347;pos:-287.0247,66.58594,363.3125;rot:0,316.9447,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_348;pos:-437.0652,64.567,355.1987;rot:0,306.9384,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_349;pos:-344.5474,66.58835,432.6078;rot:0,318.4405,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_350;pos:-1.422032,65.01907,394.5663;rot:0,353.0579,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_351;pos:124.5617,63.49086,415.583;rot:0,6.010077,0;m:cuboid;scl:20,1,20;t:stone1;;
i:arc90_352;pos:53.64386,38.43716,344.1269;rot:0,148.1849,0;m:arc90;scl:80,10,80;t:stone1;;
i:cuboid_353;pos:9.395259,109.026,662.3208;rot:0,1.523997,0;m:cuboid;scl:1,4,5;t:stone2;;
i:cuboid_354;pos:-27.42117,108.5539,661.3631;rot:0,358.1764,0;m:cuboid;scl:1,4,5;t:stone2;;
i:cuboid_355;pos:9.297361,54.27681,662.4535;rot:0,1.475793,0;m:cuboid;scl:1,1,6;t:stone2;;
i:cuboid_356;pos:-27.39999,39.50729,661.1633;rot:0,358.187,0;m:cuboid;scl:1,2,6.5;t:stone2;;
i:cuboid_357;pos:-27.42505,54.11141,661.1627;rot:0,358.1521,0;m:cuboid;scl:1,1,6;t:stone2;;
i:cuboid_358;pos:-24.39326,105.8496,661.746;rot:-3.73526E-07,358.1159,340.4;m:cuboid;scl:1,4,5;t:stone2;;
i:cuboid_359;pos:9.382066,73.98959,662.4213;rot:0,1.459373,0;m:cuboid;scl:1,3,5.5;t:stone2;;
i:cuboid_360;pos:-27.42988,73.6518,661.2217;rot:0,358.1338,0;m:cuboid;scl:1,3,5.5;t:stone2;;
i:cuboid_361;pos:-6.609545,64.46764,584.2411;rot:0,0.7526076,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_362;pos:-8.375843,242.1748,664.1588;rot:0,359.1649,0;m:cuboid;scl:5,3,5.5;t:stone2;;
i:cuboid_363;pos:9.263601,39.38326,662.4771;rot:0,1.573332,0;m:cuboid;scl:1,2,6.5;t:stone2;;
i:cuboid_364;pos:-30.5556,178.3691,660.533;rot:0,358.7635,0;m:cuboid;scl:1,10,5.5;t:stone2;;
i:cuboid_365;pos:10.80458,177.6055,661.8502;rot:0,358.8128,0;m:cuboid;scl:1,10,5.5;t:stone2;;
i:cuboid_366;pos:6.097265,105.6828,662.4737;rot:1.86763E-07,1.540061,18.84;m:cuboid;scl:1,4,5;t:stone2;;
i:tower1_367;pos:-10.97171,173.8188,671.937;rot:0,358.6732,0;m:tower1;scl:5,1,1;;
i:cuboid_368;pos:8.785748,40.40377,-615.6359;rot:0,180.0195,0;m:cuboid;scl:1,2,2;t:stone2;;
i:cuboid_369;pos:-29.57407,40.54623,-615.36;rot:0,180.1733,0;m:cuboid;scl:1,2,2;t:stone2;;
i:cuboid_370;pos:8.509553,55.25698,-617.3693;rot:0,179.8951,0;m:cuboid;scl:1,1,2;t:stone2;;
i:cuboid_371;pos:-29.59819,55.57289,-617.1824;rot:0,180.1718,0;m:cuboid;scl:1,1,2;t:stone2;;
i:cuboid_372;pos:8.594175,74.98919,-622.2036;rot:0,180.0092,0;m:cuboid;scl:1,3,2;t:stone2;;
i:cuboid_373;pos:-30.17883,75.35468,-622.0448;rot:0,180.2269,0;m:cuboid;scl:1,3,2;t:stone2;;
i:cuboid_374;pos:-11.98481,118.8451,-622.8848;rot:0,179.9596,0;m:cuboid;scl:10,10,2;t:stone2;;
i:cuboid_375;pos:-10.80678,242.7529,-639.3387;rot:0,180.1235,0;m:cuboid;scl:5,3,5.5;t:stone2;;
i:cuboid_376;pos:-10.00675,143.2829,-620.8618;rot:0,178.993,0;m:cuboid;scl:5,3,2;t:stone2;;
i:cuboid_377;pos:8.000684,193.1382,-621.9365;rot:0,180.0821,0;m:cuboid;scl:1,7,2;t:stone2;;
i:cuboid_378;pos:-29.72445,192.9924,-621.9892;rot:0,180.0845,0;m:cuboid;scl:1,7,2;t:stone2;;
i:tower1_379;pos:-11.6747,195.3569,-616.0727;rot:0,179.7792,0;m:tower1;scl:5,1,2;;
i:cuboid_380;pos:-4.347988,125.6002,-614.6922;rot:299.6799,180.5424,-1.400958E-06;m:cuboid;scl:0.1,1,0.1;;
i:cuboid_381;pos:-18.13246,125.5211,-614.704;rot:301.8,180.5296,-9.113634E-07;m:cuboid;scl:0.1,1,0.1;;
i:tree5_382;pos:-322.6253,88.79395,1274.882;rot:0,23.57732,0;m:tree5;scl:0.3,0.3,0.3;;
i:boulder1_383;pos:-75.67825,31.84773,1457.397;rot:0,3.899768,0;m:boulder1;scl:20,3,20;t:grass3;;
i:tower1_384;pos:353.3093,142.1262,536.9318;rot:0,37.2869,0;m:tower1;scl:8,2,6;;
i:cuboid_386;pos:-575.0889,37.01492,515.8219;rot:0,179.5668,0;m:cuboid;scl:100,5,100;t:grass3;;
i:field2_387;pos:118.0644,67.27758,1069.801;rot:0,108.8266,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_388;pos:-390.2303,73.66827,916.1547;rot:0,258.5542,0;m:field2;scl:0.3,0.3,0.3;;
i:tree3_389;pos:-628.0651,117.9487,1260.71;rot:0,28.57728,0;m:tree3;scl:0.3,0.3,0.3;;
i:field2_390;pos:134.9732,68.81686,1071.826;rot:0,57.32716,0;m:field2;scl:0.3,0.3,0.3;;
i:tree7_391;pos:184.352,72.91115,928.8144;rot:0,24.32733,0;m:tree7;scl:0.3,0.3,0.3;;
i:field2_392;pos:121.7554,66.75741,1090.987;rot:0,45.32722,0;m:field2;scl:0.3,0.3,0.3;;
i:boulder1_393;pos:-211.7276,37.48171,1392.986;rot:0,8.649734,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_394;pos:-469.5026,53.07412,1398.327;rot:0,319.9021,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_395;pos:-521.9009,61.25449,1950.235;rot:0,7.910681,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_396;pos:91.05633,28.63691,1000.485;rot:0,64.39889,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_397;pos:791.215,60.67974,1175.19;rot:0,106.1596,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_398;pos:-653.325,51.13913,809.9631;rot:0,263.1751,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_399;pos:-960.3266,57.69864,1260.104;rot:0,335.9197,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_400;pos:-874.2311,57.35357,1541.829;rot:0,353.4188,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_401;pos:-564.6451,37.3897,1465.139;rot:0,181.5247,0;m:cuboid;scl:100,5,100;t:grass3;;
i:boulder2_402;pos:-212.8885,45.03455,1624.016;rot:0,290.9315,0;m:boulder2;scl:20,3,20;t:grass3;;
i:boulder5_403;pos:786.5816,-107.7491,794.5308;rot:2.732076E-05,93.93702,73.39992;m:boulder5;scl:20,15,20;t:grass3;;
i:tree2_404;pos:-572.1582,111.6901,1170.208;rot:0,331.3699,0;m:tree2;scl:0.5,0.5,0.5;;
i:boulder1_406;pos:-324.9775,42.70737,952.1987;rot:0,347.8964,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_407;pos:421.056,36.32727,1433.813;rot:0,272.0662,0;m:cuboid;scl:100,5,100;t:grass3;;
i:boulder1_408;pos:288.0899,39.34098,1506.564;rot:0,38.39969,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_409;pos:655.0604,59.09319,576.8727;rot:0,95.90591,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_410;pos:172.1239,33.85958,1258.996;rot:0,62.64962,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_411;pos:-482.3479,463.6202,1607.75;rot:0,270.3694,0;m:cuboid;scl:200,250,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:spawnhuman_412;pos:-8.669339,69.9691,711.7112;rot:0,180.776,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:boulder1_413;pos:-126.7525,51.17131,1946.69;rot:0,36.66053,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder3_414;pos:-708.7128,-10.63601,1457.625;rot:89.80218,99.45339,180.0029;m:boulder3;scl:20,15,20;t:grass3;;
i:boulder1_415;pos:431.8873,58.10612,1726.951;rot:0,12.6344,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_416;pos:752.1282,27.14792,1742.294;rot:0,10.1862,0;m:boulder1;scl:20,5,20;t:grass3;;
i:boulder1_417;pos:-606.6264,-153.3654,1713.015;rot:45.43431,105.1823,82.05429;m:boulder1;scl:20,15,20;t:grass3;;
i:boulder1_418;pos:-520.1683,45.32646,958.3973;rot:0,256.1765,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_419;pos:-645.3235,58.18724,1273.578;rot:0,258.9289,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_420;pos:-607.7176,-139.9969,1493.494;rot:71.00004,283.4558,341.2;m:boulder1;scl:20,15,20;t:grass3;;
i:cuboid_421;pos:661.9387,385.975,1636.371;rot:0,270.8969,0;m:cuboid;scl:200,250,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_422;pos:-1667.434,38.22195,3854.785;rot:0,273.4529,0;m:cuboid;scl:150,5,150;t:grass3;;
i:tower1_423;pos:-618.0159,139.5818,179.4004;rot:0,285.0345,0;m:tower1;scl:8,2,6;;
i:boulder1_424;pos:728.8569,58.16828,1536.923;rot:0,86.91016,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_425;pos:746.0554,65.54117,450.3076;rot:0,135.4066,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_426;pos:736.4998,56.78797,776.1968;rot:0,112.1578,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_427;pos:-447.903,55.46926,1650.155;rot:0,280.9301,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_428;pos:-862.8118,58.39659,1923.263;rot:0,357.6608,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_429;pos:-129.3849,83.82996,618.004;rot:0,182.2576,0;m:cuboid;scl:20,30,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:boulder1_430;pos:-848.1181,49.08934,960.2343;rot:0,243.9279,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder2_431;pos:-359.5929,30.50075,1132.508;rot:0,345.1473,0;m:boulder2;scl:20,3,20;t:grass3;;
i:cuboid_432;pos:-535.7421,19.7037,101.6468;rot:0,2.432967,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_433;pos:-483.2548,22.86777,251.9959;rot:0,295.0898,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_434;pos:-44.10569,21.25816,-561.5925;rot:0,174.7245,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_435;pos:114.74,21.05824,-535.6403;rot:0,174.7245,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_436;pos:297.6913,21.90236,-517.3594;rot:0,174.2239,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_437;pos:490.2403,21.62178,-521.384;rot:0,175.6232,0;m:cuboid;scl:20,10,20;t:stone1;;
i:tree7_439;pos:-425.4377,99.27119,1819.737;rot:0,312.5781,0;m:tree7;;
i:tree3_440;pos:-455.5461,105.3396,1781.114;rot:0,294.5749,0;m:tree3;;
i:tree6_441;pos:-380.0791,169.3023,1766.881;rot:0,306.5731,0;m:tree6;;
i:tower1_442;pos:-147.3176,72.21603,989.5109;rot:0,265.1402,0;m:tower1;scl:0.5,0.5,0.5;;
i:boulder2_443;pos:-15.61597,94.88659,685.7965;rot:0,180.0627,0;m:boulder2;t:crystal2;;
i:boulder1_444;pos:184.5171,58.69355,2214.502;rot:0,5.644097,0;m:boulder1;scl:30,2,30;t:grass3;;
i:cuboid_445;pos:2625.421,36.71785,3310.766;rot:0,91.12206,0;m:cuboid;scl:150,5,150;t:grass3;;
i:boulder1_446;pos:116.8735,64.58054,769.9716;rot:0,182.5976,0;m:boulder1;;
i:boulder1_447;pos:-492.7409,65.52151,2200.12;rot:0,356.3401,0;m:boulder1;scl:20,2,20;;
i:trunk1_448;pos:-1072.935,51.07385,1383.822;rot:0,185.3323,0;m:trunk1;scl:20,2,20;;
i:boulder1_449;pos:-462.0896,62.54518,1579.594;rot:0,122.8314,0;m:boulder1;scl:20,2,20;;
i:boulder1_450;pos:712.447,57.19003,1371.692;rot:358.8,47.32965,-9.60706E-07;m:boulder1;scl:20,2,20;;
i:boulder1_451;pos:397.9379,70.72624,1374.657;rot:0,19.57963,0;m:boulder1;scl:0.3,0.3,0.3;;
i:tree7_452;pos:387.4747,106.4045,1637.732;rot:0,11.32561,0;m:tree7;scl:0.3,0.3,0.3;;
i:tree5_453;pos:419.9564,103.808,1648.202;rot:0,15.8256,0;m:tree5;scl:0.3,0.3,0.3;;
i:tree3_454;pos:445.3981,96.88379,1638.851;rot:0,36.57553,0;m:tree3;scl:0.3,0.3,0.3;;
i:windmill1_455;pos:298.8741,63.54534,1242.176;rot:0,127.9556,0;m:windmill1;;
i:boulder1_456;pos:264.6159,41.02086,1565.823;rot:0,39.7944,0;m:boulder1;scl:15,3,15;;
i:boulder1_457;pos:-62.34073,38.57856,2913.056;rot:0,350.7882,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_458;pos:-786.4715,48.23197,2920.261;rot:0,290.5312,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_459;pos:-824.2974,54.55446,2656.756;rot:0,252.5307,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_460;pos:-697.5827,44.46601,2432.834;rot:0,221.0298,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_461;pos:-580.0069,42.10072,2665.506;rot:0,265.2789,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_462;pos:-524.5923,43.9452,2497.124;rot:0,269.7775,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_463;pos:-548.8682,45.44529,2921.053;rot:0,285.2769,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_464;pos:346.7155,56.99212,2480.868;rot:0,19.77229,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_465;pos:-297.215,42.99017,2853.166;rot:0,7.266101,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_466;pos:-151.6096,36.94791,2620.61;rot:0,22.01592,0;m:boulder1;scl:15,3,15;t:grass3;;
i:boulder1_467;pos:-106.4138,45.38717,3373.871;rot:0,10.25435,0;m:boulder1;scl:15,3,15;t:grass3;;
i:cuboid_468;pos:-436.299,123.7421,3244.333;rot:0,284.3409,0;m:cuboid;scl:150,200,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_469;pos:-104.4284,243.1696,4183.155;rot:0,2.971564,0;m:cuboid;scl:150,200,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_470;pos:1393.12,216.4889,4137.688;rot:0,0.960134,0;m:cuboid;scl:150,200,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_471;pos:807.5782,1005.981,3239.635;rot:0,97.01588,0;m:cuboid;scl:150,200,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:tree2_474;pos:-326.5493,76.90968,3665.247;rot:0,307.6808,0;m:tree2;scl:0.3,0.3,0.3;;
i:tree3_475;pos:-303.6057,72.86175,3689.236;rot:0,332.1793,0;m:tree3;scl:0.3,0.3,0.3;;
i:tree3_476;pos:-293.1396,72.13139,3658.768;rot:0,309.4269,0;m:tree3;scl:0.3,0.3,0.3;;
i:field2_477;pos:-307.4386,62.81487,3644.023;rot:0,309.1768,0;m:field2;scl:0.3,0.3,0.3;;
i:boulder5_480;pos:-0.03043067,108.7104,685.6622;rot:0,159.0601,0;m:boulder5;t:crystal2;;
i:boulder5_481;pos:-3.366001,114.7103,680.9947;rot:345.3536,184.9608,340.6001;m:boulder5;t:crystal2;;
i:boulder2_482;pos:-8.381374,110.9324,684.3563;rot:0,175.062,0;m:boulder2;t:crystal2;;
i:house2_483;pos:-237.3623,67.33615,1273.793;rot:87.2574,4.531103,272.2662;m:house2;scl:0.3,0.3,0.3;;
i:tower2_484;pos:-225.7993,54.15885,1277.56;rot:0,267.6338,0;m:tower2;scl:0.3,0.3,0.3;;
i:house2_491;pos:310.8405,66.8245,1180.081;rot:0,314.539,0;m:house2;;
i:house5_492;pos:-213.5422,81.20083,1109.4;rot:0,181.973,0;m:house5;;
i:boulder4_494;pos:-11.61122,81.88679,690.1329;rot:0,180.0627,0;m:boulder4;t:crystal2;;
i:boulder1_495;pos:-3.07807,67.81946,680.9957;rot:0,173.3127,0;m:boulder1;t:crystal2;;
i:boulder2_496;pos:-14.73479,68.41945,689.3875;rot:0,173.3127,0;m:boulder2;t:crystal2;;
i:wagon1_497;pos:-199.5538,65.51936,2449.519;rot:0,46.70153,0;m:wagon1;;
i:wagon1_499;pos:360.2699,65.11,3373.362;rot:0,349.3443,0;m:wagon1;;
i:tree4_505;pos:383.7894,107.1386,3639.651;rot:0,22.71869,0;m:tree4;;
i:spawntitan_506;pos:63.88615,262.4371,2868.661;rot:0,349.4962,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cuboid_507;pos:-6.37514,61.14447,756.9543;rot:0,182.2999,0;m:cuboid;scl:3,1,15;t:stone1;;
i:tower2_510;pos:-104.7939,29.6972,821.2661;rot:0,262.3046,0;m:tower2;;
i:boulder1_511;pos:-2.020568,90.08666,681.5884;rot:0,180.0627,0;m:boulder1;t:crystal2;;
i:house5_513;pos:77.35113,82.69627,770.103;rot:0,181.0723,0;m:house5;;
i:boulder1_514;pos:67.46657,62.17774,1066.983;rot:0,52.36385,0;m:boulder1;;
i:boulder2_516;pos:138.9045,57.9599,1001.707;rot:0,352.3642,0;m:boulder2;;
i:village2_517;pos:-517.0216,98.56209,2263.337;rot:353.5883,139.2498,355.385;m:village2;;
i:house3_518;pos:-443.4213,85.6223,2285.115;rot:2.287703,78.05691,1.614871;m:house3;;
i:boulder3_520;pos:-3.47733,78.81929,689.5535;rot:0,173.3127,0;m:boulder3;t:crystal2;;
i:castle1_521;pos:-358.9142,88.15286,2167.17;rot:0.9997022,260.1483,359.9756;m:castle1;;
i:plane_522;pos:-71.11125,66.40683,1199.467;rot:291.4,43.28137,-3.743832E-05;m:plane;t:wood1;til:1.5,3.5;;
i:plane_523;pos:-65.47576,73.79724,1204.333;rot:304.2666,55.76615,356.1617;m:plane;t:wood1;til:1.5,3.5;;
i:castle1_524;pos:85.07013,70.92321,830.7747;rot:0,181.1957,0;m:castle1;;
i:tower2_526;pos:186.398,32.44054,791.9784;rot:0,179.493,0;m:tower2;;
i:house12_529;pos:68.24801,29.46907,963.3047;rot:0,90.79106,0;m:house12;t:stone7;;
i:house12_530;pos:138.708,59.26132,886.5706;rot:0,179.6403,0;m:house12;;
i:house12_531;pos:140.1828,53.96431,918.5159;rot:0,178.7403,0;m:house12;;
i:house4_533;pos:105.2067,60.1971,1006.086;rot:0,177.7835,0;m:house4;;
i:house2_536;pos:116.4779,66.87624,1049.255;rot:0,358.0793,0;m:house2;;
i:tower1_538;pos:-52.77758,61.02073,989.1757;rot:0,183.7675,0;m:tower1;;
i:house12_541;pos:-72.81562,63.24479,1108.946;rot:0,269.9165,0;m:house12;;
i:house5_542;pos:-157.3091,81.22692,1027.534;rot:0,182.9149,0;m:house5;;
i:pillar1_543;pos:-49.87211,32.39275,883.8492;rot:0,271.7109,0;m:pillar1;;
i:tower4_544;pos:-171.6829,105.6293,964.6121;rot:0,92.35558,0;m:tower4;;
i:house7_546;pos:-160.1031,79.1894,854.9098;rot:0,177.8521,0;m:house7;;
i:house5_547;pos:-145.1369,77.60472,747.2662;rot:0,1.051334,0;m:house5;;
i:pyramid_548;pos:-62.07537,62.75373,1193.447;rot:13,282.5938,-1.314347E-06;m:pyramid;t:rock3;;
i:prism_549;pos:-46.5892,64.55378,1200.162;rot:31.2,285.7937,-5.988842E-06;m:prism;t:rock3;;
i:arc90_550;pos:255.127,67.10084,1178.167;rot:0,111.4412,0;m:arc90;t:rock3;;
i:arc90_551;pos:274.2564,66.86254,1212.943;rot:0,102.8389,0;m:arc90;t:rock3;;
i:arc90_552;pos:269.6022,66.03748,1252.672;rot:0,94.98851,0;m:arc90;t:rock3;;
i:capsule_553;pos:266.7004,61.17489,1179.636;rot:0,328.4335,0;m:capsule;t:wood4;;
i:capsule_554;pos:266.0006,61.91291,1184.881;rot:0,343.4323,0;m:capsule;t:wood4;;
i:trunk1_555;pos:54.48843,53.34192,932.3304;rot:0,85.92414,0;m:trunk1;t:grass1;;
i:trunk1_556;pos:57.83542,60.0499,994.3082;rot:0,94.67392,0;m:trunk1;t:grass1;;
i:boulder3_557;pos:124.2196,64.84719,986.2181;rot:0,351.922,0;m:boulder3;;
i:wagon1_558;pos:18.38396,73.1,813.3338;rot:22.99335,224.2121,357.2404;m:wagon1;;
i:wagon1_559;pos:-36.58453,67.89413,715.0359;rot:0,206.668,0;m:wagon1;;
i:canal1_560;pos:196.0292,62.08935,879.084;rot:0,88.61491,0;m:canal1;;
i:canal1_561;pos:-227.3749,72.1553,1015.091;rot:0,275.162,0;m:canal1;;
i:boulder3_563;pos:-507.8879,-0.8912287,1606.209;rot:0,175.4014,0;m:boulder3;scl:10,10,10;t:grass3;;
i:plane_564;pos:-546.7228,83.98299,1607.171;rot:0,256.0997,0;m:plane;scl:10,10,10;clr:0,0,104,255;;
i:plane_565;pos:-634.8329,84.33231,1602.315;rot:0,325.9486,0;m:plane;scl:10,10,10;clr:0,0,104,255;;
i:tree2_566;pos:160.5878,128.167,3372.607;rot:0,31.14068,0;m:tree2;;
i:tree5_567;pos:191.7487,86.51346,3195.726;rot:0,20.14003,0;m:tree5;;
i:tree2_568;pos:367.2738,129.0718,3218.938;rot:0,0.1398226,0;m:tree2;;
i:tree7_569;pos:469.4311,103.2023,3314.116;rot:0,330.3874,0;m:tree7;;
i:tree2_570;pos:267.0666,127.3446,3480.526;rot:0,337.1351,0;m:tree2;;
i:tree2_571;pos:466.0574,128.7828,3446.824;rot:0,83.3838,0;m:tree2;;
i:tree7_572;pos:454.4266,126.7441,3577.264;rot:0,302.2337,0;m:tree7;;
i:tree7_573;pos:574.8768,127.3515,3372.229;rot:359.1706,214.1103,357.6445;m:tree7;;
i:tree5_574;pos:596.7805,122.1732,3553.586;rot:0,156.383,0;m:tree5;;
i:boulder2_575;pos:184.8426,61.10649,3136.681;rot:0,39.88012,0;m:boulder2;;
i:boulder3_576;pos:183.8692,59.59683,3131.17;rot:0,42.88011,0;m:boulder3;;
i:tree2_577;pos:135.473,119.1221,3527.993;rot:0,84.17586,0;m:tree2;;
i:tree2_578;pos:65.53354,117.3777,3282.718;rot:0,132.0757,0;m:tree2;;
i:tree2_579;pos:-115.8105,142.942,3327.345;rot:0,92.32571,0;m:tree2;;
i:tree2_580;pos:-43.46004,139.058,3450.927;rot:0,128.1757,0;m:tree2;;
i:tree2_581;pos:-53.26215,114.0077,3211.196;rot:0,325.6225,0;m:tree2;;
i:tree2_582;pos:19.22161,126.2038,3079.67;rot:0,29.22168,0;m:tree2;;
i:tree2_583;pos:167.3836,123.8454,3045.481;rot:0,28.02148,0;m:tree2;;
i:tree2_584;pos:320.2139,128.2212,3063.821;rot:0,16.07146,0;m:tree2;;
