i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tower1_498;pos:-686.9229,142.2036,-420.4389;rot:0,90.00964,0;m:tower1;scl:8,2,8;;
i:tower1_499;pos:-686.8928,142.1891,-365.6656;rot:0,90.02938,0;m:tower1;scl:8,2,8;;
i:tower1_500;pos:-686.8354,142.1341,-310.898;rot:0,90.01894,0;m:tower1;scl:8,2,8;;
i:tower1_501;pos:-686.8206,142.127,-256.0947;rot:0,89.9739,0;m:tower1;scl:8,2,8;;
i:tower1_502;pos:-686.8055,142.0796,-201.3617;rot:0,89.98363,0;m:tower1;scl:8,2,8;;
i:tower1_503;pos:-686.8148,142.016,-146.6848;rot:0,89.9529,0;m:tower1;scl:8,2,8;;
i:tower1_504;pos:-686.7853,141.916,-91.97113;rot:0,89.99245,0;m:tower1;scl:8,2,8;;
i:tower1_505;pos:-686.7455,141.2993,-37.23827;rot:0,89.96168,0;m:tower1;scl:8,2,8;;
i:tower1_506;pos:-685.121,141.8569,20.06734;rot:0,93.25502,0;m:tower1;scl:8,2,8;;
i:tower1_507;pos:-679.9207,141.9941,77.7849;rot:0,97.21962,0;m:tower1;scl:8,2,8;;
i:tower1_508;pos:-657.1521,141.9273,191.1857;rot:0,105.3506,0;m:tower1;scl:8,2,8;;
i:tower1_509;pos:-639.665,141.859,246.6249;rot:0,109.7081,0;m:tower1;scl:8,2,8;;
i:tower1_510;pos:-617.8539,141.7929,300.6856;rot:0,114.2259,0;m:tower1;scl:8,2,8;;
i:tower1_511;pos:-591.5284,141.8631,353.0879;rot:0,119.2648,0;m:tower1;scl:8,2,8;;
i:tower1_512;pos:-560.2806,141.7807,403.1836;rot:0,124.8678,0;m:tower1;scl:8,2,8;;
i:tower1_513;pos:-524.1899,141.7075,450.0024;rot:0,130.439,0;m:tower1;scl:8,2,8;;
i:tower1_514;pos:-484.569,141.7073,492.9001;rot:0,135.2078,0;m:tower1;scl:8,2,8;;
i:tower1_515;pos:-440.5705,141.7798,532.4636;rot:0,141.0008,0;m:tower1;scl:8,2,8;;
i:tower1_516;pos:-393.245,141.6856,567.2778;rot:0,146.3004,0;m:tower1;scl:8,2,8;;
i:tower1_517;pos:-343.3548,141.6469,597.6461;rot:0,151.2188,0;m:tower1;scl:8,2,8;;
i:tower1_518;pos:-291.4139,141.6777,623.7964;rot:0,155.495,0;m:tower1;scl:8,2,8;;
i:tower1_519;pos:-236.6673,140.0602,645.6977;rot:0,160.8991,0;m:tower1;scl:8,2,8;;
i:tower1_520;pos:-179.5874,141.7718,662.2218;rot:0,167.0328,0;m:tower1;scl:8,2,8;;
i:tower1_521;pos:-121.9285,141.5897,672.8745;rot:0,172.1084,0;m:tower1;scl:8,2,8;;
i:tower1_522;pos:-63.86367,141.5981,678.712;rot:0,176.675,0;m:tower1;scl:8,2,8;;
i:tower1_523;pos:132.7919,112.8461,676.1356;rot:0,187.9367,0;m:tower1;scl:1,2.5,10;;
i:tower1_524;pos:44.55197,145.0035,-656.0657;rot:0,359.986,0;m:tower1;scl:8,2,8;;
i:tower1_525;pos:99.38097,147.7527,-656.0162;rot:0,0.05307998,0;m:tower1;scl:8,2,8;;
i:tower1_526;pos:155.2011,136.579,-651.2619;rot:0,0.04437036,0;m:tower1;scl:8,2,8;;
i:tower1_527;pos:208.9673,153.7666,-656.0284;rot:0,359.9385,0;m:tower1;scl:8,2,8;;
i:tower1_528;pos:263.7697,156.3232,-655.9954;rot:0,0.04284609,0;m:tower1;scl:8,2,8;;
i:tower1_529;pos:318.6654,145.6593,-656.2128;rot:0,-0.002821425,0;m:tower1;scl:8,2,8;;
i:tower1_530;pos:373.5466,161.8118,-655.9733;rot:0,0.0316163,0;m:tower1;scl:8,2,8;;
i:tower1_531;pos:428.3532,164.8046,-656.0426;rot:0,0.04905914,0;m:tower1;scl:8,2,8;;
i:tower1_532;pos:483.1182,167.8381,-656.0197;rot:0,0.04314096,0;m:tower1;scl:8,2,8;;
i:tower1_533;pos:537.9247,171.0105,-656.0219;rot:0,359.966,0;m:tower1;scl:8,2,8;;
i:tower1_534;pos:592.7671,173.3801,-655.9826;rot:0,359.9687,0;m:tower1;scl:8,2,8;;
i:tower1_535;pos:647.6763,174.743,-656.0461;rot:0,0.003447941,0;m:tower1;scl:8,2,8;;
i:tower1_536;pos:664.2166,174.7719,-583.5501;rot:0,270.0184,0;m:tower1;scl:8,2,8;;
i:tower1_537;pos:664.2139,171.6983,-528.93;rot:0,269.9807,0;m:tower1;scl:8,2,8;;
i:tower1_538;pos:664.1868,168.7507,-474.1204;rot:0,270.039,0;m:tower1;scl:8,2,8;;
i:tower1_539;pos:664.2094,165.9206,-419.3182;rot:0,270.0117,0;m:tower1;scl:8,2,8;;
i:tower1_540;pos:664.2239,162.8987,-364.5669;rot:0,270.0219,0;m:tower1;scl:8,2,8;;
i:tower1_541;pos:664.2148,160.0349,-309.7883;rot:0,270.0142,0;m:tower1;scl:8,2,8;;
i:tower1_542;pos:664.1907,157.5725,-255.0732;rot:0,270.0015,0;m:tower1;scl:8,2,8;;
i:tower1_543;pos:664.1844,155.1048,-200.3778;rot:0,270.0051,0;m:tower1;scl:8,2,8;;
i:tower1_544;pos:664.1824,152.3496,-145.725;rot:0,270.0128,0;m:tower1;scl:8,2,8;;
i:tower1_545;pos:664.1725,149.6571,-91.06779;rot:0,269.9885,0;m:tower1;scl:8,2,8;;
i:tower1_546;pos:664.1636,147.0909,-36.53199;rot:0,270.0054,0;m:tower1;scl:8,2,8;;
i:tower1_547;pos:657.9656,142.5907,76.85356;rot:0,264.7899,0;m:tower1;scl:8,2,8;;
i:tower1_548;pos:650.1975,140.4359,135.0766;rot:0,259.6641,0;m:tower1;scl:8,2,8;;
i:tower1_549;pos:160.7595,140.1398,666.5056;rot:0,191.7121,0;m:tower1;scl:8,2,8;;
i:tower1_550;pos:44.79608,141.6254,679.2941;rot:0,182.5171,0;m:tower1;scl:8,2,8;;
i:tower1_551;pos:101.8063,141.6958,675.5016;rot:0,185.3762,0;m:tower1;scl:8,2,8;;
i:tower1_552;pos:16.32982,117.6103,-617.9995;rot:0,179.9661,0;m:tower1;scl:1,2.5,10;;
i:tower1_553;pos:-38.18196,115.2989,-617.7791;rot:0,180.2221,0;m:tower1;scl:1,2.5,10;;
i:tower1_554;pos:-93.35574,115.5772,-617.5262;rot:0,180.0242,0;m:tower1;scl:1,2.5,10;;
i:tower1_555;pos:-148.0764,115.718,-617.3871;rot:0,179.8654,0;m:tower1;scl:1,2.5,10;;
i:tower1_556;pos:-648.4303,115.1078,-9.159905;rot:0,270.7386,0;m:tower1;scl:1,2.5,10;;
i:tower1_557;pos:-203.093,115.302,-617.2087;rot:0,180.2286,0;m:tower1;scl:1,2.5,10;;
i:tower1_558;pos:-258.1225,115.577,-617.1257;rot:0,180.1761,0;m:tower1;scl:1,2.5,10;;
i:tower1_559;pos:-313.1414,115.3481,-617.3212;rot:0,180.3161,0;m:tower1;scl:1,2.5,10;;
i:tower1_560;pos:-368.3037,115.3348,-617.4344;rot:0,179.9562,0;m:tower1;scl:1,2.5,10;;
i:tower1_561;pos:-422.5431,115.4964,-617.8109;rot:0,180.4762,0;m:tower1;scl:1,2.5,10;;
i:tower1_562;pos:-477.1064,115.4036,-617.6669;rot:0,179.9758,0;m:tower1;scl:1,2.5,10;;
i:tower1_563;pos:-532.2762,115.5422,-617.4649;rot:0,179.8958,0;m:tower1;scl:1,2.5,10;;
i:tower1_564;pos:-586.9286,115.7167,-617.2261;rot:0,179.8455,0;m:tower1;scl:1,2.5,10;;
i:tower1_565;pos:71.76997,120.2973,-617.5446;rot:0,179.3729,0;m:tower1;scl:1,2.5,10;;
i:tower1_566;pos:126.5138,122.9902,-617.4739;rot:0,179.7677,0;m:tower1;scl:1,2.5,10;;
i:tower1_567;pos:181.0429,126.6695,-617.7157;rot:0,179.8851,0;m:tower1;scl:1,2.5,10;;
i:tower1_568;pos:236.186,129.1368,-616.6345;rot:0,179.6192,0;m:tower1;scl:1,2.5,10;;
i:tower1_569;pos:290.7775,131.862,-617.1871;rot:0,180.3056,0;m:tower1;scl:1,2.5,10;;
i:tower1_570;pos:345.4196,134.353,-617.1282;rot:0,179.098,0;m:tower1;scl:1,2.5,10;;
i:tower1_571;pos:400.6974,137.4309,-617.7087;rot:0,180.2159,0;m:tower1;scl:1,2.5,10;;
i:tower1_572;pos:455.1809,140.6329,-618.0292;rot:0,179.7933,0;m:tower1;scl:1,2.5,10;;
i:tower1_573;pos:509.8485,143.6007,-617.5978;rot:0,180.0119,0;m:tower1;scl:1,2.5,10;;
i:tower1_574;pos:564.882,147.5701,-617.1172;rot:0,179.8577,0;m:tower1;scl:1,2.5,10;;
i:tower1_575;pos:-644.1929,114.6803,46.30773;rot:0,275.4279,0;m:tower1;scl:1,2.5,10;;
i:tower1_576;pos:-65.88132,247.2599,-622.0144;rot:-2.001032E-08,179.9701,270.08;m:tower1;scl:3,0.45,8;;
i:tower1_577;pos:-120.5002,247.1994,-622.0001;rot:0.0001116676,179.9398,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_578;pos:-175.5483,247.2822,-622.0596;rot:3.501806E-08,180.0481,270.28;m:tower1;scl:3,0.45,8;;
i:tower1_579;pos:-230.6775,247.2369,-622.1174;rot:1.875968E-09,180.0051,270.12;m:tower1;scl:3,0.45,8;;
i:tower1_580;pos:-285.8289,247.2378,-622.1461;rot:1.042204E-10,180.0033,270;m:tower1;scl:3,0.45,8;;
i:tower1_581;pos:-340.9795,247.2674,-622.2005;rot:-2.001032E-08,179.9386,269.84;m:tower1;scl:3,0.45,8;;
i:tower1_582;pos:-395.204,247.1109,-622.228;rot:-3.908266E-11,179.9999,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_583;pos:-449.7671,247.436,-622.2582;rot:0,179.9753,270.68;m:tower1;scl:3,0.45,8;;
i:tower1_584;pos:-504.8701,247.6672,-622.1643;rot:0.03999995,179.9612,270.08;m:tower1;scl:3,0.45,8;;
i:tower1_585;pos:-559.8439,247.4807,-622.2131;rot:8.337633E-10,180.0177,269.96;m:tower1;scl:3,0.45,8;;
i:tower1_586;pos:-644.8702,247.337,-622.1236;rot:4.168817E-10,180.0078,269.92;m:tower1;scl:3,1,8;;
i:tower1_587;pos:43.77448,249.8968,-622.0248;rot:-3.335053E-09,179.9023,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_588;pos:99.00354,252.6073,-622.0131;rot:2.334537E-08,180.0878,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_589;pos:153.3138,255.2144,-622.0118;rot:2.50129E-08,180.0516,269.92;m:tower1;scl:3,0.45,8;;
i:tower1_590;pos:208.1199,258.4714,-621.9137;rot:1.000516E-08,179.8949,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_591;pos:263.0329,261.188,-621.8864;rot:-2.001032E-08,180.1166,270.12;m:tower1;scl:3,0.45,8;;
i:tower1_592;pos:317.9305,264.1027,-621.9333;rot:-3.335053E-08,179.9333,269.96;m:tower1;scl:3,0.45,8;;
i:tower1_593;pos:372.6532,266.7497,-621.9991;rot:3.751935E-09,180.0095,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_594;pos:428.0932,269.6424,-622.0864;rot:2.334537E-08,180.0529,270.0399;m:tower1;scl:3,0.45,8;;
i:tower1_595;pos:482.2449,272.7014,-621.9651;rot:1.459086E-09,180.0059,270.04;m:tower1;scl:3,0.45,8;;
i:tower1_596;pos:537.1987,275.8835,-622.0236;rot:-1.500774E-08,179.9511,270.12;m:tower1;scl:3,0.45,8;;
i:tower1_597;pos:621.7745,279.6851,-622.1044;rot:-3.001548E-08,179.9498,269.8;m:tower1;scl:3,1,8;;
i:tower1_598;pos:-681.1797,114.602,107.6469;rot:0,99.3589,0;m:tower1;scl:1,2.5,10;;
i:tower1_599;pos:-648.2849,114.7508,-118.1407;rot:0,270.5066,0;m:tower1;scl:1,2.5,10;;
i:tower1_600;pos:-647.6387,114.848,-228.3526;rot:0,269.7556,0;m:tower1;scl:1,2.5,10;;
i:tower1_601;pos:-647.8665,114.876,-283.1372;rot:0,269.5673,0;m:tower1;scl:1,2.5,10;;
i:tower1_602;pos:-648.6413,114.9241,-337.7555;rot:0,270.3654,0;m:tower1;scl:1,2.5,10;;
i:tower1_603;pos:-648.0128,115.0598,-392.5392;rot:0,270.0855,0;m:tower1;scl:1,2.5,10;;
i:tower1_604;pos:-648.4232,115.0297,-447.2947;rot:0,269.9186,0;m:tower1;scl:1,2.5,10;;
i:tower1_605;pos:-648.5829,115.0008,-501.7607;rot:0,269.9221,0;m:tower1;scl:1,2.5,10;;
i:tower1_606;pos:-648.4661,114.9366,-556.7519;rot:0,270.1406,0;m:tower1;scl:1,2.5,10;;
i:tower1_607;pos:-668.7977,114.7806,164.6086;rot:0,103.4856,0;m:tower1;scl:1,2.5,10;;
i:tower1_608;pos:-653.3989,114.659,220.8829;rot:0,110.5907,0;m:tower1;scl:1,2.5,10;;
i:tower1_609;pos:-633.1021,114.8153,276.4557;rot:0,111.777,0;m:tower1;scl:1,2.5,10;;
i:tower1_610;pos:-609.2557,114.8506,329.9168;rot:0,117.22,0;m:tower1;scl:1,2.5,10;;
i:tower1_611;pos:-580.5103,114.7604,381.9633;rot:0,122.1209,0;m:tower1;scl:1,2.5,10;;
i:tower1_612;pos:-546.302,114.0439,430.4934;rot:0,128.0159,0;m:tower1;scl:1,2.5,10;;
i:tower1_613;pos:-507.5203,114.3658,475.4525;rot:0,133.0874,0;m:tower1;scl:1,2.5,10;;
i:tower1_614;pos:-465.6471,114.5908,517.5789;rot:0,137.4118,0;m:tower1;scl:1,2.5,10;;
i:tower1_615;pos:-419.5919,114.4398,554.3531;rot:0,143.6443,0;m:tower1;scl:1,2.5,10;;
i:tower1_616;pos:-370.4505,114.4021,587.0394;rot:0,148.4194,0;m:tower1;scl:1,2.5,10;;
i:tower1_617;pos:-319.0608,114.7679,615.7673;rot:0,154.1596,0;m:tower1;scl:1,2.5,10;;
i:tower1_618;pos:-265.7615,114.5128,639.857;rot:0,159.1517,0;m:tower1;scl:1,2.5,10;;
i:tower1_619;pos:-209.2515,114.5238,660.2413;rot:0,163.955,0;m:tower1;scl:1,2.5,10;;
i:tower1_620;pos:-151.2529,113.102,672.7408;rot:0,170.2404,0;m:tower1;scl:1,2.5,10;;
i:tower1_621;pos:-92.70869,113.1952,680.431;rot:0,174.2036,0;m:tower1;scl:1,2.5,10;;
i:tower1_622;pos:-36.58901,113.1728,683.7013;rot:0,178.1346,0;m:tower1;scl:1,2.5,10;;
i:tower1_623;pos:18.15947,113.1361,685.2413;rot:0,181.5326,0;m:tower1;scl:1,2.5,10;;
i:tower1_624;pos:191.5657,114.3137,664.2727;rot:0,196.6783,0;m:tower1;scl:1,2.5,10;;
i:tower1_625;pos:248.5216,114.225,644.6137;rot:0,201.6709,0;m:tower1;scl:1,2.5,10;;
i:tower1_626;pos:303.3403,114.3312,620.0912;rot:0,208.1616,0;m:tower1;scl:1,2.5,10;;
i:tower1_627;pos:353.9503,113.9365,588.7294;rot:0,213.4027,0;m:tower1;scl:1,2.5,10;;
i:tower1_628;pos:401.5437,113.53,554.2622;rot:0,218.392,0;m:tower1;scl:1,2.5,10;;
i:tower1_629;pos:446.15,113.5086,516.1778;rot:0,223.1301,0;m:tower1;scl:1,2.5,10;;
i:tower1_630;pos:487.6415,113.5336,474.9214;rot:0,227.869,0;m:tower1;scl:1,2.5,10;;
i:tower1_631;pos:525.5922,113.6428,429.455;rot:0,233.6072,0;m:tower1;scl:1,2.5,10;;
i:tower1_632;pos:559.024,113.0456,380.6014;rot:0,237.8431,0;m:tower1;scl:1,2.5,10;;
i:tower1_633;pos:588.5744,112.9811,329.8138;rot:0,243.0802,0;m:tower1;scl:1,2.5,10;;
i:tower1_634;pos:613.8936,112.8835,276.4273;rot:0,248.5682,0;m:tower1;scl:1,2.5,10;;
i:tower1_635;pos:632.8732,112.904,220.6892;rot:0,251.8075,0;m:tower1;scl:1,2.5,10;;
i:tower1_636;pos:649.4269,113.1704,164.3392;rot:0,256.7968,0;m:tower1;scl:1,2.5,10;;
i:tower1_637;pos:660.1323,115.257,106.1241;rot:0,261.3535,0;m:tower1;scl:1,2.5,10;;
i:tower1_638;pos:664.873,117.7842,48.22881;rot:0,266.0273,0;m:tower1;scl:1,2.5,10;;
i:tower1_639;pos:668.2622,119.6964,-8.800672;rot:0,267.7545,0;m:tower1;scl:1,2.5,10;;
i:tower1_640;pos:668.5098,122.3237,-64.59737;rot:0,269.9413,0;m:tower1;scl:1,2.5,10;;
i:tower1_641;pos:668.6703,125.0866,-119.1649;rot:0,270.749,0;m:tower1;scl:1,2.5,10;;
i:tower1_642;pos:668.2712,127.5119,-173.9634;rot:0,269.9924,0;m:tower1;scl:1,2.5,10;;
i:tower1_643;pos:668.7065,130.3036,-228.2405;rot:0,270.4846,0;m:tower1;scl:1,2.5,10;;
i:tower1_644;pos:667.8794,132.6826,-282.8441;rot:0,270.4789,0;m:tower1;scl:1,2.5,10;;
i:tower1_645;pos:667.898,135.5209,-337.5783;rot:0,270.2243,0;m:tower1;scl:1,2.5,10;;
i:tower1_646;pos:668.3907,138.5781,-392.7334;rot:0,269.9718,0;m:tower1;scl:1,2.5,10;;
i:tower1_647;pos:668.7126,141.2977,-447.555;rot:0,269.9674,0;m:tower1;scl:1,2.5,10;;
i:tower1_648;pos:668.3604,144.2327,-502.2615;rot:0,269.9643,0;m:tower1;scl:1,2.5,10;;
i:tower1_649;pos:668.5321,147.5515,-557.004;rot:0,269.9607,0;m:tower1;scl:1,2.5,10;;
i:tower1_650;pos:-652.8654,250.9571,-529.0526;rot:0.120027,269.8908,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_651;pos:-652.8558,250.7313,-587.1683;rot:0.1600094,269.9769,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_652;pos:-652.8501,250.9854,-474.4529;rot:0.08000545,270.0352,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_653;pos:-652.8717,250.8974,-419.7383;rot:6.830189E-06,270.0229,270;m:tower1;scl:2,0.45,8;;
i:tower1_654;pos:-652.7523,250.858,-364.813;rot:-8.537737E-06,270.1476,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_655;pos:-652.7202,250.9004,-309.5524;rot:3.415095E-06,269.8685,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_656;pos:-652.8787,250.888,-255.068;rot:-2.732076E-05,269.9962,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_657;pos:-652.6371,250.7263,-200.5977;rot:-2.732076E-05,270.1163,269.88;m:tower1;scl:2,0.45,8;;
i:tower1_658;pos:-652.6832,250.8376,-145.5673;rot:8.537737E-06,269.9456,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_659;pos:-652.6561,250.6594,-90.7893;rot:-4.439623E-05,270.0864,270;m:tower1;scl:2,0.45,8;;
i:tower1_660;pos:-652.5316,250.6386,-36.42981;rot:-1.878302E-05,270.142,269.9601;m:tower1;scl:2,0.45,8;;
i:tower1_661;pos:-651.0012,250.8487,18.95592;rot:1.707547E-05,273.3436,270;m:tower1;scl:2,0.5,8;;
i:tower1_662;pos:-646.018,250.8538,74.27301;rot:6.830189E-06,277.2397,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_663;pos:-636.9778,250.7034,128.6517;rot:5.122642E-06,281.3173,269.84;m:tower1;scl:2,0.5,8;;
i:tower1_664;pos:-624.1545,250.6878,182.0629;rot:359.56,285.3236,269.92;m:tower1;scl:2,0.5,8;;
i:tower1_665;pos:-607.3694,250.6159,235.7383;rot:2.561321E-05,289.7879,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_666;pos:-586.0995,250.1945,287.9178;rot:0.0001690472,294.4588,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_667;pos:-561.167,250.2568,337.4196;rot:-0.0002322264,299.2136,269.96;m:tower1;scl:2,0.5,8;;
i:tower1_668;pos:-531.4822,250.2817,384.8443;rot:1.536793E-05,304.9211,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_669;pos:-497.2537,250.4347,429.0243;rot:-8.537737E-06,310.3905,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_670;pos:-458.7562,250.4454,470.4463;rot:1.707547E-06,315.1118,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_671;pos:-417.8815,250.5249,506.7996;rot:0.006693585,321.1262,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_672;pos:-373.9668,250.4811,539.0505;rot:-1.024528E-05,326.4692,270;m:tower1;scl:2,0.5,8;;
i:tower1_673;pos:-325.8921,250.5403,568.262;rot:5.976416E-06,331.1086,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_674;pos:-275.8355,250.6507,593.3157;rot:8.537737E-07,335.4713,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_675;pos:-224.4091,250.6579,613.7821;rot:-1.707547E-06,340.9928,270;m:tower1;scl:2,0.5,8;;
i:tower1_676;pos:-170.9109,250.6035,629.147;rot:-2.561321E-06,346.9263,270;m:tower1;scl:2,0.5,8;;
i:tower1_677;pos:-116.2737,250.6255,639.131;rot:-0.000222408,352.2055,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_678;pos:-61.6637,250.5102,644.6213;rot:1.280661E-06,356.708,270;m:tower1;scl:2,0.5,8;;
i:tower1_679;pos:628.5002,253.6437,17.21165;rot:1.195283E-05,86.65918,269.92;m:tower1;scl:2,0.5,8;;
i:tower1_680;pos:630.1715,283.1747,-584.9805;rot:-2.049057E-05,89.89738,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_681;pos:630.0291,280.2179,-530.3524;rot:0.0002083208,89.92526,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_682;pos:630.0934,277.1488,-475.0496;rot:8.537737E-06,89.70987,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_683;pos:630.0038,274.6919,-420.7422;rot:-0.0006710661,90.0478,270.16;m:tower1;scl:2,0.45,8;;
i:tower1_684;pos:630.0303,271.3026,-365.6186;rot:-8.537737E-06,90.08965,269.96;m:tower1;scl:2,0.45,8;;
i:tower1_685;pos:630.2114,268.5129,-310.4808;rot:0.0008196227,89.87646,270.2;m:tower1;scl:2,0.45,8;;
i:tower1_686;pos:630.1274,266.2998,-255.4106;rot:-1.366038E-05,89.96368,270;m:tower1;scl:2,0.45,8;;
i:tower1_687;pos:630.0024,263.2738,-201.2099;rot:1.024528E-05,89.8115,270;m:tower1;scl:2,0.45,8;;
i:tower1_688;pos:630.0562,260.7643,-146.915;rot:3.927359E-05,90.15923,269.88;m:tower1;scl:2,0.45,8;;
i:tower1_689;pos:630.0768,258.0384,-91.70818;rot:2.390566E-05,89.86646,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_690;pos:630.1771,255.6803,-37.68981;rot:-3.415095E-06,90.09377,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_691;pos:624.0591,251.0501,72.73684;rot:0,84.76803,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_692;pos:616.73,248.9108,127.7143;rot:6.830189E-06,79.7023,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_693;pos:604.2041,248.7301,181.5754;rot:-2.390566E-05,74.57603,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_694;pos:587.376,248.6681,234.7143;rot:1.707547E-06,70.31415,270;m:tower1;scl:2,0.5,8;;
i:tower1_695;pos:565.7509,248.7024,287.4547;rot:-2.049057E-05,65.70417,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_696;pos:540.713,248.7031,335.6215;rot:8.537737E-06,60.04729,270;m:tower1;scl:2,0.5,8;;
i:tower1_697;pos:510.8073,249.4761,383.1408;rot:0.0004115189,55.30196,269.8799;m:tower1;scl:2,0.5,8;;
i:tower1_698;pos:477.6251,249.4538,426.932;rot:-6.830189E-06,50.31994,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_699;pos:440.0238,249.3502,468.4062;rot:1.195283E-05,45.14462,270.32;m:tower1;scl:2,0.5,8;;
i:tower1_700;pos:399.4198,249.5124,506.0282;rot:2.219812E-05,40.42949,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_701;pos:356.0456,249.735,540.7803;rot:1.536793E-05,36.15356,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_702;pos:309.845,249.7178,571.4856;rot:-5.122642E-06,30.75247,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_703;pos:260.2773,249.922,597.6765;rot:-5.976416E-06,24.7684,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_704;pos:208.7362,249.852,618.3521;rot:7.683963E-06,18.36053,269.96;m:tower1;scl:2,0.5,8;;
i:tower1_705;pos:154.8353,250.3373,632.871;rot:-2.561321E-06,11.71477,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_706;pos:100.3526,250.3354,641.288;rot:1.920991E-06,5.120972,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_707;pos:45.45304,250.2291,645.0487;rot:1.814269E-06,2.414172,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_782;pos:43.41586,36.02857,-614.722;rot:0,179.7135,0;m:tower1;scl:8,1,5;;
i:tower1_783;pos:-66.40267,31.22842,-614.8445;rot:0,179.9357,0;m:tower1;scl:8,1,5;;
i:tower1_784;pos:-119.7722,31.605,-615.0596;rot:0,179.9578,0;m:tower1;scl:8,1,5;;
i:tower1_785;pos:-176.1225,31.71259,-615.2193;rot:0,180.0897,0;m:tower1;scl:8,1,5;;
i:tower1_786;pos:-230.3341,31.40877,-614.7679;rot:0,180.0755,0;m:tower1;scl:8,1,5;;
i:tower1_787;pos:-288.3472,31.58388,-614.5497;rot:0,179.9917,0;m:tower1;scl:8,1,5;;
i:tower1_788;pos:-341.5616,31.88168,-614.6483;rot:0,179.9993,0;m:tower1;scl:8,1,5;;
i:tower1_789;pos:-397.2096,31.74972,-614.7772;rot:0,180.0628,0;m:tower1;scl:8,1,5;;
i:tower1_790;pos:-450.3462,32.02468,-615.0527;rot:0,179.9698,0;m:tower1;scl:8,1,5;;
i:tower1_791;pos:-505.6993,31.99673,-615.2939;rot:0,180.0866,0;m:tower1;scl:8,1,5;;
i:tower1_792;pos:-560.8596,31.31144,-614.5041;rot:0,179.9645,0;m:tower1;scl:8,1,5;;
i:tower1_793;pos:-616.0565,31.35408,-614.9699;rot:0,179.861,0;m:tower1;scl:8,1,5;;
i:tower1_794;pos:-645.7262,31.32388,-584.6623;rot:0,270.0749,0;m:tower1;scl:8,1,5;;
i:tower1_795;pos:-645.5977,31.42553,-528.389;rot:0,270.0265,0;m:tower1;scl:8,1,5;;
i:tower1_796;pos:-645.7704,31.16359,-473.5679;rot:0,269.9945,0;m:tower1;scl:8,1,5;;
i:tower1_797;pos:-645.7681,31.21952,-419.7669;rot:0,270.0459,0;m:tower1;scl:8,1,5;;
i:tower1_798;pos:-645.3822,31.20301,-364.9917;rot:0,270.2874,0;m:tower1;scl:8,1,5;;
i:tower1_799;pos:-645.9121,31.31527,-309.609;rot:0,270.0875,0;m:tower1;scl:8,1,5;;
i:tower1_800;pos:-645.6295,31.67583,-253.2769;rot:0,270.0052,0;m:tower1;scl:8,1,5;;
i:tower1_801;pos:-645.3839,32.0617,-200.3632;rot:0,269.9579,0;m:tower1;scl:8,1,5;;
i:tower1_802;pos:-645.7142,32.21165,-144.9816;rot:0,269.8123,0;m:tower1;scl:8,1,5;;
i:tower1_803;pos:-645.7821,32.71022,-89.08471;rot:0,269.8963,0;m:tower1;scl:8,1,5;;
i:tower1_804;pos:-645.6064,32.83828,-35.65913;rot:0,269.8987,0;m:tower1;scl:8,1,5;;
