i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_2;pos:93.92388,2275.067,-48652.93;rot:0,-0.002979381,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_3;pos:-13964.88,2362.414,-531.688;rot:0,88.94998,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_4;pos:9694.482,42050.11,5063.59;rot:0,3.174615,0;m:cuboid;scl:20000,10,20000;;
i:cuboid_5;pos:8536.699,2332.699,48652.93;rot:0,180.7429,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_6;pos:98656.41,2339.034,12205.49;rot:0,88.7573,0;m:cuboid;scl:20000,10000,10;;
i:cuboid_7;pos:-230.9507,9419.2,-7475;rot:0,270,0;m:cuboid;scl:4,1,4;;
i:spawnhuman_8;pos:-230.9507,9429.2,-7475;rot:0,270,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_9;pos:-230.9507,9429.2,-7475;rot:0,270,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:cuboid_10;pos:-465.9507,9429.2,-7433.75;rot:0,100.8877,0;m:cuboid;scl:5.75,10,2;mat:transparent;clr:0,0,255,175;c:trigger;c:start;;
i:cuboid_771;pos:660,9915,-8280;rot:0,90,0;m:cuboid;scl:0.95,9,80;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_772;pos:260,9915,-8280;rot:0,90,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_773;pos:229.3853,9915,-8286.09;rot:0,67.5,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_774;pos:203.4315,9915,-8303.432;rot:0,45,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_775;pos:186.0896,9915,-8329.386;rot:0,22.5,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_776;pos:180,9915,-8360;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_777;pos:186.0896,9915,-8390.614;rot:0,337.5,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_778;pos:203.4315,9915,-8416.568;rot:0,315,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_779;pos:229.3853,9915,-8433.91;rot:0,292.5,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_780;pos:260,9915,-8440;rot:0,270,0;m:cuboid;scl:0.95,9,3.337942;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_781;pos:660,9915,-8440;rot:0,90,0;m:cuboid;scl:0.95,9,80;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_782;pos:1060,9915,-8200;rot:0,90,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_783;pos:1105.922,9915,-8209.135;rot:0,112.5,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_784;pos:1144.853,9915,-8235.147;rot:0,135,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_785;pos:1170.866,9915,-8274.078;rot:0,157.5,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_786;pos:1180,9915,-8320;rot:0,180,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_787;pos:1170.866,9915,-8365.922;rot:0,202.5,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_788;pos:1144.853,9915,-8404.853;rot:0,225,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_789;pos:1105.922,9915,-8430.865;rot:0,247.5,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_790;pos:1060,9915,-8440;rot:0,270,0;m:cuboid;scl:0.95,9,4.908739;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_791;pos:660,9915,-8200;rot:0,90,0;m:cuboid;scl:0.95,9,80;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_792;pos:260,9915,-8200;rot:0,90,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_793;pos:198.7706,9915,-8212.18;rot:0,67.5,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_794;pos:146.8629,9915,-8246.863;rot:0,45,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_795;pos:112.1793,9915,-8298.771;rot:0,22.5,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_796;pos:100,9915,-8360;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_797;pos:112.1793,9915,-8421.229;rot:0,337.5,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_798;pos:146.8629,9915,-8473.137;rot:0,315,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_799;pos:198.7706,9915,-8507.82;rot:0,292.5,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_800;pos:260,9915,-8520;rot:0,270,0;m:cuboid;scl:0.95,9,6.479535;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_801;pos:660,9915,-8520;rot:0,90,0;m:cuboid;scl:0.95,9,80;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_802;pos:1060,9915,-8120;rot:0,90,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_803;pos:1136.537,9915,-8135.224;rot:0,112.5,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_804;pos:1201.421,9915,-8178.579;rot:0,135,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_805;pos:1244.776,9915,-8243.463;rot:0,157.5,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_806;pos:1260,9915,-8320;rot:0,180,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_807;pos:1244.776,9915,-8396.537;rot:0,202.5,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_808;pos:1201.421,9915,-8461.421;rot:0,225,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_809;pos:1136.537,9915,-8504.776;rot:0,247.5,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_810;pos:1060,9915,-8520;rot:0,270,0;m:cuboid;scl:0.95,9,8.050331;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_811;pos:660,9915,-8120;rot:0,90,0;m:cuboid;scl:0.95,9,80;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_812;pos:260,9915,-8120;rot:0,90,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_813;pos:168.156,9915,-8138.269;rot:0,67.5,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_814;pos:90.29437,9915,-8190.294;rot:0,45,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_815;pos:38.26891,9915,-8268.156;rot:0,22.5,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_816;pos:20,9915,-8360;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_817;pos:38.26891,9915,-8451.844;rot:0,337.5,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_818;pos:90.29437,9915,-8529.706;rot:0,315,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_819;pos:168.156,9915,-8581.731;rot:0,292.5,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_820;pos:260,9915,-8600;rot:0,270,0;m:cuboid;scl:0.95,9,9.621127;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_821;pos:440,9915,-8600;rot:0,90,0;m:cuboid;scl:0.95,9,36;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_822;pos:700,9915,-8720;m:cuboid;scl:0.95,9,40;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_823;pos:620,9915,-8760;m:cuboid;scl:0.95,9,32;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:sphere_824;pos:460,9945,-8400;rot:0,90,0;m:sphere;t:ice1;;
i:sphere_825;pos:560,9945,-8400;rot:0,90,0;m:sphere;t:ice1;;
i:sphere_826;pos:760,9945,-8400;rot:0,90,0;m:sphere;t:ice1;;
i:cylinder_827;pos:620,9965,-8920;rot:270,90,0;m:cylinder;scl:20,0.475,20;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_828;pos:700,9965,-8920;rot:270,90,0;m:cylinder;scl:20,0.475,20;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_829;pos:660,9965,-8920;rot:270,90,0;m:cylinder;scl:2,4,2;t:ice1;;
i:cuboid_854;pos:660,10057.39,-8958.269;rot:0,90,337.5;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_855;pos:660,10035.71,-8990.711;rot:0,90,315;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_856;pos:660,10003.27,-9012.388;rot:0,90,292.5;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_857;pos:660,9965,-9020;rot:0,90,270;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_858;pos:660,9926.731,-9012.388;rot:0,90,247.5;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_859;pos:660,9894.289,-8990.711;rot:0,90,225;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_860;pos:660,9872.612,-8958.269;rot:0,90,202.5;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_861;pos:660,9865,-8920;rot:0,90,180;m:cuboid;scl:4.123341,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_862;pos:660,10181.65,-8658.269;rot:0,90,337.5;m:cuboid;scl:64.94353,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_863;pos:660,10089.26,-8620;rot:0,90,337.5;m:cuboid;scl:64.94353,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_868;pos:620,10135.46,-8639.134;rot:0,90,337.5;m:cuboid;scl:64.94353,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_869;pos:700,10135.46,-8639.134;rot:0,90,337.5;m:cuboid;scl:64.94353,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_870;pos:660,10056.65,-7681.732;rot:0,90,22.5;m:cuboid;scl:129.9435,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_871;pos:660,9964.264,-7720;rot:0,90,22.5;m:cuboid;scl:129.9435,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_876;pos:620,10010.46,-7700.866;rot:0,90,22.5;m:cuboid;scl:129.9435,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_877;pos:700,10010.46,-7700.866;rot:0,90,22.5;m:cuboid;scl:129.9435,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_878;pos:620,10259.72,-8320;rot:0,90,0;m:cuboid;scl:8,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_879;pos:700,10259.72,-8320;rot:0,90,0;m:cuboid;scl:8,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_880;pos:660,10305.52,-8320;rot:0,90,0;m:cuboid;scl:8,1,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_886;pos:660,10165,-8320;rot:270,90,0;m:cylinder;scl:2,4,2;t:ice1;;
i:cuboid_887;pos:440,9915,-8400;rot:0,270,0;m:cuboid;scl:7,9,1;mat:transparent;clr:0,255,0,175;c:trigger;c:checkpoint;;
i:cuboid_888;pos:660,9646.271,-7050.381;rot:45,0,0;m:cuboid;scl:8,0.9238795,20;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_889;pos:660,9725.128,-6998.583;rot:45,0,0;m:cuboid;scl:8,0.9238795,23.82683;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_890;pos:620,9678.935,-7017.717;rot:45,0,0;m:cuboid;scl:1,8.314916,20;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_891;pos:619.8,9751.216,-7085.985;rot:315,0,90;m:prism;scl:6.888302,1,9.601283;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_892;pos:700,9678.935,-7017.717;rot:45,0,0;m:cuboid;scl:1,8.314916,20;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_893;pos:699.8,9751.216,-7085.985;rot:315,0,90;m:prism;scl:6.888302,1,9.601283;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cone_898;pos:686.8471,8360.326,-5689.074;rot:44.99996,180,180;m:cone;scl:11.25,30,11.25;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_899;pos:660.1081,8194.149,-5532.889;rot:315,0,180;m:cylinder;scl:2,65,2;t:ice1;;
i:cuboid_916;pos:658.9836,8043.106,-5607.565;rot:326.3099,180,180;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_917;pos:597.9898,8052.002,-5598.67;rot:325.5799,185.22,199.1493;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_918;pos:546.453,8076.725,-5573.947;rot:323.4647,189.9385,218.4831;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_919;pos:512.2192,8113.511,-5537.16;rot:320.1853,193.6438,238.2655;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_920;pos:500.5001,8156.762,-5493.91;rot:316.1021,195.7932,258.9042;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_921;pos:513.0799,8199.891,-5450.781;rot:311.7167,195.8,280.9732;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_922;pos:548.0434,8236.333,-5414.339;rot:307.6803,193.1127,305.1161;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_923;pos:600.0677,8260.54,-5390.132;rot:304.7654,187.563,331.6698;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_924;pos:661.2327,8268.826,-5381.845;rot:303.6901,180,0;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_925;pos:722.2264,8259.931,-5390.741;rot:304.7654,172.437,28.33019;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_926;pos:773.7632,8235.208,-5415.464;rot:307.6803,166.8873,54.88389;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_927;pos:807.997,8198.422,-5452.25;rot:311.7167,164.2,79.02682;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_928;pos:819.7161,8155.171,-5495.5;rot:316.1021,164.2068,101.0958;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_929;pos:807.1364,8112.042,-5538.629;rot:320.1853,166.3562,121.7345;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_930;pos:772.1729,8075.6,-5575.072;rot:323.4647,170.0615,141.5169;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_931;pos:720.1485,8051.393,-5599.279;rot:325.5799,174.78,160.8507;m:cuboid;scl:0.4,3,120;t:ice1;til:0.1,30;clr:255,255,255,255;;
i:cuboid_932;pos:658.9836,8043.106,-5607.565;rot:326.3099,180,180;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_933;pos:597.9898,8052.002,-5598.67;rot:325.5799,185.22,199.1493;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_934;pos:546.453,8076.725,-5573.947;rot:323.4647,189.9385,218.4831;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_935;pos:512.2192,8113.511,-5537.16;rot:320.1853,193.6438,238.2655;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_936;pos:500.5001,8156.762,-5493.91;rot:316.1021,195.7932,258.9042;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_937;pos:513.0799,8199.891,-5450.781;rot:311.7167,195.8,280.9732;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_938;pos:548.0434,8236.333,-5414.339;rot:307.6803,193.1127,305.1161;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_939;pos:600.0677,8260.54,-5390.132;rot:304.7654,187.563,331.6698;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_940;pos:661.2327,8268.826,-5381.845;rot:303.6901,180,0;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_941;pos:722.2264,8259.931,-5390.741;rot:304.7654,172.437,28.33019;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_942;pos:773.7632,8235.208,-5415.464;rot:307.6803,166.8873,54.88389;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_943;pos:807.997,8198.422,-5452.25;rot:311.7167,164.2,79.02682;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_944;pos:819.7161,8155.171,-5495.5;rot:316.1021,164.2068,101.0958;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_945;pos:807.1364,8112.042,-5538.629;rot:320.1853,166.3562,121.7345;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_946;pos:772.1729,8075.6,-5575.072;rot:323.4647,170.0615,141.5169;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:cuboid_947;pos:720.1485,8051.393,-5599.279;rot:325.5799,174.78,160.8507;m:cuboid;scl:0.5,3.1,120.1;clr:255,255,255,255;l:0;;
i:prism_964;pos:658.9836,8043.106,-5607.565;rot:326.3099,180,180;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_965;pos:597.9898,8052.002,-5598.67;rot:325.5799,185.22,199.1493;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_966;pos:546.453,8076.725,-5573.947;rot:323.4647,189.9385,218.4831;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_967;pos:512.2192,8113.511,-5537.16;rot:320.1853,193.6438,238.2655;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_968;pos:500.5001,8156.762,-5493.91;rot:316.1021,195.7932,258.9042;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_969;pos:513.0799,8199.891,-5450.781;rot:311.7167,195.8,280.9732;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_970;pos:548.0434,8236.333,-5414.339;rot:307.6803,193.1127,305.1161;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_971;pos:600.0677,8260.54,-5390.132;rot:304.7654,187.563,331.6698;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_972;pos:661.2327,8268.826,-5381.845;rot:303.6901,180,0;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_973;pos:722.2264,8259.931,-5390.741;rot:304.7654,172.437,28.33019;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_974;pos:773.7632,8235.208,-5415.464;rot:307.6803,166.8873,54.88389;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_975;pos:807.997,8198.422,-5452.25;rot:311.7167,164.2,79.02682;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_976;pos:819.7161,8155.171,-5495.5;rot:316.1021,164.2068,101.0958;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_977;pos:807.1364,8112.042,-5538.629;rot:320.1853,166.3562,121.7345;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_978;pos:772.1729,8075.6,-5575.072;rot:323.4647,170.0615,141.5169;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_979;pos:720.1485,8051.393,-5599.279;rot:325.5799,174.78,160.8507;m:prism;scl:12.86637,2.3,159.2724;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_986;pos:660.1081,8194.149,-5532.889;rot:44.99996,180,0;m:cylinder;scl:2.1,65,2.1;l:0;;
i:cylinder_987;pos:660.1081,9042.678,-6381.417;rot:44.99996,180,0;m:cylinder;scl:2.1,65,2.1;l:0;;
i:cylinder_988;pos:660.1081,9042.678,-6381.417;rot:44.99996,180,0;m:cylinder;scl:2,65,2;t:ice1;;
i:cuboid_1005;pos:658.9836,9193.722,-6306.741;rot:33.69005,0,0;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1006;pos:597.9898,9184.826,-6315.636;rot:34.42007,354.78,19.1493;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1007;pos:546.453,9160.104,-6340.359;rot:36.5352,350.0614,38.4831;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1008;pos:512.2192,9123.316,-6377.146;rot:39.81476,346.3561,58.26545;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1009;pos:500.5001,9080.066,-6420.396;rot:43.89787,344.2068,78.9042;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1010;pos:513.0799,9036.938,-6463.525;rot:48.28327,344.2,100.9732;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1011;pos:548.0434,9000.495,-6499.967;rot:52.31966,346.8871,125.116;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1012;pos:600.0677,8976.288,-6524.174;rot:55.23459,352.4369,151.6697;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1013;pos:661.2327,8968.002,-6532.46;rot:56.30998,0,180;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1014;pos:722.2264,8976.896,-6523.565;rot:55.23459,7.563101,208.3303;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1015;pos:773.7632,9001.62,-6498.842;rot:52.31966,13.1129,234.884;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1016;pos:807.997,9038.406,-6462.055;rot:48.28327,15.80002,259.0268;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1017;pos:819.7161,9081.656,-6418.805;rot:43.89787,15.79321,281.0958;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1018;pos:807.1364,9124.786,-6375.676;rot:39.81476,13.64387,301.7346;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1019;pos:772.1729,9161.228,-6339.234;rot:36.5352,9.938606,321.5169;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1020;pos:720.1485,9185.435,-6315.027;rot:34.42007,5.219981,340.8507;m:cuboid;scl:0.5,3.1,120.1;l:0;;
i:cuboid_1021;pos:658.9836,9193.722,-6306.741;rot:33.69005,0,0;m:cuboid;scl:0.4,3,120;t:ice1;til:1.256637,15.89724;clr:0,0,0,255;;
i:cuboid_1022;pos:597.9898,9184.826,-6315.636;rot:34.42007,354.78,19.1493;m:cuboid;scl:0.4,3,120;t:ice1;til:1.256637,15.89724;clr:255,255,255,255;;
i:cuboid_1023;pos:546.453,9160.104,-6340.359;rot:36.5352,350.0614,38.4831;m:cuboid;scl:0.4,3,120;t:ice1;til:1.256637,15.89724;clr:0,0,0,255;;
i:cuboid_1024;pos:512.2192,9123.316,-6377.146;rot:39.81476,346.3561,58.26545;m:cuboid;scl:0.4,3,120;t:ice1;til:1.256637,15.89724;clr:255,255,255,255;;
