i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:0,6015,50;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:spawnhuman_1;pos:0,6015,50;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawntitan_3;pos:99999,2,99999;rot:0,180,0;m:spawntitan;l:26;c:spawner, f:2, t:2;;
i:cuboid_219;pos:-25,6050,5100;rot:0,180,0;m:cuboid;scl:4,2,1;t:metal4;til:9999999,9999999;;
i:cylinder_271;pos:0,6050,150;rot:0,180,0;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_272;pos:0,6050,250;rot:0,180,0;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_273;pos:0,6050,250;rot:0,180,90;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_274;pos:0,6050,350;rot:0,180,0;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_275;pos:0,6050,350;rot:0,180,53.1301;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_276;pos:0,6050,350;rot:0,180,306.8699;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_277;pos:0,6050,450;rot:0,180,0;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_278;pos:0,6050,450;rot:0,180,53.1301;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_279;pos:0,6050,450;rot:0,180,306.8699;m:cylinder;scl:3,5,3;t:metal4;til:9999999,9999999;;
i:cylinder_280;pos:0,6050,450;rot:270.0198,180,0;m:cylinder;scl:3,3,3;t:metal4;til:9999999,9999999;;
i:pyramid_281;pos:0,6040,550;rot:0,180,0;m:pyramid;scl:4,4,4;t:metal4;til:9999999,9999999;;
i:pyramid_282;pos:0,6040,650;rot:0,180,0;m:pyramid;scl:4,4,4;t:metal4;til:9999999,9999999;;
i:pyramid_283;pos:0,6065,650;rot:0,0,180;m:pyramid;scl:4,4,4;t:metal4;til:9999999,9999999;;
i:cuboid_284;pos:0,6050,750;rot:0,180,0;m:cuboid;scl:6.5,10,6.5;t:metal4;til:9999999,9999999;;
i:cuboid_285;pos:0,6050,850;rot:0,126.8699,0;m:cuboid;scl:5,10,5;t:metal4;til:9999999,9999999;;
i:cuboid_286;pos:0,6050,950;rot:0,126.8699,0;m:cuboid;scl:5,10,5;t:metal4;til:9999999,9999999;;
i:cuboid_287;pos:0,6050,950;rot:0,180,0;m:cuboid;scl:5,10,5;t:metal4;til:9999999,9999999;;
i:cuboid_288;pos:0,6050,1050;rot:0,180,0;m:cuboid;scl:10,1,1;t:metal4;til:9999999,9999999;;
i:cuboid_289;pos:0,6050,1150;rot:0,180,0;m:cuboid;scl:10,1,1;t:metal4;til:9999999,9999999;;
i:cuboid_290;pos:0,6080,1150;rot:0,180,0;m:cuboid;scl:10,1,1;t:metal4;til:9999999,9999999;;
i:cuboid_291;pos:0,6020,1150;rot:0,180,0;m:cuboid;scl:10,1,1;t:metal4;til:9999999,9999999;;
i:arc90_292;pos:0,6040,1250;rot:0,180,0;m:arc90;scl:5,20,5;t:metal4;til:9999999,9999999;;
i:arc90_293;pos:0,6040,1350;rot:0,180,0;m:arc90;scl:5,20,5;t:metal4;til:9999999,9999999;;
i:arc90_294;pos:0,6040,1350;rot:0,90,0;m:arc90;scl:5,20,5;t:metal4;til:9999999,9999999;;
i:torus_295;pos:0,6050,1410;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_296;pos:0,6050,1420;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_297;pos:0,6050,1430;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_298;pos:0,6050,1440;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_299;pos:0,6050,1450;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_301;pos:0,6050,1460;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_302;pos:0,6050,1470;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_303;pos:0,6050,1480;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:torus_304;pos:0,6050,1490;rot:270.0198,180,0;m:torus;scl:2,2,2;t:metal4;til:9999999,9999999;;
i:sphere_305;pos:0,6050,1550;rot:270.0198,180,0;m:sphere;scl:5,5,5;t:metal4;til:9999999,9999999;;
i:cuboid_306;pos:25,6050,1650;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_307;pos:-25,6050,1750;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_308;pos:25,6050,1840;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_309;pos:-25,6050,1860;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_310;pos:25,6050,1920;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_311;pos:-25,6050,1940;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_312;pos:25,6050,1960;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_313;pos:-25,6050,1980;rot:0,180,0;m:cuboid;scl:5,10,1;t:metal4;til:9999999,9999999;;
i:cuboid_314;pos:0,6050,2050;rot:0,180,0;m:cuboid;scl:1,10,8;t:metal4;til:9999999,9999999;;
i:cuboid_315;pos:0,6050,2150;rot:0,180,0;m:cuboid;scl:1,10,7;t:metal4;til:9999999,9999999;;
i:cuboid_316;pos:0,6050,2150;rot:0,180,0;m:cuboid;scl:10,3,1;t:metal4;til:9999999,9999999;;
i:cuboid_317;pos:0,6050,2250;rot:0,180,0;m:cuboid;scl:1,10,7;t:metal4;til:9999999,9999999;;
i:cuboid_318;pos:0,6050,2250;rot:0,126.8699,0;m:cuboid;scl:10,3,1;t:metal4;til:9999999,9999999;;
i:cuboid_319;pos:0,6050,2350;rot:0,180,0;m:cuboid;scl:1,10,7;t:metal4;til:9999999,9999999;;
i:cuboid_320;pos:0,6050,2350;rot:0,233.1301,0;m:cuboid;scl:10,3,1;t:metal4;til:9999999,9999999;;
i:cuboid_321;pos:0,6050,2450;rot:0,180,0;m:cuboid;scl:1,10,7;t:metal4;til:9999999,9999999;;
i:cuboid_322;pos:0,6050,2450;rot:0,126.8699,0;m:cuboid;scl:10,3,1;t:metal4;til:9999999,9999999;;
i:cuboid_323;pos:0,6050,2450;rot:0,233.1301,0;m:cuboid;scl:10,3,1;t:metal4;til:9999999,9999999;;
i:arc180_324;pos:0,6050,2550;rot:0,90,0;m:arc180;scl:4,18,4;t:metal4;til:9999999,9999999;;
i:cylinder_325;pos:0,6050,5050;rot:0,180,0;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_326;pos:0,6050,4950;rot:0,180,0;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_327;pos:0,6050,4950;rot:0,180,90;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_328;pos:0,6050,4850;rot:0,180,0;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_329;pos:0,6050,4850;rot:0,180,53.1301;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_330;pos:0,6050,4850;rot:0,180,306.8699;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_331;pos:0,6050,4750;rot:0,180,0;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_332;pos:0,6050,4750;rot:0,180,53.1301;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_333;pos:0,6050,4750;rot:0,180,306.8699;m:cylinder;scl:3,5,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_334;pos:0,6050,4750;rot:270.0198,180,0;m:cylinder;scl:3,3,3;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:pyramid_335;pos:0,6040,4650;rot:0,180,0;m:pyramid;scl:4,4,4;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:pyramid_336;pos:0,6040,4550;rot:0,180,0;m:pyramid;scl:4,4,4;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:pyramid_337;pos:0,6065,4550;rot:0,0,180;m:pyramid;scl:4,4,4;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_338;pos:0,6050,4450;rot:0,180,0;m:cuboid;scl:6.5,10,6.5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_339;pos:0,6050,4350;rot:0,126.8699,0;m:cuboid;scl:5,10,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_340;pos:0,6050,4250;rot:0,126.8699,0;m:cuboid;scl:5,10,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_341;pos:0,6050,4250;rot:0,180,0;m:cuboid;scl:5,10,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_342;pos:0,6050,4150;rot:0,180,0;m:cuboid;scl:10,1,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_343;pos:0,6050,4050;rot:0,180,0;m:cuboid;scl:10,1,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_344;pos:0,6080,4050;rot:0,180,0;m:cuboid;scl:10,1,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_345;pos:0,6020,4050;rot:0,180,0;m:cuboid;scl:10,1,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc90_346;pos:0,6040,3950;rot:0,180,0;m:arc90;scl:5,20,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc90_347;pos:0,6040,3850;rot:0,180,0;m:arc90;scl:5,20,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc90_348;pos:0,6040,3850;rot:0,90,0;m:arc90;scl:5,20,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_349;pos:0,6050,3710;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_350;pos:0,6050,3720;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_351;pos:0,6050,3730;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_352;pos:0,6050,3740;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_353;pos:0,6050,3750;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_354;pos:0,6050,3760;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_355;pos:0,6050,3770;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_356;pos:0,6050,3780;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_357;pos:0,6050,3790;rot:270.0198,180,0;m:torus;scl:2,2,2;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:sphere_358;pos:0,6050,3650;rot:270.0198,180,0;m:sphere;scl:5,5,5;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_359;pos:25,6050,3550;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_360;pos:-25,6050,3450;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_361;pos:25,6050,3340;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_362;pos:-25,6050,3360;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_363;pos:25,6050,3220;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_364;pos:-25,6050,3240;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_365;pos:25,6050,3260;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_366;pos:-25,6050,3280;rot:0,180,0;m:cuboid;scl:5,10,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_367;pos:0,6050,3150;rot:0,180,0;m:cuboid;scl:1,10,8;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_368;pos:0,6050,3050;rot:0,180,0;m:cuboid;scl:1,10,7;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_369;pos:0,6050,3050;rot:0,180,0;m:cuboid;scl:10,3,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_370;pos:0,6050,2950;rot:0,180,0;m:cuboid;scl:1,10,7;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_371;pos:0,6050,2950;rot:0,126.8699,0;m:cuboid;scl:10,3,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_372;pos:0,6050,2850;rot:0,180,0;m:cuboid;scl:1,10,7;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_373;pos:0,6050,2850;rot:0,233.1301,0;m:cuboid;scl:10,3,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_374;pos:0,6050,2750;rot:0,180,0;m:cuboid;scl:1,10,7;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_375;pos:0,6050,2750;rot:0,126.8699,0;m:cuboid;scl:10,3,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_376;pos:0,6050,2750;rot:0,233.1301,0;m:cuboid;scl:10,3,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc180_377;pos:0,6050,2650;rot:0,90,0;m:arc180;scl:4,18,4;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_378;pos:0,6050,150;rot:0,180,0;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_379;pos:0,6050,250;rot:0,180,0;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_380;pos:0,6050,250;rot:0,180,90;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_381;pos:0,6050,350;rot:0,180,0;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_382;pos:0,6050,350;rot:0,180,53.1301;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_383;pos:0,6050,350;rot:0,180,306.8699;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_384;pos:0,6050,450;rot:0,180,0;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_385;pos:0,6050,450;rot:0,180,53.1301;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_386;pos:0,6050,450;rot:0,180,306.8699;m:cylinder;scl:3.1,5.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cylinder_387;pos:0,6050,450;rot:270.0198,180,0;m:cylinder;scl:3.1,3.1,3.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:pyramid_388;pos:0,6040,550;rot:0,180,0;m:pyramid;scl:4.1,4.1,4.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:pyramid_389;pos:0,6040,650;rot:0,180,0;m:pyramid;scl:4.1,4.1,4.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:pyramid_390;pos:0,6065,650;rot:0,0,180;m:pyramid;scl:4.1,4.1,4.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_391;pos:0,6050,750;rot:0,180,0;m:cuboid;scl:6.6,10.1,6.6;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_392;pos:0,6050,850;rot:0,126.8699,0;m:cuboid;scl:5.1,10.1,5.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_393;pos:0,6050,950;rot:0,126.8699,0;m:cuboid;scl:5.1,10.1,5.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_394;pos:0,6050,950;rot:0,180,0;m:cuboid;scl:5.1,10.1,5.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_395;pos:0,6050,1050;rot:0,180,0;m:cuboid;scl:10.1,1.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_396;pos:0,6050,1150;rot:0,180,0;m:cuboid;scl:10.1,1.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_397;pos:0,6080,1150;rot:0,180,0;m:cuboid;scl:10.1,1.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_398;pos:0,6020,1150;rot:0,180,0;m:cuboid;scl:10.1,1.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc90_399;pos:0,6040,1250;rot:0,180,0;m:arc90;scl:5.1,20.1,5.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc90_400;pos:0,6040,1350;rot:0,180,0;m:arc90;scl:5.1,20.1,5.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc90_402;pos:0,6040,1350;rot:0,90,0;m:arc90;scl:5.1,20.1,5.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_403;pos:0,6050,1410;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_404;pos:0,6050,1420;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_405;pos:0,6050,1430;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_406;pos:0,6050,1440;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_407;pos:0,6050,1450;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_408;pos:0,6050,1460;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_409;pos:0,6050,1470;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_410;pos:0,6050,1480;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:torus_411;pos:0,6050,1490;rot:270.0198,180,0;m:torus;scl:2.1,2.1,2.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:sphere_412;pos:0,6050,1550;rot:270.0198,180,0;m:sphere;scl:5.1,5.1,5.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_413;pos:25,6050,1650;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_414;pos:-25,6050,1750;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_415;pos:25,6050,1840;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_416;pos:-25,6050,1860;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_417;pos:25,6050,1920;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_418;pos:-25,6050,1940;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_419;pos:25,6050,1960;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_420;pos:-25,6050,1980;rot:0,180,0;m:cuboid;scl:5.1,10.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_421;pos:0,6050,2050;rot:0,180,0;m:cuboid;scl:1.1,10.1,8.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_422;pos:0,6050,2150;rot:0,180,0;m:cuboid;scl:1.1,10.1,7.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_423;pos:0,6050,2150;rot:0,180,0;m:cuboid;scl:10.1,3.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_424;pos:0,6050,2250;rot:0,180,0;m:cuboid;scl:1.1,10.1,7.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_425;pos:0,6050,2250;rot:0,126.8699,0;m:cuboid;scl:10.1,3.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_426;pos:0,6050,2350;rot:0,180,0;m:cuboid;scl:1.1,10.1,7.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_427;pos:0,6050,2350;rot:0,233.1301,0;m:cuboid;scl:10.1,3.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_428;pos:0,6050,2450;rot:0,180,0;m:cuboid;scl:1.1,10.1,7.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_429;pos:0,6050,2450;rot:0,126.8699,0;m:cuboid;scl:10.1,3.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_430;pos:0,6050,2450;rot:0,233.1301,0;m:cuboid;scl:10.1,3.1,1.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:arc180_431;pos:0,6050,2550;rot:0,90,0;m:arc180;scl:4.1,18.1,4.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_446;pos:0,6050,2100;rot:0,180,0;m:cuboid;scl:1.1,2.1,0.5;mat:transparent;clr:0,255,0,175;c:trigger;c:checkpoint;;
i:cuboid_447;pos:0,6050,3100;rot:0,180,0;m:cuboid;scl:1.1,2.1,0.5;mat:transparent;clr:0,255,0,175;c:trigger;c:checkpoint;;
