i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_0;pos:1022.705,-39.98119,57.96888;rot:0,89.88646,0;m:cuboid;scl:200,30,200;clr:255,162,40,255;;
i:cuboid_189;pos:548.1613,188.3788,-189.5124;rot:0,334.3838,0;m:cuboid;scl:20,60,10;t:empty;clr:255,150,43,255;;
i:cuboid_190;pos:547.413,188.4121,-130.5679;rot:0,186.9957,0;m:cuboid;scl:20,60,10;t:empty;clr:255,150,43,255;;
i:cuboid_191;pos:565.8323,188.4154,-64.68826;rot:0,204.3133,0;m:cuboid;scl:20,60,10;t:empty;clr:255,150,43,255;;
i:cuboid_192;pos:600.4203,188.3104,-13.09023;rot:0,230.3946,0;m:cuboid;scl:20,60,10;t:empty;clr:255,150,43,255;;
i:cuboid_193;pos:665.9666,188.39,51.75148;rot:0,221.1083,0;m:cuboid;scl:20,60,10;t:empty;clr:255,150,43,255;;
i:cuboid_194;pos:665.2086,188.3117,154.8944;rot:0,115.4557,0;m:cuboid;scl:20,60,10;t:empty;clr:255,150,43,255;;
i:cuboid_195;pos:685.2106,188.4322,237.0254;rot:0,87.06516,0;m:cuboid;scl:20,60,10;t:empty;clr:255,150,43,255;;
i:cuboid_196;pos:618.8072,-2.530129,128.8209;rot:0,132.2533,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_197;pos:662.6468,198.828,197.0625;rot:0,106.1476,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_198;pos:657.6085,-1.820504,270.3929;rot:0,81.14752,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_199;pos:636.6583,-2.427592,159.432;rot:0,117.4975,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_200;pos:667.7336,198.7641,278.0883;rot:0,86.82735,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_201;pos:625.5322,198.9969,427.6373;rot:0,66.64708,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_202;pos:680.2926,288.3582,219.8997;rot:0,99.69633,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_203;pos:616.1699,199.7003,107.8688;rot:0,41.15986,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_204;pos:648.9566,199.4604,160.7298;rot:0,116.5294,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_205;pos:554.069,200.3806,53.16228;rot:0,151.831,0;m:cuboid;scl:10,40,10;t:empty;clr:255,150,43,255;;
i:cuboid_206;pos:487.7544,199.3361,38.16644;rot:0,132.7208,0;m:cuboid;scl:5,40,5;t:empty;clr:255,150,43,255;;
i:cuboid_207;pos:466.2881,199.6888,4.964588;rot:0,112.6853,0;m:cuboid;scl:5,40,5;t:empty;clr:255,150,43,255;;
i:cuboid_208;pos:450.6256,199.8928,-39.40612;rot:0,106.2638,0;m:cuboid;scl:5,40,5;t:empty;clr:255,150,43,255;;
i:cuboid_209;pos:441.4802,199.9767,-84.03919;rot:0,96.9101,0;m:cuboid;scl:5,40,5;t:empty;clr:255,150,43,255;;
i:cylinder_210;pos:537.0113,238.4653,-86.92031;rot:0,110.8218,0;m:cylinder;scl:32,25,20;clr:255,150,46,255;;
i:cuboid_211;pos:433.5981,276.0515,-176.6975;rot:0,343.232,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_212;pos:478.9247,201.0378,-211.3864;rot:0,153.582,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_213;pos:493.5639,201.1123,-283.3341;rot:0,56.25999,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_214;pos:535.5721,201.274,-383.9172;rot:0,80.21535,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_215;pos:516.3936,201.0868,-322.9995;rot:0,69.84536,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_216;pos:539.0323,201.4465,-455.837;rot:0,95.21568,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_217;pos:520.6724,201.6026,-541.0504;rot:0,110.943,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_218;pos:495.0809,201.7656,-575.9227;rot:0,128.2124,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_219;pos:429.8962,201.63,-617.8904;rot:0,167.7413,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_220;pos:475.7356,201.7355,-590.7423;rot:0,142.3103,0;m:cuboid;scl:10,40,5;clr:255,156,46,255;;
i:cuboid_221;pos:-8.084649,188.3893,-2624.264;rot:0,180.6689,0;m:cuboid;scl:400,60,400;clr:255,156,46,255;;
i:cuboid_222;pos:-12.40631,188.3461,2621.225;rot:0,1.707319,0;m:cuboid;scl:400,60,400;clr:255,156,46,255;;
i:cylinder_223;pos:543.4617,150.9507,-88.99976;rot:0,85.22317,0;m:cylinder;scl:35,25,30;clr:255,150,46,255;;
i:cuboid_224;pos:474.2156,96.96068,-297.9793;rot:0,60.44095,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_225;pos:496.1072,97.06671,-341.0632;rot:0,66.11042,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_226;pos:502.9823,97.08311,-357.1943;rot:0,71.24023,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_227;pos:516.3812,97.04945,-461.5736;rot:0,91.04961,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_228;pos:517.8788,97.09045,-429.0279;rot:0,83.76984,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_229;pos:499.7988,97.14717,-524.8215;rot:0,105.3577,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_230;pos:484.7362,97.23645,-544.4614;rot:0,116.0971,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_231;pos:405.3034,97.2374,-614.7076;rot:0,260.9196,0;m:cuboid;scl:5,20,10;clr:246,141,31,255;;
i:cuboid_232;pos:449.2762,97.02204,-257.9911;rot:0,57.33179,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_233;pos:-531.6265,288.2766,-689.4765;rot:0,194.07,0;m:cuboid;scl:20,40,20;clr:246,141,31,255;;
i:cuboid_234;pos:289.8231,438.3721,-608.6464;rot:0,200.0259,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_235;pos:377.9695,97.18713,-610.3224;rot:0,182.637,0;m:cuboid;scl:8,20,3;t:empty;clr:252,141,34,255;;
i:cuboid_236;pos:108.4187,72.62396,-587.3345;rot:0,139.9099,0;m:cuboid;scl:2,25,5;clr:255,139,34,255;;
i:cuboid_237;pos:-89.52434,72.88817,-566.8;rot:0,300.6739,0;m:cuboid;scl:4,25,2;clr:255,139,34,255;;
i:cuboid_239;pos:333.7379,438.3384,-620.9932;rot:0,191.256,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_240;pos:241.7587,437.6613,-617.1671;rot:0,44.17503,0;m:cuboid;scl:5,10,7;clr:255,144,40,255;;
i:cuboid_241;pos:112.6958,438.3374,-641.4321;rot:0,256.4237,0;m:cuboid;scl:5,10,7;clr:255,144,40,255;;
i:cuboid_242;pos:133.5972,438.3517,-640.3913;rot:0,150.8835,0;m:cuboid;scl:5,10,7;clr:255,144,40,255;;
i:cuboid_243;pos:146.5734,438.3192,-616.6832;rot:0,45.3433,0;m:cuboid;scl:5,10,7;clr:255,144,40,255;;
i:cylinder_244;pos:170.8782,387.7652,-592.3724;rot:0,151.4435,0;m:cylinder;scl:5,10,5;clr:255,144,40,255;;
i:cylinder_245;pos:229.9823,387.6822,-591.613;rot:0,190.4922,0;m:cylinder;scl:5,10,5;clr:255,144,40,255;;
i:cuboid_246;pos:178.6614,437.7252,-588.8277;rot:0,155.1378,0;m:cuboid;scl:2,10,5;clr:255,144,40,255;;
i:cuboid_247;pos:189.7671,437.7668,-585.7715;rot:0,173.5874,0;m:cuboid;scl:2,10,5;clr:255,144,40,255;;
i:cuboid_248;pos:221.2063,437.7168,-590.4966;rot:0,187.4666,0;m:cuboid;scl:2,10,5;clr:255,144,40,255;;
i:cuboid_249;pos:200.8713,437.7628,-586.4842;rot:0,193.4248,0;m:cuboid;scl:2,10,5;clr:255,144,40,255;;
i:cuboid_250;pos:198.228,437.6704,-617.863;rot:0,201.7121,0;m:cuboid;scl:5,10,5;clr:255,144,40,255;;
i:cuboid_251;pos:309.3539,438.3661,-615.0768;rot:0,196.436,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_252;pos:268.8213,438.3454,-607.5073;rot:0,207.6061,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_253;pos:-61.71033,438.2521,-631.0654;rot:0,205.9545,0;m:cuboid;scl:5,10,5;clr:255,144,40,255;;
i:cuboid_254;pos:-54.71951,438.3125,-641.4781;rot:0,220.3844,0;m:cuboid;scl:5,10,5;clr:255,144,40,255;;
i:cuboid_255;pos:-48.20591,438.2941,-635.6176;rot:0,199.2538,0;m:cuboid;scl:5,10,5;clr:255,144,40,255;;
i:cuboid_256;pos:-323.2541,438.2844,-665.2676;rot:0,162.3079,0;m:cuboid;scl:10,10,10;clr:255,139,34,255;;
i:cuboid_257;pos:-349.2847,275.6718,-653.9506;rot:0,168.9432,0;m:cuboid;scl:10,25,10;clr:255,139,34,255;;
i:cuboid_258;pos:-363.6278,275.7773,-655.389;rot:0,172.9736,0;m:cuboid;scl:10,25,10;clr:255,139,34,255;;
i:cuboid_259;pos:-38.75255,438.2001,-623.0476;rot:0,197.6916,0;m:cuboid;scl:5,10,2;clr:255,144,40,255;;
i:cuboid_260;pos:-32.95039,438.2073,-625.0919;rot:0,195.9413,0;m:cuboid;scl:5,10,2;clr:255,144,40,255;;
i:cuboid_261;pos:-335.5571,275.7508,-652.3169;rot:0,166.4334,0;m:cuboid;scl:10,25,10;clr:255,139,34,255;;
i:cuboid_262;pos:-26.29248,438.2831,-628.2104;rot:0,190.5271,0;m:cuboid;scl:5,10,2;clr:255,144,40,255;;
i:cuboid_263;pos:-5.0823,438.2182,-632.7327;rot:0,184.3065,0;m:cuboid;scl:5,10,2;clr:255,144,40,255;;
i:cuboid_264;pos:-370.6681,275.7619,-656.9312;rot:0,170.9314,0;m:cuboid;scl:10,25,10;clr:255,139,34,255;;
i:cuboid_265;pos:-16.34817,495.4279,482.4763;rot:341.2706,0.3608104,3.708351;m:cuboid;scl:0.2,2,0.2;t:bark1;;
i:cuboid_266;pos:-2.17091,489.7292,501.7979;rot:61.60004,212.0388,6.641728E-05;m:cuboid;scl:0.02,6,0.02;t:bark1;clr:0,0,0,255;;
i:cuboid_267;pos:-17.91122,494.0579,497.4456;rot:359.705,267.2256,59.78509;m:cuboid;scl:0.02,4,0.02;t:bark1;clr:0,0,0,255;;
i:cuboid_268;pos:-33.46101,487.1582,498.0267;rot:46.27737,183.1222,34.56793;m:cuboid;scl:0.02,6,0.02;t:bark1;clr:0,0,0,255;;
i:cuboid_269;pos:-16.97838,503.7147,479.5376;rot:358.028,90.06878,355.9945;m:cuboid;scl:0.25,0.05,0.25;t:bark1;clr:0,0,0,255;;
i:cannon1_270;pos:-14.52058,400.2079,467.6906;rot:0.7427186,287.3316,0.1661501;m:cannon1;scl:0.25,0.25,0.25;;
i:cuboid_271;pos:-15.61098,400.3111,469.0356;rot:0,243.8859,0;m:cuboid;scl:1,0.05,1;t:bark1;;
i:cuboid_272;pos:-7.380174,399.9557,469.346;rot:89.91843,2.617891,0;m:cuboid;scl:0.05,1,0.05;t:bark1;;
i:cuboid_273;pos:-2.54941,399.9331,469.1065;rot:89.36327,7.041748,49.28111;m:cuboid;scl:0.05,1.4,0.05;t:bark1;;
i:cuboid_274;pos:-25.01143,403.1157,478.016;rot:50.00007,354.725,-3.320594E-06;m:cuboid;scl:0.05,1,0.05;t:bark1;;
i:cuboid_275;pos:5.578725,399.9956,469.6405;rot:88.32544,344.8898,312.2369;m:cuboid;scl:0.05,1,0.05;t:bark1;;
i:cuboid_276;pos:-34.80041,399.955,470.786;rot:89.32565,230.7121,283.3533;m:cuboid;scl:0.05,1,0.05;t:bark1;;
i:cuboid_277;pos:-21.10186,400.8426,470.1592;rot:81.57566,88.92814,10.60071;m:cuboid;scl:0.05,1.4,0.05;t:bark1;;
i:cuboid_278;pos:-16.24428,403.0785,467.3221;rot:66.94455,18.90811,167.8539;m:cuboid;scl:0.1,1.4,0.1;t:bark1;;
i:cuboid_279;pos:-16.11113,403.0801,467.2802;rot:66.86401,18.74672,76.99093;m:cuboid;scl:0.1,1.4,0.1;t:bark1;;
i:cuboid_280;pos:-16.27567,403.6606,467.2152;rot:2.120004,120.2342,344.56;m:cuboid;scl:0.05,0.1,0.05;t:bark1;;
i:cuboid_281;pos:-22.51323,400.8669,467.0055;rot:0,351.2274,0;m:cuboid;scl:0.3,0.3,0.3;clr:118,72,26,255;;
i:cuboid_282;pos:8.882545,488.7965,487.8553;rot:0,272.7199,0;m:cuboid;scl:0.3,0.3,0.3;clr:118,72,26,255;;
i:cuboid_283;pos:8.950842,488.7476,491.3373;rot:0,272.9688,0;m:cuboid;scl:0.3,0.3,0.3;clr:118,72,26,255;;
i:cuboid_284;pos:9.090041,491.7483,489.8858;rot:0,280.9288,0;m:cuboid;scl:0.3,0.3,0.3;clr:118,72,26,255;;
i:cuboid_285;pos:-345.9468,338.2335,-713.9138;rot:0,177.5688,0;m:cuboid;scl:20,30,20;clr:255,147,37,255;;
i:cuboid_286;pos:-54.01353,338.1207,-628.2864;rot:0,200.8418,0;m:cuboid;scl:4,30,4;clr:255,144,37,255;;
i:cuboid_287;pos:-320.1429,275.6958,-650.1349;rot:0,163.3045,0;m:cuboid;scl:10,25,10;clr:255,139,34,255;;
i:cuboid_288;pos:-323.6321,338.2925,-622.1191;rot:0,169.7767,0;m:cuboid;scl:2,30,2;clr:255,144,37,255;;
i:cuboid_289;pos:-328.5304,338.2677,-622.6836;rot:0,262.7247,0;m:cuboid;scl:2,30,2;clr:255,144,37,255;;
i:cuboid_290;pos:-75.74847,72.9675,-579.261;rot:0,206.6078,0;m:cuboid;scl:5,25,5;clr:255,139,34,255;;
i:cuboid_291;pos:-56.03506,72.97472,-582.0154;rot:0,290.8938,0;m:cuboid;scl:4,25,2;clr:255,139,34,255;;
i:cuboid_292;pos:591.3572,72.12572,94.0407;rot:0,137.1065,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_293;pos:562.7974,72.35289,101.7188;rot:0,142.1872,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_294;pos:574.2664,72.46765,112.1035;rot:0,137.1591,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_295;pos:630.0416,72.69395,195.2398;rot:0,108.6785,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_296;pos:632.467,73.26497,296.1062;rot:0,77.19835,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_297;pos:610.676,73.64847,361.4524;rot:0,66.94819,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_298;pos:639.4183,73.01891,243.5451;rot:0,89.03775,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_299;pos:533.2831,74.15861,490.7101;rot:0,47.82783,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_300;pos:556.803,74.13936,460.9482;rot:0,55.16786,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_301;pos:467.7031,74.35284,547.3292;rot:0,33.57466,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_302;pos:388.5372,74.55165,587.5981;rot:0,20.83489,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_303;pos:493.5396,274.1595,563.6423;rot:0,35.18788,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_304;pos:556.7534,273.9412,503.6807;rot:0,51.69782,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_305;pos:601.1889,273.8333,431.4449;rot:0,62.63805,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_306;pos:644.5342,273.7917,300.9808;rot:0,81.34795,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_307;pos:624.6663,273.7501,377.1796;rot:0,70.87814,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_308;pos:548.352,363.3315,-334.9037;rot:0,65.18425,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_309;pos:555.2837,363.2301,-352.22;rot:0,70.32407,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_310;pos:569.8325,363.1946,-414.5531;rot:0,83.58395,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_311;pos:571.0623,363.3081,-446.7968;rot:0,90.90148,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_312;pos:566.5949,363.371,-483.4529;rot:0,102.1514,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_313;pos:554.8425,363.3982,-519.681;rot:0,114.951,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_314;pos:534.4642,363.3239,-553.7647;rot:0,125.9107,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_315;pos:507.9009,363.3627,-583.1744;rot:0,137.3802,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_316;pos:464.2161,363.329,-614.7919;rot:0,157.094,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_317;pos:632.7888,363.246,394.2639;rot:0,341.9666,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_318;pos:573.7778,363.3136,499.3423;rot:0,142.3512,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_319;pos:499.0703,363.1718,570.8962;rot:0,125.8512,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_320;pos:422.6315,363.25,610.4628;rot:0,289.2195,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_321;pos:395.6851,363.3303,616.7315;rot:0,103.5297,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_322;pos:274.6778,274.5782,626.6442;rot:0,357.8975,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_323;pos:202.2515,274.7431,610.1617;rot:0,335.3047,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_324;pos:151.6525,275.1094,572.46;rot:0,313.4653,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_325;pos:-131.3138,275.4779,599.3641;rot:359.52,32.60793,-5.336272E-08;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_326;pos:-93.36852,275.2643,562.2292;rot:0,52.94785,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_327;pos:256.0255,363.205,640.0983;rot:0,354.2503,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_328;pos:200.8334,363.2507,628.4166;rot:0,338.2484,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_329;pos:170.4879,363.2238,600.7753;rot:0,58.64756,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_330;pos:565.4793,275.0579,98.75916;rot:0,231.1031,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_331;pos:609.0225,273.9119,128.8311;rot:0,123.7729,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_332;pos:662.3975,363.3272,245.788;rot:0,93.95837,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_333;pos:649.3307,363.3964,325.3788;rot:0,352.5885,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_334;pos:595.0723,363.2674,468.2706;rot:0,149.418,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_335;pos:648.3986,273.9298,228.9073;rot:0,94.22759,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_336;pos:-296.2248,275.0122,614.9593;rot:0,78.4457,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_337;pos:-419.6593,274.8006,570.4046;rot:0,61.33091,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_338;pos:-500.0424,274.4861,508.2636;rot:0,42.56596,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_339;pos:-87.37148,363.2124,563.0712;rot:0,141.5706,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_340;pos:-131.2986,363.2832,604.9534;rot:0,123.3606,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_341;pos:-264.0242,363.3238,646.7338;rot:0,95.00622,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cylinder_342;pos:17.32597,238.2765,573.724;rot:0,354.9798,0;m:cylinder;scl:23,25,20;clr:255,150,46,255;;
i:cuboid_343;pos:-621.0018,272.7661,-549.354;rot:0,66.83261,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_344;pos:-626.6024,363.4864,-291.695;rot:0,288.7923,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_345;pos:-599.0458,274.4683,291.5479;rot:0,276.8982,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_346;pos:511.336,275.9532,-327.4581;rot:0,64.05074,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_347;pos:496.431,275.986,-299.1812;rot:0,59.89066,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_348;pos:534.325,276.2212,-423.8749;rot:0,87.66634,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_349;pos:526.0548,276.4312,-505.1082;rot:0,103.7864,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_350;pos:490.0801,276.7041,-571.0857;rot:0,134.8055,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_351;pos:358.738,276.5954,-617.4772;rot:0,189.8238,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_352;pos:442.9267,276.7212,-606.3618;rot:0,151.9533,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_353;pos:313.9604,276.7646,-602.0676;rot:0,203.8125,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cuboid_354;pos:-532.8969,74.01659,114.4712;rot:0,257.9711,0;m:cuboid;scl:6,25,4;clr:255,150,46,255;;
i:cylinder_355;pos:534.2251,-53.05906,-90.33151;rot:0,92.61886,0;m:cylinder;scl:40,25,35;clr:255,150,46,255;;
i:cuboid_356;pos:526.5136,72.00801,81.36088;rot:0,158.3848,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_357;pos:545.885,72.38031,90.12712;rot:0,152.5238,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cuboid_358;pos:523.047,71.8913,89.64513;rot:0,256.5032,0;m:cuboid;scl:4,25,6;clr:255,150,46,255;;
i:cylinder_359;pos:212.0535,151.5999,-609.2856;rot:0,150.482,0;m:cylinder;scl:15,25,20;clr:255,150,46,255;;
i:cylinder_360;pos:218.6031,238.3605,-647.3923;rot:0,144.905,0;m:cylinder;scl:15,25,20;clr:255,150,46,255;;
i:cuboid_361;pos:273.0679,438.3224,-614.0876;rot:0,213.2765,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_362;pos:268.8791,438.3472,-606.4623;rot:0,203.1048,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_363;pos:253.756,438.5111,-594.0101;rot:0,202.7447,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_364;pos:418.4533,438.2216,-618.8561;rot:0,168.3573,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_365;pos:354.3971,438.2318,-622.4946;rot:0,182.9861,0;m:cuboid;scl:6,10,4;clr:255,150,46,255;;
i:cuboid_366;pos:432.2537,97.11933,-231.4154;rot:0,55.49154,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_367;pos:510.0977,97.03062,-497.0296;rot:0,98.18786,0;m:cuboid;scl:10,20,4;clr:255,150,46,255;;
i:cuboid_368;pos:489.5444,97.07767,-534.8809;rot:0,122.9427,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_369;pos:480.462,97.1423,-548.0976;rot:0,131.3228,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_370;pos:441.6417,97.01743,-586.0101;rot:0,137.5648,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_371;pos:424.6827,97.23634,-598.3775;rot:0,145.1019,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_372;pos:398.1935,97.26759,-609.3085;rot:0,153.5214,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_373;pos:367.4575,97.25437,-617.3299;rot:0,165.9888,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_374;pos:433.7793,97.23224,-589.8068;rot:0,150.2175,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_375;pos:438.086,97.1889,-586.2455;rot:0,142.0869,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_376;pos:428.9986,97.16677,-591.9422;rot:0,145.2152,0;m:cuboid;scl:10,20,4;clr:255,156,43,255;;
i:cuboid_377;pos:-512.9293,438.3533,571.8199;rot:0,316.2162,0;m:cuboid;scl:4,10,6;clr:255,147,43,255;;
i:cuboid_378;pos:-554.564,438.2399,501.8637;rot:0,209.8648,0;m:cuboid;scl:4,10,6;clr:255,147,43,255;;
i:cuboid_379;pos:-445.147,438.2389,621.2435;rot:0,333.0114,0;m:cuboid;scl:4,10,6;clr:255,147,43,255;;
i:cuboid_380;pos:-354.7477,438.2922,640.5309;rot:0,259.8278,0;m:cuboid;scl:4,10,6;clr:255,147,43,255;;
i:cuboid_381;pos:-306.2675,438.3196,646.5312;rot:0,267.6667,0;m:cuboid;scl:4,10,6;clr:255,147,43,255;;
i:cuboid_382;pos:-565.9459,299.4481,404.7775;rot:0,204.8431,0;m:cuboid;scl:4,20,6;clr:255,147,40,255;;
i:cuboid_383;pos:-564.3095,299.6935,-22.07197;rot:0,162.7506,0;m:cuboid;scl:4,20,6;clr:255,147,40,255;;
i:cuboid_384;pos:-313.3178,72.34138,-605.5799;rot:0,159.3739,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_385;pos:-345.2769,72.38864,-612.7961;rot:0,168.1635,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_386;pos:-399.9255,72.45049,-618.0563;rot:0,179.5836,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
i:cuboid_387;pos:-488.5698,72.28674,-605.9766;rot:0,194.412,0;m:cuboid;scl:6,25,4;clr:255,144,31,255;;
