i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tower1_243;pos:630.1274,266.2998,-255.4106;rot:-1.366038E-05,89.96368,270;m:tower1;scl:2,0.45,8;;
i:tower1_244;pos:630.0024,263.2738,-201.2099;rot:1.024528E-05,89.8115,270;m:tower1;scl:2,0.45,8;;
i:tower1_245;pos:630.0562,260.7643,-146.915;rot:3.927359E-05,90.15923,269.88;m:tower1;scl:2,0.45,8;;
i:tower1_246;pos:630.0768,258.0384,-91.70818;rot:2.390566E-05,89.86646,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_247;pos:630.1771,255.6803,-37.68981;rot:-3.415095E-06,90.09377,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_248;pos:624.0591,251.0501,72.73684;rot:0,84.76803,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_249;pos:616.73,248.9108,127.7143;rot:6.830189E-06,79.7023,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_250;pos:604.2041,248.7301,181.5754;rot:-2.390566E-05,74.57603,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_251;pos:587.376,248.6681,234.7143;rot:1.707547E-06,70.31415,270;m:tower1;scl:2,0.5,8;;
i:tower1_252;pos:565.7509,248.7024,287.4547;rot:-2.049057E-05,65.70417,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_253;pos:540.713,248.7031,335.6215;rot:8.537737E-06,60.04729,270;m:tower1;scl:2,0.5,8;;
i:tower1_254;pos:510.8073,249.4761,383.1408;rot:0.0004115189,55.30196,269.8799;m:tower1;scl:2,0.5,8;;
i:tower1_255;pos:477.6251,249.4538,426.932;rot:-6.830189E-06,50.31994,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_256;pos:440.0238,249.3502,468.4062;rot:1.195283E-05,45.14462,270.32;m:tower1;scl:2,0.5,8;;
i:tower1_257;pos:399.4198,249.5124,506.0282;rot:2.219812E-05,40.42949,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_258;pos:356.0456,249.735,540.7803;rot:1.536793E-05,36.15356,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_259;pos:309.845,249.7178,571.4856;rot:-5.122642E-06,30.75247,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_260;pos:260.2773,249.922,597.6765;rot:-5.976416E-06,24.7684,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_261;pos:208.7362,249.852,618.3521;rot:7.683963E-06,18.36053,269.96;m:tower1;scl:2,0.5,8;;
i:tower1_262;pos:154.8353,250.3373,632.871;rot:-2.561321E-06,11.71477,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_263;pos:100.3526,250.3354,641.288;rot:1.920991E-06,5.120972,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_264;pos:45.45304,250.2291,645.0487;rot:1.814269E-06,2.414172,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_337;pos:-633.3832,135.9451,-627.3339;rot:0,88.87925,0;m:tower1;scl:5,2,9;;
i:cuboid_338;pos:241.2861,20.85954,-82.84725;rot:0,86.29388,0;m:cuboid;scl:80,10,80;t:stone1;;
i:cuboid_339;pos:517.9142,47.1151,101.1017;rot:0,358.6121,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_340;pos:-357.0184,45.48512,266.1879;rot:0,169.3498,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_341;pos:-241.2254,11.80436,-180.2534;rot:0,179.2537,0;m:cuboid;scl:80,10,80;t:stone1;;
i:cuboid_342;pos:-243.2231,16.65778,-499.6158;rot:0,178.5853,0;m:cuboid;scl:80,10,80;t:stone1;;
i:cuboid_343;pos:-476.8229,38.52716,242.8086;rot:0,216.9995,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_344;pos:-10.11509,177.5925,658.2508;rot:0,359.746,0;m:cuboid;scl:5,10,5;t:stone2;;
i:cuboid_345;pos:250.6323,42.86066,322.0428;rot:0,131.1233,0;m:cuboid;scl:20,5,20;t:stone1;;
i:cuboid_346;pos:-139.8938,65.99574,393.429;rot:0,347.6979,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_347;pos:-112.5322,41.76926,1171.662;rot:0,182.3204,0;m:cuboid;scl:100,5,100;t:grass3;;
i:cuboid_348;pos:-287.0247,66.58594,363.3125;rot:0,316.9447,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_349;pos:-437.0652,64.567,355.1987;rot:0,306.9384,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_350;pos:-344.5474,66.58835,432.6078;rot:0,318.4405,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_351;pos:-1.422032,65.01907,394.5663;rot:0,353.0579,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_352;pos:124.5617,63.49086,415.583;rot:0,6.010077,0;m:cuboid;scl:20,1,20;t:stone1;;
i:arc90_353;pos:53.64386,38.43716,344.1269;rot:0,148.1849,0;m:arc90;scl:80,10,80;t:stone1;;
i:cuboid_354;pos:9.395259,109.026,662.3208;rot:0,1.523997,0;m:cuboid;scl:1,4,5;t:stone2;;
i:cuboid_355;pos:-27.42117,108.5539,661.3631;rot:0,358.1764,0;m:cuboid;scl:1,4,5;t:stone2;;
i:cuboid_356;pos:9.297361,54.27681,662.4535;rot:0,1.475793,0;m:cuboid;scl:1,1,6;t:stone2;;
i:cuboid_357;pos:-27.39999,39.50729,661.1633;rot:0,358.187,0;m:cuboid;scl:1,2,6.5;t:stone2;;
i:cuboid_358;pos:-27.42505,54.11141,661.1627;rot:0,358.1521,0;m:cuboid;scl:1,1,6;t:stone2;;
i:cuboid_359;pos:-24.39326,105.8496,661.746;rot:-3.73526E-07,358.1159,340.4;m:cuboid;scl:1,4,5;t:stone2;;
i:cuboid_360;pos:9.382066,73.98959,662.4213;rot:0,1.459373,0;m:cuboid;scl:1,3,5.5;t:stone2;;
i:cuboid_361;pos:-27.42988,73.6518,661.2217;rot:0,358.1338,0;m:cuboid;scl:1,3,5.5;t:stone2;;
i:cuboid_362;pos:-6.609545,64.46764,584.2411;rot:0,0.7526076,0;m:cuboid;scl:20,1,20;t:stone1;;
i:cuboid_363;pos:-8.375843,242.1748,664.1588;rot:0,359.1649,0;m:cuboid;scl:5,3,5.5;t:stone2;;
i:cuboid_364;pos:9.263601,39.38326,662.4771;rot:0,1.573332,0;m:cuboid;scl:1,2,6.5;t:stone2;;
i:cuboid_365;pos:-30.5556,178.3691,660.533;rot:0,358.7635,0;m:cuboid;scl:1,10,5.5;t:stone2;;
i:cuboid_366;pos:10.80458,177.6055,661.8502;rot:0,358.8128,0;m:cuboid;scl:1,10,5.5;t:stone2;;
i:cuboid_367;pos:6.097265,105.6828,662.4737;rot:1.86763E-07,1.540061,18.84;m:cuboid;scl:1,4,5;t:stone2;;
i:tower1_368;pos:-8.968277,177.2188,639.2247;rot:0,358.6732,0;m:tower1;scl:5,1,1;;
i:cuboid_369;pos:8.785748,40.40377,-615.6359;rot:0,180.0195,0;m:cuboid;scl:1,2,2;t:stone2;;
i:cuboid_370;pos:-29.57407,40.54623,-615.36;rot:0,180.1733,0;m:cuboid;scl:1,2,2;t:stone2;;
i:cuboid_371;pos:8.509553,55.25698,-617.3693;rot:0,179.8951,0;m:cuboid;scl:1,1,2;t:stone2;;
i:cuboid_372;pos:-29.59819,55.57289,-617.1824;rot:0,180.1718,0;m:cuboid;scl:1,1,2;t:stone2;;
i:cuboid_373;pos:8.594175,74.98919,-622.2036;rot:0,180.0092,0;m:cuboid;scl:1,3,2;t:stone2;;
i:cuboid_374;pos:-30.17883,75.35468,-622.0448;rot:0,180.2269,0;m:cuboid;scl:1,3,2;t:stone2;;
i:cuboid_375;pos:-11.98481,118.8451,-622.8848;rot:0,179.9596,0;m:cuboid;scl:10,10,2;t:stone2;;
i:cuboid_376;pos:-10.80678,242.7529,-639.3387;rot:0,180.1235,0;m:cuboid;scl:5,3,5.5;t:stone2;;
i:cuboid_377;pos:-10.00675,143.2829,-620.8618;rot:0,178.993,0;m:cuboid;scl:5,3,2;t:stone2;;
i:cuboid_378;pos:8.000684,193.1382,-621.9365;rot:0,180.0821,0;m:cuboid;scl:1,7,2;t:stone2;;
i:cuboid_379;pos:-29.72445,192.9924,-621.9892;rot:0,180.0845,0;m:cuboid;scl:1,7,2;t:stone2;;
i:tower1_380;pos:-11.6747,195.3569,-616.0727;rot:0,179.7792,0;m:tower1;scl:5,1,2;;
i:cuboid_381;pos:-4.347988,125.6002,-614.6922;rot:299.6799,180.5424,-1.400958E-06;m:cuboid;scl:0.1,1,0.1;;
i:cuboid_382;pos:-18.13246,125.5211,-614.704;rot:301.8,180.5296,-9.113634E-07;m:cuboid;scl:0.1,1,0.1;;
i:tree5_383;pos:-322.6253,88.79395,1274.882;rot:0,23.57732,0;m:tree5;scl:0.3,0.3,0.3;;
i:boulder1_384;pos:-75.67825,31.84773,1457.397;rot:0,3.899768,0;m:boulder1;scl:20,3,20;t:grass3;;
i:tower1_385;pos:353.3093,142.1262,536.9318;rot:0,37.2869,0;m:tower1;scl:8,2,6;;
i:cuboid_387;pos:-575.0889,43.41494,515.8219;rot:0,179.5668,0;m:cuboid;scl:100,5,100;t:grass3;;
i:field2_388;pos:118.0644,67.27758,1069.801;rot:0,108.8266,0;m:field2;scl:0.3,0.3,0.3;;
i:field2_389;pos:-390.2303,73.66827,916.1547;rot:0,258.5542,0;m:field2;scl:0.3,0.3,0.3;;
i:tree3_390;pos:-628.0651,117.9487,1260.71;rot:0,28.57728,0;m:tree3;scl:0.3,0.3,0.3;;
i:field2_391;pos:134.9732,68.81686,1071.826;rot:0,57.32716,0;m:field2;scl:0.3,0.3,0.3;;
i:tree7_392;pos:180.8445,74.11113,951.543;rot:0,24.32733,0;m:tree7;scl:0.3,0.3,0.3;;
i:field2_393;pos:121.7554,66.75741,1090.987;rot:0,45.32722,0;m:field2;scl:0.3,0.3,0.3;;
i:boulder1_394;pos:-211.7276,37.48171,1392.986;rot:0,8.649734,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_395;pos:-469.5026,53.87412,1398.327;rot:0,319.9021,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_396;pos:-521.9009,61.25449,1950.235;rot:0,7.910681,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_397;pos:50.87481,33.83693,1009.188;rot:0,64.39889,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_398;pos:791.215,60.67974,1175.19;rot:0,106.1596,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_399;pos:-653.325,51.13913,809.9631;rot:0,263.1751,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_400;pos:-960.3266,57.69864,1260.104;rot:0,335.9197,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_401;pos:-874.2311,57.35357,1541.829;rot:0,353.4188,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_402;pos:-564.6451,42.98972,1465.139;rot:0,181.5247,0;m:cuboid;scl:100,5,100;t:grass3;;
i:boulder2_403;pos:-212.8885,51.43457,1624.016;rot:0,290.9315,0;m:boulder2;scl:20,3,20;t:grass3;;
i:boulder5_404;pos:786.5816,-107.7491,794.5308;rot:2.732076E-05,93.93702,73.39992;m:boulder5;scl:20,15,20;t:grass3;;
i:tree2_405;pos:-572.1582,111.6901,1170.208;rot:0,331.3699,0;m:tree2;scl:0.5,0.5,0.5;;
i:boulder1_407;pos:-324.9775,42.70737,952.1987;rot:0,347.8964,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_408;pos:421.056,41.92729,1433.813;rot:0,272.0662,0;m:cuboid;scl:100,5,100;t:grass3;;
i:boulder1_409;pos:288.0899,39.34098,1506.564;rot:0,38.39969,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_410;pos:655.0604,59.09319,576.8727;rot:0,95.90591,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_411;pos:172.1239,33.85958,1258.996;rot:0,62.64962,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_412;pos:-1044.815,495.2221,1559.18;rot:0,270.3694,0;m:cuboid;scl:200,250,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:spawnhuman_413;pos:-9.048281,71.76907,656.72;rot:0,180.776,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:boulder1_414;pos:-126.7525,58.77134,1946.69;rot:0,36.66053,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder3_415;pos:-708.7128,-24.63604,1457.625;rot:89.80022,99.45163,180.0015;m:boulder3;scl:20,15,20;t:grass3;;
i:boulder1_416;pos:431.8873,58.10612,1726.951;rot:0,12.6344,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_417;pos:752.1282,27.14792,1742.294;rot:0,10.1862,0;m:boulder1;scl:20,5,20;t:grass3;;
i:boulder1_418;pos:-606.6264,-153.3654,1713.015;rot:45.43431,105.1823,82.05429;m:boulder1;scl:20,15,20;t:grass3;;
i:boulder1_419;pos:-520.1683,45.32646,958.3973;rot:0,256.1765,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_420;pos:-645.3235,58.18724,1273.578;rot:0,258.9289,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_421;pos:-607.7176,-139.9969,1493.494;rot:71.00004,283.4558,341.2;m:boulder1;scl:20,15,20;t:grass3;;
i:cuboid_422;pos:906.8181,413.7768,1485.014;rot:0,270.8969,0;m:cuboid;scl:200,250,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_423;pos:-56.86119,-27.78389,2286.872;rot:0,2.209486,0;m:cuboid;scl:200,250,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:tower1_424;pos:-618.0159,139.5818,179.4004;rot:0,285.0345,0;m:tower1;scl:8,2,6;;
i:boulder1_425;pos:754.3848,61.36829,1493.924;rot:0,86.91017,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_426;pos:746.0554,65.54117,450.3076;rot:0,135.4066,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_427;pos:736.4998,56.78797,776.1968;rot:0,112.1578,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_428;pos:-447.903,55.46926,1650.155;rot:0,280.9301,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder1_429;pos:-862.8118,58.39659,1923.263;rot:0,357.6608,0;m:boulder1;scl:20,3,20;t:grass3;;
i:cuboid_430;pos:-17.64948,86.42992,614.1922;rot:0,182.2576,0;m:cuboid;scl:20,30,5;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:boulder1_431;pos:-848.1181,49.08934,960.2343;rot:0,243.9279,0;m:boulder1;scl:20,3,20;t:grass3;;
i:boulder2_432;pos:-359.5929,30.50075,1132.508;rot:0,345.1473,0;m:boulder2;scl:20,3,20;t:grass3;;
i:cuboid_433;pos:-535.7421,19.7037,101.6468;rot:0,2.432967,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_434;pos:-483.2548,22.86777,251.9959;rot:0,295.0898,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_435;pos:-44.10569,21.25816,-561.5925;rot:0,174.7245,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_436;pos:114.74,21.05824,-535.6403;rot:0,174.7245,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_437;pos:297.6913,21.90236,-517.3594;rot:0,174.2239,0;m:cuboid;scl:20,10,20;t:stone1;;
i:cuboid_438;pos:490.2403,21.62178,-521.384;rot:0,175.6232,0;m:cuboid;scl:20,10,20;t:stone1;;
i:tree7_510;pos:-425.4377,99.27119,1819.737;rot:0,312.5781,0;m:tree7;;
i:tree3_511;pos:-455.5461,105.3396,1781.114;rot:0,294.5749,0;m:tree3;;
i:tree6_512;pos:-380.0791,115.3031,1766.881;rot:0,306.5731,0;m:tree6;;
