i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_4;pos:475,30,4250;rot:0,208.0725,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:spawnhuman_5;pos:475,30,4250;rot:0,208.0725,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawntitan_7;pos:99999,2,99999;rot:0,180,0;m:spawntitan;l:26;c:spawner, f:2, t:2;;
i:boulder1_510;pos:1968.932,15,820.2155;rot:0,223.4586,0;m:boulder1;scl:16.36616,27.47234,7.68807;t:rock3;til:32.73232,15.37614;;
i:boulder1_511;pos:2168.889,15,-3723.38;rot:0,132.0812,0;m:boulder1;scl:6.518448,9.125523,11.36265;t:lava1;til:13.0369,22.7253;;
i:boulder1_512;pos:-3736.808,15,274.3004;rot:0,233.542,0;m:boulder1;scl:13.93811,22.24619,11.39424;t:rock3;til:27.87622,22.78848;;
i:boulder1_513;pos:316.2938,15,2317.332;rot:0,95.86599,0;m:boulder1;scl:8.67687,29.83892,15.07157;t:lava1;til:17.35374,30.14313;;
i:boulder1_514;pos:1893.979,15,2670.125;rot:0,168.4947,0;m:boulder1;scl:9.085208,1.105319,9.414807;t:rock3;til:18.17042,18.82961;;
i:boulder1_515;pos:1712.577,15,397.351;rot:0,186.0898,0;m:boulder1;scl:14.63027,4.96231,12.68563;t:lava1;til:29.26054,25.37126;;
i:boulder1_516;pos:-683.4926,15,168.3401;rot:0,180.9757,0;m:boulder1;scl:13.24503,4.551652,14.19996;t:rock3;til:26.49007,28.39991;;
i:boulder1_517;pos:3181.372,15,2071.23;rot:0,137.0916,0;m:boulder1;scl:7.475204,27.39976,12.49428;t:lava1;til:14.95041,24.98856;;
i:boulder1_518;pos:1989.685,15,492.3246;rot:0,107.7569,0;m:boulder1;scl:14.59227,4.221534,11.14383;t:rock3;til:29.18455,22.28767;;
i:boulder1_519;pos:1055.818,15,-2492.63;rot:0,113.7155,0;m:boulder1;scl:16.22379,27.5334,5.967284;t:lava1;til:32.44759,11.93457;;
i:boulder1_520;pos:-3394.513,15,3815.668;rot:0,119.8664,0;m:boulder1;scl:15.96332,21.58064,11.87033;t:lava1;til:31.92663,23.74065;;
i:boulder1_521;pos:-2260.445,15,1590.503;rot:0,110.2602,0;m:boulder1;scl:15.76418,2.375347,17.16773;t:rock3;til:31.52837,34.33546;;
i:boulder1_522;pos:-310.1901,15,-704.2451;rot:0,115.2039,0;m:boulder1;scl:17.08762,2.450575,12.61696;t:lava1;til:34.17524,25.23392;;
i:boulder1_523;pos:-2127.14,15,-1226.234;rot:0,131.9294,0;m:boulder1;scl:19.0762,12.8356,11.92297;t:rock3;til:38.15241,23.84594;;
i:boulder1_524;pos:-1047.761,15,1506.516;rot:0,219.52,0;m:boulder1;scl:8.323465,15.3668,5.503098;t:lava1;til:16.64693,11.0062;;
i:boulder1_525;pos:-2362.743,15,961.3331;rot:0,113.1095,0;m:boulder1;scl:8.176062,14.6632,17.38975;t:rock3;til:16.35212,34.7795;;
i:boulder1_526;pos:1387.616,15,-1818.781;rot:0,248.8356,0;m:boulder1;scl:13.63002,5.772118,19.98306;t:lava1;til:27.26005,39.96613;;
i:boulder1_527;pos:1998.23,15,140.0189;rot:0,115.3986,0;m:boulder1;scl:11.348,21.93909,6.539506;t:rock3;til:22.696,13.07901;;
i:boulder1_528;pos:-1250.649,15,-3705.802;rot:0,120.0919,0;m:boulder1;scl:16.11255,4.996826,14.07681;t:lava1;til:32.22511,28.15363;;
i:boulder1_529;pos:2242.134,15,1078.524;rot:0,99.68015,0;m:boulder1;scl:15.08667,4.523331,6.691031;t:rock3;til:30.17335,13.38206;;
i:boulder1_530;pos:-1962.828,15,-3034.638;rot:0,243.7983,0;m:boulder1;scl:9.792016,15.22077,15.12741;t:lava1;til:19.58403,30.25483;;
i:boulder1_531;pos:1296.792,15,-3354.228;rot:0,195.9722,0;m:boulder1;scl:9.005096,26.65456,17.61452;t:rock3;til:18.01019,35.22904;;
i:boulder1_532;pos:3188.208,15,1405.194;rot:0,96.98586,0;m:boulder1;scl:14.23017,10.22474,19.36827;t:lava1;til:28.46034,38.73653;;
i:boulder1_533;pos:-312.1433,15,2252.388;rot:0,255.2329,0;m:boulder1;scl:18.90133,10.07428,16.16428;t:rock3;til:37.80267,32.32856;;
i:boulder1_534;pos:116.5807,15,-1247.23;rot:0,133.4198,0;m:boulder1;scl:14.53871,15.80844,13.00424;t:lava1;til:29.07743,26.00848;;
i:boulder1_535;pos:3699.942,15,2872.524;rot:0,219.7738,0;m:boulder1;scl:19.11786,20.35398,13.09488;t:rock3;til:38.23573,26.18976;;
i:boulder1_536;pos:2384.96,15,1411.054;rot:0,175.6132,0;m:boulder1;scl:7.078768,17.18909,11.60024;t:lava1;til:14.15754,23.20048;;
i:boulder1_537;pos:-2105.167,15,1818.293;rot:0,136.4207,0;m:boulder1;scl:12.07541,14.62957,10.42787;t:rock3;til:24.15082,20.85574;;
i:boulder1_538;pos:-2944.304,15,2384.716;rot:0,107.3699,0;m:boulder1;scl:11.01474,14.89773,6.384778;t:lava1;til:22.02948,12.76956;;
i:boulder1_539;pos:-2658.406,15,-2246.284;rot:0,162.1323,0;m:boulder1;scl:8.201239,7.533341,17.28172;t:rock3;til:16.40248,34.56343;;
i:boulder1_540;pos:-1340.007,15,1140.049;rot:0,228.6933,0;m:boulder1;scl:9.747154,5.163213,7.529679;t:lava1;til:19.49431,15.05936;;
i:boulder1_541;pos:-1256.508,15,-3360.82;rot:0,145.0458,0;m:boulder1;scl:15.97339,29.21497,12.37663;t:lava1;til:31.94678,24.75326;;
i:boulder1_542;pos:-955.4735,15,2974.09;rot:0,156.341,0;m:boulder1;scl:18.32316,2.884243,10.64669;t:rock3;til:36.64632,21.29338;;
i:boulder1_543;pos:-1919.37,15,-520.1575;rot:0,238.4057,0;m:boulder1;scl:16.57033,10.9779,7.856075;t:lava1;til:33.14066,15.71215;;
i:boulder1_544;pos:-600.238,15,1522.141;rot:0,235.3395,0;m:boulder1;scl:14.37071,6.227912,7.171697;t:rock3;til:28.74142,14.34339;;
i:boulder1_545;pos:1422.041,15,-1552.416;rot:0,207.3976,0;m:boulder1;scl:10.55147,4.8623,7.876217;t:lava1;til:21.10294,15.75243;;
i:boulder1_546;pos:1632.984,15,-2677.938;rot:0,175.271,0;m:boulder1;scl:9.132816,28.37507,12.84951;t:rock3;til:18.26563,25.69903;;
i:boulder1_547;pos:1522.385,15,-681.2952;rot:0,183.9956,0;m:boulder1;scl:11.9042,25.38011,5.054018;t:lava1;til:23.8084,10.10804;;
i:boulder1_548;pos:2221.137,15,2747.032;rot:0,138.4367,0;m:boulder1;scl:15.8887,19.8858,19.42274;t:rock3;til:31.7774,38.84549;;
i:boulder1_549;pos:-2777.062,15,375.6218;rot:0,178.6537,0;m:boulder1;scl:11.00513,22.86306,18.80245;t:lava1;til:22.01025,37.60491;;
i:boulder1_550;pos:-1675.71,15,-754.2955;rot:0,257.9594,0;m:boulder1;scl:15.04456,7.761681,19.41313;t:rock3;til:30.08911,38.82626;;
i:boulder1_551;pos:-3508.286,15,879.2993;rot:0,144.5819,0;m:boulder1;scl:10.46449,23.13211,10.21821;t:lava1;til:20.92898,20.43641;;
i:boulder1_552;pos:-1404.95,15,619.7699;rot:0,231.2332,0;m:boulder1;scl:15.48494,26.24744,5.450911;t:lava1;til:30.96988,10.90182;;
i:boulder1_553;pos:2449.416,15,-2138.615;rot:0,138.7427,0;m:boulder1;scl:14.28098,23.43657,10.03143;t:rock3;til:28.56197,20.06287;;
i:boulder1_554;pos:2969.939,15,1691.336;rot:0,254.4743,0;m:boulder1;scl:17.06427,8.111271,15.01572;t:lava1;til:34.12854,30.03144;;
i:boulder1_555;pos:-3129.612,15,-3228.736;rot:0,184.8267,0;m:boulder1;scl:5.450453,1.241615,18.82031;t:lava1;til:10.90091,37.64061;;
i:boulder1_556;pos:750.145,15,665.4256;rot:0,233.2014,0;m:boulder1;scl:9.000977,22.99316,13.97748;t:rock3;til:18.00195,27.95495;;
i:boulder1_557;pos:-1483.566,15,-1543.138;rot:0,254.23,0;m:boulder1;scl:13.10358,27.21036,7.339702;t:lava1;til:26.20716,14.6794;;
i:boulder1_558;pos:-2.075259,15,-2499.222;rot:0,172.0289,0;m:boulder1;scl:11.37318,14.46052,17.9107;t:rock3;til:22.74636,35.82141;;
i:boulder1_559;pos:2223.09,15,-3406.476;rot:0,94.42934,0;m:boulder1;scl:7.821284,22.56923,15.23957;t:lava1;til:15.64257,30.47914;;
i:boulder1_560;pos:-1495.285,15,-1800.47;rot:0,101.2253,0;m:boulder1;scl:13.23221,20.45488,15.57604;t:rock3;til:26.46443,31.15207;;
i:boulder1_561;pos:-106.3265,15,-1945.25;rot:0,246.7052,0;m:boulder1;scl:9.651479,5.296854,16.76031;t:lava1;til:19.30296,33.52061;;
i:boulder1_562;pos:-291.3907,15,496.4751;rot:0,244.6314,0;m:boulder1;scl:14.1876,23.39143,16.64128;t:rock3;til:28.37519,33.28257;;
i:boulder1_563;pos:-3732.658,15,-933.5002;rot:0,96.23711,0;m:boulder1;scl:6.446578,22.39842,14.1615;t:lava1;til:12.89316,28.32301;;
i:boulder1_564;pos:-1267.006,15,1918.882;rot:0,243.551,0;m:boulder1;scl:12.82434,24.53844,15.21989;t:rock3;til:25.64867,30.43977;;
i:boulder1_565;pos:-1547.288,15,936.6741;rot:0,174.8172,0;m:boulder1;scl:19.46119,22.03909,8.355968;t:lava1;til:38.92239,16.71194;;
i:boulder1_566;pos:-684.4691,15,-626.3619;rot:0,109.3612,0;m:boulder1;scl:19.03317,28.07239,11.00009;t:rock3;til:38.06635,22.00018;;
i:boulder1_567;pos:547.9904,15,-1054.354;rot:0,108.0037,0;m:boulder1;scl:9.002808,26.98203,16.44398;t:lava1;til:18.00562,32.88797;;
i:boulder1_568;pos:1727.958,15,3512.925;rot:0,212.2816,0;m:boulder1;scl:14.14136,13.87817,13.88592;t:rock3;til:28.28272,27.77184;;
i:boulder1_569;pos:2537.553,15,-3838.618;rot:0,236.7836,0;m:boulder1;scl:17.76284,12.85949,6.041444;t:lava1;til:35.52568,12.08289;;
i:boulder1_570;pos:-1881.283,15,2567.583;rot:0,217.2807,0;m:boulder1;scl:19.74502,13.75426,6.21952;t:rock3;til:39.49004,12.43904;;
i:boulder1_571;pos:-3831.782,15,88.01538;rot:0,267.5135,0;m:boulder1;scl:12.89941,24.50127,7.979675;t:lava1;til:25.79882,15.95935;;
i:boulder1_572;pos:-1004.059,15,-31.37303;rot:0,90.01399,0;m:boulder1;scl:9.269692,26.41914,14.46684;t:rock3;til:18.53938,28.93368;;
i:boulder1_573;pos:1813.166,15,2792.688;rot:0,199.794,0;m:boulder1;scl:11.29398,5.155248,6.007568;t:lava1;til:22.58797,12.01514;;
i:boulder1_574;pos:-2954.802,15,358.2873;rot:0,257.9763,0;m:boulder1;scl:9.57091,1.230995,13.01706;t:rock3;til:19.14182,26.03412;;
i:boulder1_575;pos:3153.539,15,622.6996;rot:0,117.8803,0;m:boulder1;scl:5.639973,6.619984,7.033906;t:lava1;til:11.27995,14.06781;;
i:boulder1_576;pos:-3152.074,15,-276.7419;rot:0,208.7011,0;m:boulder1;scl:10.38804,14.68709,17.51839;t:rock3;til:20.77608,35.03677;;
i:boulder1_577;pos:-2592.975,15,-1593.432;rot:0,233.5866,0;m:boulder1;scl:7.808466,4.033021,7.956786;t:lava1;til:15.61693,15.91357;;
i:boulder1_578;pos:1703.787,15,-602.4354;rot:0,203.7126,0;m:boulder1;scl:16.46367,12.1081,9.982451;t:rock3;til:32.92733,19.9649;;
i:boulder1_579;pos:2185.003,15,-1685.476;rot:0,176.4655,0;m:boulder1;scl:7.516861,23.78527,19.33256;t:lava1;til:15.03372,38.66512;;
i:boulder1_580;pos:-1250.893,15,-3141.82;rot:0,221.1163,0;m:boulder1;scl:6.498306,2.8099,11.14979;t:rock3;til:12.99661,22.29957;;
i:boulder1_581;pos:668.8436,15,447.6455;rot:0,201.4527,0;m:boulder1;scl:16.04206,20.78057,10.15961;t:lava1;til:32.08411,20.31922;;
i:boulder1_582;pos:3161.595,15,702.7802;rot:0,223.7179,0;m:boulder1;scl:11.70827,8.603351,10.04746;t:rock3;til:23.41655,20.09491;;
i:boulder1_583;pos:1658.864,15,817.5298;rot:0,131.388,0;m:boulder1;scl:8.032777,10.83099,11.21754;t:lava1;til:16.06555,22.43507;;
i:boulder1_584;pos:-197.6379,15,1491.623;rot:0,191.1244,0;m:boulder1;scl:12.46727,23.61269,16.28422;t:lava1;til:24.93454,32.56844;;
i:boulder1_585;pos:2045.839,15,3315.897;rot:0,148.9938,0;m:boulder1;scl:5.862453,23.15424,5.407422;t:rock3;til:11.72491,10.81484;;
i:boulder1_586;pos:1579.76,15,-2924.284;rot:0,208.688,0;m:boulder1;scl:13.81542,27.69536,7.828608;t:lava1;til:27.63085,15.65722;;
i:boulder1_587;pos:2341.014,15,2956.755;rot:0,264.053,0;m:boulder1;scl:6.952879,18.26176,10.8243;t:rock3;til:13.90576,21.64861;;
i:boulder1_588;pos:292.6115,15,-203.0091;rot:0,130.3466,0;m:boulder1;scl:11.42537,25.33409,8.141271;t:lava1;til:22.85073,16.28254;;
i:boulder1_589;pos:-2085.391,15,3353.984;rot:0,216.1276,0;m:boulder1;scl:5.915555,24.85528,17.60125;t:rock3;til:11.83111,35.20249;;
i:boulder1_590;pos:2065.126,15,-2132.023;rot:0,138.6815,0;m:boulder1;scl:7.534257,20.42656,6.515702;t:lava1;til:15.06851,13.0314;;
i:boulder1_591;pos:216.9256,15,516.4952;rot:0,231.1479,0;m:boulder1;scl:13.4753,12.77807,5.813471;t:rock3;til:26.95059,11.62694;;
i:boulder1_592;pos:-3003.876,15,760.8875;rot:0,123.9442,0;m:boulder1;scl:12.56249,25.61287,18.52458;t:lava1;til:25.12497,37.04916;;
i:boulder1_593;pos:-175.6645,15,-826.3192;rot:0,122.4183,0;m:boulder1;scl:19.17371,18.66622,19.88189;t:rock3;til:38.34742,39.76379;;
i:boulder1_594;pos:-729.1483,15,-3808.344;rot:0,256.2182,0;m:boulder1;scl:17.14209,14.34901,18.05902;t:lava1;til:34.28419,36.11805;;
i:boulder1_595;pos:3700.43,15,95.09567;rot:0,180.7169,0;m:boulder1;scl:15.14847,1.660237,11.31458;t:rock3;til:30.29695,22.62917;;
i:boulder1_596;pos:2703.33,15,2273.629;rot:0,217.8512,0;m:boulder1;scl:5.986969,24.30302,7.301706;t:lava1;til:11.97394,14.60341;;
i:boulder1_597;pos:1847.591,15,2193.548;rot:0,268.1126,0;m:boulder1;scl:13.7907,1.721305,5.702231;t:rock3;til:27.58141,11.40446;;
i:boulder1_598;pos:872.9514,15,2704.55;rot:0,209.7032,0;m:boulder1;scl:12.2338,8.690969,18.03797;t:lava1;til:24.4676,36.07593;;
i:boulder1_599;pos:-330.9427,15,1449.141;rot:0,139.5289,0;m:boulder1;scl:10.39766,16.82446,6.047853;t:rock3;til:20.79531,12.09571;;
i:boulder1_600;pos:-73.36649,15,-2886.441;rot:0,226.8043,0;m:boulder1;scl:15.76235,2.647938,11.58147;t:lava1;til:31.5247,23.16294;;
i:boulder1_601;pos:-3569.567,15,-3768.548;rot:0,213.2473,0;m:boulder1;scl:6.594897,26.95105,19.95148;t:rock3;til:13.18979,39.90295;;
i:boulder1_602;pos:1443.77,15,-882.2291;rot:0,177.9474,0;m:boulder1;scl:16.32771,14.88269,6.439711;t:lava1;til:32.65541,12.87942;;
i:boulder1_603;pos:-237.1898,15,-1982.849;rot:0,159.1691,0;m:boulder1;scl:8.904843,9.589282,15.16129;t:rock3;til:17.80969,30.32258;;
i:boulder1_604;pos:1930.113,15,-2186.712;rot:0,230.9998,0;m:boulder1;scl:7.941221,2.401898,7.990661;t:lava1;til:15.88244,15.98132;;
i:boulder1_605;pos:456.679,15,3437.727;rot:0,237.941,0;m:boulder1;scl:6.752373,28.35472,14.34965;t:rock3;til:13.50475,28.6993;;
i:boulder1_606;pos:-3414.777,15,38.20918;rot:0,127.129,0;m:boulder1;scl:11.38691,1.259316,12.74606;t:lava1;til:22.77383,25.49211;;
i:boulder1_607;pos:695.2117,15,281.3806;rot:0,185.4968,0;m:boulder1;scl:5.286569,13.95694,11.59749;t:rock3;til:10.57314,23.19498;;
i:boulder1_608;pos:14.52681,15,-1976.745;rot:0,227.7142,0;m:boulder1;scl:19.65575,3.019654,6.046937;t:lava1;til:39.3115,12.09387;;
i:boulder1_609;pos:1951.109,15,-3917.722;rot:0,105.9035,0;m:boulder1;scl:11.80578,16.76339,10.35829;t:lava1;til:23.61156,20.71657;;
i:boulder1_610;pos:-3432.112,15,-882.7173;rot:0,236.7241,0;m:boulder1;scl:17.35313,26.52888,16.11393;t:lava1;til:34.70626,32.22785;;
i:boulder1_611;pos:731.3456,15,1765.557;rot:0,123.8407,0;m:boulder1;scl:12.65999,23.73129,18.36345;t:rock3;til:25.31999,36.72689;;
i:boulder1_612;pos:601.9471,15,3992.92;rot:0,100.6843,0;m:boulder1;scl:17.62093,2.735557,15.22446;t:lava1;til:35.24186,30.44893;;
i:boulder1_613;pos:-2096.866,15,-1365.642;rot:0,249.2487,0;m:boulder1;scl:15.55635,25.06769,6.597186;t:rock3;til:31.11271,13.19437;;
i:boulder1_614;pos:-2727.012,15,-781.3959;rot:0,268.3937,0;m:boulder1;scl:19.41405,16.98288,10.75426;t:lava1;til:38.82809,21.50853;;
i:boulder1_615;pos:2879.116,15,1891.293;rot:0,180.9197,0;m:boulder1;scl:11.80578,20.30088,11.75314;t:lava1;til:23.61156,23.50627;;
i:boulder1_616;pos:824.1218,15,3045.625;rot:0,240.6717,0;m:boulder1;scl:6.072573,26.82006,13.07108;t:rock3;til:12.14515,26.14215;;
i:boulder1_617;pos:-43.58043,15,-3504.379;rot:0,226.202,0;m:boulder1;scl:15.59343,9.076845,11.7362;t:lava1;til:31.18686,23.4724;;
i:boulder1_618;pos:-1190.344,15,-3348.369;rot:0,130.982,0;m:boulder1;scl:16.44536,23.76846,13.62041;t:rock3;til:32.89071,27.24082;;
i:boulder1_619;pos:-3959.227,15,924.955;rot:0,101.678,0;m:boulder1;scl:19.00983,6.081881,19.62233;t:lava1;til:38.01965,39.24467;;
i:boulder1_620;pos:-655.1714,15,3095.431;rot:0,128.909,0;m:boulder1;scl:8.370159,1.145146,18.26823;t:rock3;til:16.74032,36.53645;;
i:boulder1_621;pos:-672.5059,15,3970.946;rot:0,90.007,0;m:boulder1;scl:19.38475,24.93139,5.037538;t:lava1;til:38.76949,10.07508;;
i:boulder1_622;pos:-2963.103,15,2118.107;rot:0,109.3891,0;m:boulder1;scl:10.78356,1.173467,6.132084;t:rock3;til:21.56713,12.26417;;
i:boulder1_623;pos:309.7018,15,-2980.194;rot:0,122.6872,0;m:boulder1;scl:14.84268,26.71651,14.83169;t:rock3;til:29.68535,29.66338;;
i:boulder1_624;pos:-1142.003,15,-2904.019;rot:0,207.9581,0;m:boulder1;scl:11.89505,22.59667,8.691061;t:lava1;til:23.79009,17.38212;;
i:boulder1_625;pos:-439.1003,15,2060.976;rot:0,149.2148,0;m:boulder1;scl:11.32649,22.54003,16.57262;t:rock3;til:22.65297,33.14524;;
i:boulder1_626;pos:826.3192,15,2723.594;rot:0,264.6905,0;m:boulder1;scl:18.14646,2.905484,12.73644;t:lava1;til:36.29292,25.47289;;
i:boulder1_627;pos:-2344.676,15,653.2182;rot:0,169.6313,0;m:boulder1;scl:14.21323,16.8749,7.759942;t:rock3;til:28.42647,15.51988;;
i:boulder1_628;pos:1053.865,15,-657.6129;rot:0,184.9873,0;m:boulder1;scl:8.330333,2.303659,10.81652;t:lava1;til:16.66067,21.63305;;
i:boulder1_629;pos:1915.952,15,-2852.504;rot:0,260.8164,0;m:boulder1;scl:5.833155,10.89471,18.74294;t:rock3;til:11.66631,37.48589;;
i:boulder1_630;pos:-350.3295,15,288.6044;rot:0,181.4023,0;m:boulder1;scl:15.83148,22.3347,6.747337;t:lava1;til:31.66295,13.49467;;
i:boulder1_631;pos:2108.341,15,-525.7729;rot:0,97.9023,0;m:boulder1;scl:9.596545,8.33784,5.67568;t:rock3;til:19.19309,11.35136;;
i:boulder1_632;pos:-635.8837,15,3058.809;rot:0,265.3026,0;m:boulder1;scl:5.678884,13.9826,12.68242;t:lava1;til:11.35777,25.36485;;
i:boulder1_633;pos:-1133.702,15,-22.5837;rot:0,212.2558,0;m:boulder1;scl:6.833399,17.70684,9.930265;t:rock3;til:13.6668,19.86053;;
i:boulder1_634;pos:843.1654,15,2215.766;rot:0,227.0691,0;m:boulder1;scl:8.059328,21.18149,16.96264;t:lava1;til:16.11866,33.92529;;
i:boulder1_635;pos:-1014.557,15,2841.517;rot:0,138.5896,0;m:boulder1;scl:12.69204,27.09443,14.13816;t:lava1;til:25.38408,28.27631;;
i:boulder1_636;pos:-999.6643,15,3967.772;rot:0,118.643,0;m:boulder1;scl:16.05853,22.51701,18.98099;t:rock3;til:32.11707,37.96198;;
i:boulder1_637;pos:-2972.381,15,-3066.622;rot:0,214.3359,0;m:boulder1;scl:18.17621,5.552629,14.15555;t:lava1;til:36.35243,28.31111;;
i:boulder1_638;pos:1801.935,15,-1326.09;rot:0,232.7532,0;m:boulder1;scl:10.75243,15.29423,11.26698;t:lava1;til:21.50487,22.53395;;
i:boulder1_639;pos:-1474.776,15,724.5094;rot:0,142.4182,0;m:boulder1;scl:16.36982,17.59444,5.751213;t:rock3;til:32.73965,11.50243;;
i:boulder1_640;pos:-1280.679,15,-1921.323;rot:0,230.1478,0;m:boulder1;scl:16.72506,13.97375,8.595386;t:lava1;til:33.45012,17.19077;;
i:boulder1_641;pos:-844.3861,15,-2347.85;rot:0,118.9124,0;m:boulder1;scl:16.7983,19.80969,13.70373;t:rock3;til:33.59661,27.40745;;
i:boulder1_642;pos:397.1068,15,3847.407;rot:0,209.4678,0;m:boulder1;scl:7.265542,13.56841,16.30528;t:lava1;til:14.53108,32.61055;;
i:boulder1_643;pos:203.9857,15,3041.963;rot:0,216.6389,0;m:boulder1;scl:13.98755,24.42161,10.67186;t:rock3;til:27.9751,21.34373;;
i:boulder1_644;pos:639.0576,15,2537.065;rot:0,208.0832,0;m:boulder1;scl:6.383404,10.19288,10.70986;t:lava1;til:12.76681,21.41972;;
i:boulder1_645;pos:-137.5774,15,1719.901;rot:0,252.3298,0;m:boulder1;scl:8.145848,29.52562,12.13721;t:lava1;til:16.2917,24.27442;;
i:boulder1_646;pos:-678.3654,15,-576.5557;rot:0,125.669,0;m:boulder1;scl:19.51018,3.049745,10.62014;t:lava1;til:39.02036,21.24027;;
i:boulder1_647;pos:1838.801,15,-2000.916;rot:0,236.9243,0;m:boulder1;scl:15.79028,19.86367,18.12906;t:rock3;til:31.58055,36.25813;;
i:boulder1_648;pos:-973.2963,15,-3375.225;rot:0,168.2593,0;m:boulder1;scl:16.86926,18.12723,7.165288;t:rock3;til:33.73852,14.33058;;
i:boulder1_649;pos:1392.499,15,705.71;rot:0,235.0429,0;m:boulder1;scl:10.25071,7.012055,14.71496;t:lava1;til:20.50142,29.42991;;
i:boulder1_650;pos:-1148.35,15,735.252;rot:0,106.2294,0;m:boulder1;scl:6.071658,9.630878,8.656728;t:lava1;til:12.14332,17.31346;;
i:boulder1_651;pos:2441.115,15,-479.873;rot:0,234.3365,0;m:boulder1;scl:12.01819,5.279153,6.539506;t:rock3;til:24.03638,13.07901;;
i:boulder1_652;pos:-1121.982,15,560.9302;rot:0,134.4862,0;m:boulder1;scl:11.50868,7.953734,19.32752;t:rock3;til:23.01736,38.65505;;
i:boulder1_653;pos:-3271.706,15,-2529.984;rot:0,141.3808,0;m:boulder1;scl:10.23377,16.5501,11.901;t:lava1;til:20.46754,23.802;;
i:boulder1_654;pos:-3723.136,15,1190.1;rot:0,103.3975,0;m:boulder1;scl:12.96579,26.45985,10.97949;t:rock3;til:25.93158,21.95898;;
i:boulder1_655;pos:-1467.94,15,855.6169;rot:0,212.5912,0;m:boulder1;scl:18.26685,28.44676,5.027467;t:lava1;til:36.53371,10.05493;;
i:boulder1_656;pos:-3533.921,15,-1121.738;rot:0,131.7895,0;m:boulder1;scl:13.72158,18.40513,6.483657;t:rock3;til:27.44316,12.96731;;
i:boulder1_657;pos:2359.325,15,1263.1;rot:0,163.8975,0;m:boulder1;scl:10.23835,5.080019,6.452528;t:lava1;til:20.4767,12.90506;;
i:boulder1_658;pos:-3786.126,15,-1784.844;rot:0,261.4541,0;m:boulder1;scl:13.67855,8.978606,15.61495;t:rock3;til:27.3571,31.2299;;
i:boulder1_659;pos:185.1863,15,2645.955;rot:0,237.6837,0;m:boulder1;scl:11.98615,10.28581,7.175359;t:lava1;til:23.97229,14.35072;;
i:boulder1_660;pos:-744.2854,15,676.1681;rot:0,90.95561,0;m:boulder1;scl:5.878475,6.53148,9.096194;t:rock3;til:11.75695,18.19239;;
i:boulder1_661;pos:-1679.373,15,1068.026;rot:0,98.32132,0;m:boulder1;scl:6.155889,1.25135,9.794763;t:lava1;til:12.31178,19.58953;;
i:boulder1_662;pos:605.121,15,-902.7375;rot:0,261.5384,0;m:boulder1;scl:11.75405,13.35334,7.001862;t:rock3;til:23.5081,14.00372;;
i:boulder1_663;pos:2388.867,15,-563.1276;rot:0,235.8158,0;m:boulder1;scl:6.276742,17.86969,13.92025;t:lava1;til:12.55348,27.84051;;
i:boulder1_664;pos:1904.477,15,3007.05;rot:0,249.2203,0;m:boulder1;scl:9.43495,10.53185,15.7033;t:rock3;til:18.8699,31.4066;;
i:boulder1_665;pos:-1341.227,15,-1834.162;rot:0,269.4307,0;m:boulder1;scl:18.01599,1.310648,12.72683;t:rock3;til:36.03198,25.45366;;
i:boulder1_666;pos:-415.6621,15,-1037.263;rot:0,225.9118,0;m:boulder1;scl:13.32514,21.36558,12.64992;t:lava1;til:26.65029,25.29984;;
i:boulder1_667;pos:2888.394,15,-1499.435;rot:0,225.7694,0;m:boulder1;scl:11.36677,17.33424,11.20563;t:rock3;til:22.73354,22.41127;;
i:boulder1_668;pos:-2927.946,15,2063.662;rot:0,247.8638,0;m:boulder1;scl:16.33457,24.57826,16.61885;t:rock3;til:32.66915,33.23771;;
i:boulder1_669;pos:-1794.855,15,-268.685;rot:0,197.2733,0;m:boulder1;scl:11.31092,15.92172,12.56661;t:rock3;til:22.62185,25.13321;;
i:boulder1_670;pos:-2059.511,15,-1421.796;rot:0,213.1124,0;m:boulder1;scl:13.86074,14.36229,16.29063;t:lava1;til:27.72149,32.58126;;
i:boulder1_671;pos:-1576.586,15,808.9846;rot:0,92.07194,0;m:boulder1;scl:11.39927,10.02207,17.32017;t:lava1;til:22.79855,34.64034;;
i:boulder1_672;pos:-684.225,15,3503.403;rot:0,227.6733,0;m:boulder1;scl:18.65184,16.83773,17.15903;t:lava1;til:37.30369,34.31807;;
i:boulder1_673;pos:2214.057,15,2055.116;rot:0,117.8906,0;m:boulder1;scl:15.33525,9.758324,15.23911;t:rock3;til:30.67049,30.47823;;
i:boulder1_674;pos:-3237.281,15,-760.3992;rot:0,110.7797,0;m:boulder1;scl:19.95971,16.02969,10.41826;t:rock3;til:39.91943,20.83651;;
i:boulder1_675;pos:2762.902,15,-1500.168;rot:0,137.3463,0;m:boulder1;scl:17.60491,10.73806,8.742332;t:lava1;til:35.20982,17.48466;;
i:boulder1_676;pos:-288.9492,15,-3153.294;rot:0,269.6316,0;m:boulder1;scl:9.836421,29.51234,11.31275;t:lava1;til:19.67284,22.62551;;
i:boulder1_677;pos:-88.50368,15,3510.483;rot:0,107.1206,0;m:boulder1;scl:6.856746,4.262246,6.58391;t:rock3;til:13.71349,13.16782;;
