i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_3;pos:0,20,0;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:2, t:1;;
i:spawnhuman_4;pos:0,20,0;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawntitan_6;pos:99999,2,99999;rot:0,180,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cuboid_201;pos:50,50,-645;rot:0,180,0;m:cuboid;scl:1.055,7.555,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_202;pos:50,50,-745;rot:0,180,0;m:cuboid;scl:1.055,7.555,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_203;pos:50,50,-845;rot:0,180,0;m:cuboid;scl:1.055,7.555,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_204;pos:-105,50,-800;rot:0,180,0;m:cuboid;scl:1.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_205;pos:-105,50,-820;rot:0,180,0;m:cuboid;scl:1.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_206;pos:-105,50,-840;rot:0,180,0;m:cuboid;scl:1.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_207;pos:-105,50,-860;rot:0,180,0;m:cuboid;scl:1.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_208;pos:-105,50,-880;rot:0,180,0;m:cuboid;scl:1.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_209;pos:-300,50,-790;rot:0,180,0;m:cuboid;scl:1.055,7.555,5.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_210;pos:-350,50,-840;rot:0,180,0;m:cuboid;scl:1.055,7.555,5.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_211;pos:-425,50,-855;rot:0,180,0;m:cuboid;scl:1.055,7.555,6.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_212;pos:-400,50,-790;rot:0,180,0;m:cuboid;scl:1.055,7.555,7.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_213;pos:-110,50,-225;rot:0,90,0;m:cuboid;scl:12.48,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_214;pos:-90,50,235;rot:0,90,0;m:cuboid;scl:12.48,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_215;pos:-1000,31.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_216;pos:-1000,68.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_217;pos:-1000,68.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_218;pos:-1100,31.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_219;pos:-1100,31.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_220;pos:-1100,68.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_221;pos:-500,31.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_222;pos:-500,31.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_223;pos:-500,68.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_224;pos:-600,31.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_225;pos:-600,68.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_226;pos:-600,68.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_227;pos:-700,31.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_228;pos:-700,31.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_229;pos:-700,68.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_230;pos:-800,31.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_231;pos:-800,31.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_232;pos:-800,68.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_233;pos:-900,31.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_234;pos:-900,68.5,-790;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_235;pos:-900,68.5,-850;rot:0,180,0;m:cuboid;scl:1,3.75,7;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_236;pos:-1350,50,-562.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_237;pos:-1350,50,-637.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_238;pos:-1350,50,-712.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_239;pos:-1350,50,-855;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_240;pos:-1420,50,-787.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_241;pos:-1490,50,-637.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_242;pos:-1490,50,-712.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_243;pos:-1560,50,-787.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_244;pos:-1630,50,-562.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_245;pos:-1630,50,-637.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_246;pos:-1630,50,-712.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_247;pos:-1700,50,-562.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_248;pos:-1700,50,-637.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_249;pos:-1700,50,-712.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_250;pos:-1700,50,-787.5;rot:0,180,0;m:cuboid;scl:1,7.5,6;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_251;pos:-400,50,30;rot:0,180,0;m:cuboid;scl:19.76,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_252;pos:-205,50,-840;rot:0,180,0;m:cuboid;scl:2.055,2.055,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_253;pos:-205,50,-840;rot:0,180,0;m:cuboid;scl:2.055,7.555,2.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_254;pos:-33,50,395;rot:0,90,0;m:cuboid;scl:3.12,7.6875,2.86;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_255;pos:-35,50,295.4423;rot:0,90,0;m:cuboid;scl:3.12,7.6875,2.86;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_256;pos:-90,50,295.4423;rot:0,90,0;m:cuboid;scl:3.12,7.6875,2.86;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_257;pos:-93,50,390;rot:0,90,0;m:cuboid;scl:3.12,7.6875,2.86;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_258;pos:0,50,200;rot:0,180,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_259;pos:0,50,-200;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_260;pos:100,50,173.2051;rot:0,210,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_261;pos:-100,50,173.2051;rot:0,150,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_262;pos:100,50,-173.2051;rot:0,330,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_263;pos:-100,50,-173.2051;rot:0,30,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_264;pos:128.5575,50,153.2089;rot:0,220,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_265;pos:-128.5575,50,153.2089;rot:0,140,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_266;pos:128.5575,50,-153.2089;rot:0,320,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_267;pos:-128.5575,50,-153.2089;rot:0,40,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_268;pos:153.2089,50,128.5575;rot:0,230,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_269;pos:-153.2089,50,128.5575;rot:0,130,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_270;pos:153.2089,50,-128.5575;rot:0,310,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_271;pos:-153.2089,50,-128.5575;rot:0,50,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_272;pos:173.2051,50,100;rot:0,240,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_273;pos:-173.2051,50,100;rot:0,120,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_274;pos:173.2051,50,-100;rot:0,300,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_275;pos:-173.2051,50,-100;rot:0,60,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_276;pos:187.9385,50,68.40403;rot:0,250,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_277;pos:-187.9385,50,68.40403;rot:0,110,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_278;pos:187.9385,50,-68.40403;rot:0,290,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_279;pos:-187.9385,50,-68.40403;rot:0,70,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_280;pos:196.9615,50,34.72964;rot:0,260,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_281;pos:-196.9615,50,34.72964;rot:0,100,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_282;pos:196.9615,50,-34.72964;rot:0,280,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_283;pos:-196.9615,50,-34.72964;rot:0,80,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_284;pos:200,50,0;rot:0,270,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_285;pos:-200,50,0;rot:0,90,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_286;pos:34.72964,50,196.9615;rot:0,190,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_287;pos:-34.72964,50,196.9615;rot:0,170,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_288;pos:34.72964,50,-196.9615;rot:0,350,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_289;pos:-34.72964,50,-196.9615;rot:0,10,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_290;pos:68.40403,50,187.9385;rot:0,200,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_291;pos:68.40403,50,-187.9385;rot:0,340,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_292;pos:-68.40403,50,-187.9385;rot:0,20,0;m:cuboid;scl:3.952,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_293;pos:0,5,0;rot:0,180,0;m:cuboid;scl:501,1.65,501;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_294;pos:0,95,0;rot:0,180,0;m:cuboid;scl:501,1.65,501;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_295;pos:-1250,31.5,-780;rot:0,180,0;m:cuboid;scl:5,3.75,6.75;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_296;pos:-1250,31.5,-860;rot:0,180,0;m:cuboid;scl:5,3.75,6.75;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_297;pos:-1250,68.5,-780;rot:0,180,0;m:cuboid;scl:5,3.75,6.75;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_298;pos:-1250,68.5,-860;rot:0,180,0;m:cuboid;scl:5,3.75,6.75;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_299;pos:0,50,-300;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_300;pos:102.606,50,281.9078;rot:0,200,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_301;pos:102.606,50,-281.9078;rot:0,340,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_302;pos:-102.606,50,-281.9078;rot:0,20,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_303;pos:150,50,259.8076;rot:0,210,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_304;pos:-150,50,259.8076;rot:0,150,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_305;pos:150,50,-259.8076;rot:0,330,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_306;pos:192.8363,50,229.8133;rot:0,220,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_307;pos:-192.8363,50,229.8133;rot:0,140,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_308;pos:192.8363,50,-229.8133;rot:0,320,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_309;pos:-192.8363,50,-229.8133;rot:0,40,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_310;pos:229.8133,50,192.8363;rot:0,230,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_311;pos:-229.8133,50,192.8363;rot:0,130,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_312;pos:229.8133,50,-192.8363;rot:0,310,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_313;pos:-229.8133,50,-192.8363;rot:0,50,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_314;pos:259.8076,50,150;rot:0,240,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_315;pos:-259.8076,50,150;rot:0,120,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_316;pos:259.8076,50,-150;rot:0,300,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_317;pos:-259.8076,50,-150;rot:0,60,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_318;pos:281.9078,50,102.606;rot:0,250,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_319;pos:-281.9078,50,102.606;rot:0,110,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_320;pos:281.9078,50,-102.606;rot:0,290,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_321;pos:-281.9078,50,-102.606;rot:0,70,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_322;pos:295.4423,50,52.09445;rot:0,260,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_323;pos:-295.4423,50,52.09445;rot:0,100,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_324;pos:-295.4423,50,-52.09445;rot:0,80,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_325;pos:-300,50,0;rot:0,90,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_326;pos:52.09445,50,295.4423;rot:0,190,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_327;pos:52.09445,50,-295.4423;rot:0,350,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_328;pos:-52.09445,50,-295.4423;rot:0,10,0;m:cuboid;scl:5.72,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_329;pos:-800,50,-820;rot:0,180,0;m:cuboid;scl:65.1,1.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_330;pos:-1382.5,50,-525;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_331;pos:-1382.5,50,-675;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_332;pos:-1382.5,50,-820;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_333;pos:-1452.5,50,-525;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_334;pos:-1452.5,50,-600;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_335;pos:-1452.5,50,-750;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_336;pos:-1452.5,50,-820;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_337;pos:-1522.5,50,-525;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_338;pos:-1522.5,50,-600;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_339;pos:-1522.5,50,-750;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_340;pos:-1522.5,50,-820;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_341;pos:-1592.5,50,-525;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_342;pos:-1592.5,50,-675;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_343;pos:-1592.5,50,-820;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_344;pos:-1662.5,50,-820;rot:0,180,0;m:cuboid;scl:6,7.5,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_345;pos:0,50,400;rot:0,180,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_346;pos:136.8081,50,375.877;rot:0,200,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_347;pos:-136.8081,50,375.877;rot:0,160,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_348;pos:136.8081,50,-375.877;rot:0,340,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_349;pos:-136.8081,50,-375.877;rot:0,20,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_350;pos:200,50,346.4102;rot:0,210,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_351;pos:-200,50,346.4102;rot:0,150,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_352;pos:200,50,-346.4102;rot:0,330,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_353;pos:-200,50,-346.4102;rot:0,30,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_354;pos:257.1151,50,306.4178;rot:0,220,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_355;pos:-257.1151,50,306.4178;rot:0,140,0;m:cuboid;scl:7.488,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
