i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tower1_589;pos:153.3138,255.2144,-622.0118;rot:2.50129E-08,180.0516,269.92;m:tower1;scl:3,0.45,8;;
i:tower1_590;pos:208.1199,258.4714,-621.9137;rot:1.000516E-08,179.8949,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_591;pos:263.0329,261.188,-621.8864;rot:-2.001032E-08,180.1166,270.12;m:tower1;scl:3,0.45,8;;
i:tower1_592;pos:317.9305,264.1027,-621.9333;rot:-3.335053E-08,179.9333,269.96;m:tower1;scl:3,0.45,8;;
i:tower1_593;pos:372.6532,266.7497,-621.9991;rot:3.751935E-09,180.0095,270.16;m:tower1;scl:3,0.45,8;;
i:tower1_594;pos:428.0932,269.6424,-622.0864;rot:2.334537E-08,180.0529,270.0399;m:tower1;scl:3,0.45,8;;
i:tower1_595;pos:482.2449,272.7014,-621.9651;rot:1.459086E-09,180.0059,270.04;m:tower1;scl:3,0.45,8;;
i:tower1_596;pos:537.1987,275.8835,-622.0236;rot:-1.500774E-08,179.9511,270.12;m:tower1;scl:3,0.45,8;;
i:tower1_597;pos:621.7745,279.6851,-622.1044;rot:-3.001548E-08,179.9498,269.8;m:tower1;scl:3,1,8;;
i:tower1_598;pos:-681.1797,114.602,107.6469;rot:0,99.3589,0;m:tower1;scl:1,2.5,10;;
i:tower1_599;pos:-648.2849,114.7508,-118.1407;rot:0,270.5066,0;m:tower1;scl:1,2.5,10;;
i:tower1_600;pos:-647.6387,114.848,-228.3526;rot:0,269.7556,0;m:tower1;scl:1,2.5,10;;
i:tower1_601;pos:-647.8665,114.876,-283.1372;rot:0,269.5673,0;m:tower1;scl:1,2.5,10;;
i:tower1_602;pos:-648.6413,114.9241,-337.7555;rot:0,270.3654,0;m:tower1;scl:1,2.5,10;;
i:tower1_603;pos:-648.0128,115.0598,-392.5392;rot:0,270.0855,0;m:tower1;scl:1,2.5,10;;
i:tower1_604;pos:-648.4232,115.0297,-447.2947;rot:0,269.9186,0;m:tower1;scl:1,2.5,10;;
i:tower1_605;pos:-648.5829,115.0008,-501.7607;rot:0,269.9221,0;m:tower1;scl:1,2.5,10;;
i:tower1_606;pos:-648.4661,114.9366,-556.7519;rot:0,270.1406,0;m:tower1;scl:1,2.5,10;;
i:tower1_607;pos:-668.7977,114.7806,164.6086;rot:0,103.4856,0;m:tower1;scl:1,2.5,10;;
i:tower1_608;pos:-653.3989,114.659,220.8829;rot:0,110.5907,0;m:tower1;scl:1,2.5,10;;
i:tower1_609;pos:-633.1021,114.8153,276.4557;rot:0,111.777,0;m:tower1;scl:1,2.5,10;;
i:tower1_610;pos:-609.2557,114.8506,329.9168;rot:0,117.22,0;m:tower1;scl:1,2.5,10;;
i:tower1_611;pos:-580.5103,114.7604,381.9633;rot:0,122.1209,0;m:tower1;scl:1,2.5,10;;
i:tower1_612;pos:-546.302,114.0439,430.4934;rot:0,128.0159,0;m:tower1;scl:1,2.5,10;;
i:tower1_613;pos:-507.5203,114.3658,475.4525;rot:0,133.0874,0;m:tower1;scl:1,2.5,10;;
i:tower1_614;pos:-465.6471,114.5908,517.5789;rot:0,137.4118,0;m:tower1;scl:1,2.5,10;;
i:tower1_615;pos:-419.5919,114.4398,554.3531;rot:0,143.6443,0;m:tower1;scl:1,2.5,10;;
i:tower1_616;pos:-370.4505,114.4021,587.0394;rot:0,148.4194,0;m:tower1;scl:1,2.5,10;;
i:tower1_617;pos:-319.0608,114.7679,615.7673;rot:0,154.1596,0;m:tower1;scl:1,2.5,10;;
i:tower1_618;pos:-265.7615,114.5128,639.857;rot:0,159.1517,0;m:tower1;scl:1,2.5,10;;
i:tower1_619;pos:-209.2515,114.5238,660.2413;rot:0,163.955,0;m:tower1;scl:1,2.5,10;;
i:tower1_620;pos:-151.2529,113.102,672.7408;rot:0,170.2404,0;m:tower1;scl:1,2.5,10;;
i:tower1_621;pos:-92.70869,113.1952,680.431;rot:0,174.2036,0;m:tower1;scl:1,2.5,10;;
i:tower1_622;pos:-36.58901,113.1728,683.7013;rot:0,178.1346,0;m:tower1;scl:1,2.5,10;;
i:tower1_623;pos:18.15947,113.1361,685.2413;rot:0,181.5326,0;m:tower1;scl:1,2.5,10;;
i:tower1_624;pos:191.5657,114.3137,664.2727;rot:0,196.6783,0;m:tower1;scl:1,2.5,10;;
i:tower1_625;pos:248.5216,114.225,644.6137;rot:0,201.6709,0;m:tower1;scl:1,2.5,10;;
i:tower1_626;pos:303.3403,114.3312,620.0912;rot:0,208.1616,0;m:tower1;scl:1,2.5,10;;
i:tower1_627;pos:353.9503,113.9365,588.7294;rot:0,213.4027,0;m:tower1;scl:1,2.5,10;;
i:tower1_628;pos:401.5437,113.53,554.2622;rot:0,218.392,0;m:tower1;scl:1,2.5,10;;
i:tower1_629;pos:446.15,113.5086,516.1778;rot:0,223.1301,0;m:tower1;scl:1,2.5,10;;
i:tower1_630;pos:487.6415,113.5336,474.9214;rot:0,227.869,0;m:tower1;scl:1,2.5,10;;
i:tower1_631;pos:525.5922,113.6428,429.455;rot:0,233.6072,0;m:tower1;scl:1,2.5,10;;
i:tower1_632;pos:559.024,113.0456,380.6014;rot:0,237.8431,0;m:tower1;scl:1,2.5,10;;
i:tower1_633;pos:588.5744,112.9811,329.8138;rot:0,243.0802,0;m:tower1;scl:1,2.5,10;;
i:tower1_634;pos:613.8936,112.8835,276.4273;rot:0,248.5682,0;m:tower1;scl:1,2.5,10;;
i:tower1_635;pos:632.8732,112.904,220.6892;rot:0,251.8075,0;m:tower1;scl:1,2.5,10;;
i:tower1_636;pos:649.4269,113.1704,164.3392;rot:0,256.7968,0;m:tower1;scl:1,2.5,10;;
i:tower1_637;pos:660.1323,115.257,106.1241;rot:0,261.3535,0;m:tower1;scl:1,2.5,10;;
i:tower1_638;pos:664.873,117.7842,48.22881;rot:0,266.0273,0;m:tower1;scl:1,2.5,10;;
i:tower1_639;pos:668.2622,119.6964,-8.800672;rot:0,267.7545,0;m:tower1;scl:1,2.5,10;;
i:tower1_640;pos:668.5098,122.3237,-64.59737;rot:0,269.9413,0;m:tower1;scl:1,2.5,10;;
i:tower1_641;pos:668.6703,125.0866,-119.1649;rot:0,270.749,0;m:tower1;scl:1,2.5,10;;
i:tower1_642;pos:668.2712,127.5119,-173.9634;rot:0,269.9924,0;m:tower1;scl:1,2.5,10;;
i:tower1_643;pos:668.7065,130.3036,-228.2405;rot:0,270.4846,0;m:tower1;scl:1,2.5,10;;
i:tower1_644;pos:667.8794,132.6826,-282.8441;rot:0,270.4789,0;m:tower1;scl:1,2.5,10;;
i:tower1_645;pos:667.898,135.5209,-337.5783;rot:0,270.2243,0;m:tower1;scl:1,2.5,10;;
i:tower1_646;pos:668.3907,138.5781,-392.7334;rot:0,269.9718,0;m:tower1;scl:1,2.5,10;;
i:tower1_647;pos:668.7126,141.2977,-447.555;rot:0,269.9674,0;m:tower1;scl:1,2.5,10;;
i:tower1_648;pos:668.3604,144.2327,-502.2615;rot:0,269.9643,0;m:tower1;scl:1,2.5,10;;
i:tower1_649;pos:668.5321,147.5515,-557.004;rot:0,269.9607,0;m:tower1;scl:1,2.5,10;;
i:tower1_650;pos:-652.8654,250.9571,-529.0526;rot:0.120027,269.8908,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_651;pos:-652.8558,250.7313,-587.1683;rot:0.1600094,269.9769,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_652;pos:-652.8501,250.9854,-474.4529;rot:0.08000545,270.0352,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_653;pos:-652.8717,250.8974,-419.7383;rot:6.830189E-06,270.0229,270;m:tower1;scl:2,0.45,8;;
i:tower1_654;pos:-652.7523,250.858,-364.813;rot:-8.537737E-06,270.1476,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_655;pos:-652.7202,250.9004,-309.5524;rot:3.415095E-06,269.8685,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_656;pos:-652.8787,250.888,-255.068;rot:-2.732076E-05,269.9962,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_657;pos:-652.6371,250.7263,-200.5977;rot:-2.732076E-05,270.1163,269.88;m:tower1;scl:2,0.45,8;;
i:tower1_658;pos:-652.6832,250.8376,-145.5673;rot:8.537737E-06,269.9456,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_659;pos:-652.6561,250.6594,-90.7893;rot:-4.439623E-05,270.0864,270;m:tower1;scl:2,0.45,8;;
i:tower1_660;pos:-652.5316,250.6386,-36.42981;rot:-1.878302E-05,270.142,269.9601;m:tower1;scl:2,0.45,8;;
i:tower1_661;pos:-651.0012,250.8487,18.95592;rot:1.707547E-05,273.3436,270;m:tower1;scl:2,0.5,8;;
i:tower1_662;pos:-646.018,250.8538,74.27301;rot:6.830189E-06,277.2397,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_663;pos:-636.9778,250.7034,128.6517;rot:5.122642E-06,281.3173,269.84;m:tower1;scl:2,0.5,8;;
i:tower1_664;pos:-624.1545,250.6878,182.0629;rot:359.56,285.3236,269.92;m:tower1;scl:2,0.5,8;;
i:tower1_665;pos:-607.3694,250.6159,235.7383;rot:2.561321E-05,289.7879,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_666;pos:-586.0995,250.1945,287.9178;rot:0.0001690472,294.4588,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_667;pos:-561.167,250.2568,337.4196;rot:-0.0002322264,299.2136,269.96;m:tower1;scl:2,0.5,8;;
i:tower1_668;pos:-531.4822,250.2817,384.8443;rot:1.536793E-05,304.9211,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_669;pos:-497.2537,250.4347,429.0243;rot:-8.537737E-06,310.3905,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_670;pos:-458.7562,250.4454,470.4463;rot:1.707547E-06,315.1118,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_671;pos:-417.8815,250.5249,506.7996;rot:0.006693585,321.1262,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_672;pos:-373.9668,250.4811,539.0505;rot:-1.024528E-05,326.4692,270;m:tower1;scl:2,0.5,8;;
i:tower1_673;pos:-325.8921,250.5403,568.262;rot:5.976416E-06,331.1086,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_674;pos:-275.8355,250.6507,593.3157;rot:8.537737E-07,335.4713,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_675;pos:-224.4091,250.6579,613.7821;rot:-1.707547E-06,340.9928,270;m:tower1;scl:2,0.5,8;;
i:tower1_676;pos:-170.9109,250.6035,629.147;rot:-2.561321E-06,346.9263,270;m:tower1;scl:2,0.5,8;;
i:tower1_677;pos:-116.2737,250.6255,639.131;rot:-0.000222408,352.2055,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_678;pos:-61.6637,250.5102,644.6213;rot:1.280661E-06,356.708,270;m:tower1;scl:2,0.5,8;;
i:tower1_679;pos:628.5002,253.6437,17.21165;rot:1.195283E-05,86.65918,269.92;m:tower1;scl:2,0.5,8;;
i:tower1_680;pos:630.1715,283.1747,-584.9805;rot:-2.049057E-05,89.89738,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_681;pos:630.0291,280.2179,-530.3524;rot:0.0002083208,89.92526,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_682;pos:630.0934,277.1488,-475.0496;rot:8.537737E-06,89.70987,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_683;pos:630.0038,274.6919,-420.7422;rot:-0.0006710661,90.0478,270.16;m:tower1;scl:2,0.45,8;;
i:tower1_684;pos:630.0303,271.3026,-365.6186;rot:-8.537737E-06,90.08965,269.96;m:tower1;scl:2,0.45,8;;
i:tower1_685;pos:630.2114,268.5129,-310.4808;rot:0.0008196227,89.87646,270.2;m:tower1;scl:2,0.45,8;;
i:tower1_686;pos:630.1274,266.2998,-255.4106;rot:-1.366038E-05,89.96368,270;m:tower1;scl:2,0.45,8;;
i:tower1_687;pos:630.0024,263.2738,-201.2099;rot:1.024528E-05,89.8115,270;m:tower1;scl:2,0.45,8;;
i:tower1_688;pos:630.0562,260.7643,-146.915;rot:3.927359E-05,90.15923,269.88;m:tower1;scl:2,0.45,8;;
i:tower1_689;pos:630.0768,258.0384,-91.70818;rot:2.390566E-05,89.86646,270.04;m:tower1;scl:2,0.45,8;;
i:tower1_690;pos:630.1771,255.6803,-37.68981;rot:-3.415095E-06,90.09377,270.08;m:tower1;scl:2,0.45,8;;
i:tower1_691;pos:624.0591,251.0501,72.73684;rot:0,84.76803,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_692;pos:616.73,248.9108,127.7143;rot:6.830189E-06,79.7023,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_693;pos:604.2041,248.7301,181.5754;rot:-2.390566E-05,74.57603,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_694;pos:587.376,248.6681,234.7143;rot:1.707547E-06,70.31415,270;m:tower1;scl:2,0.5,8;;
i:tower1_695;pos:565.7509,248.7024,287.4547;rot:-2.049057E-05,65.70417,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_696;pos:540.713,248.7031,335.6215;rot:8.537737E-06,60.04729,270;m:tower1;scl:2,0.5,8;;
i:tower1_697;pos:510.8073,249.4761,383.1408;rot:0.0004115189,55.30196,269.8799;m:tower1;scl:2,0.5,8;;
i:tower1_698;pos:477.6251,249.4538,426.932;rot:-6.830189E-06,50.31994,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_699;pos:440.0238,249.3502,468.4062;rot:1.195283E-05,45.14462,270.32;m:tower1;scl:2,0.5,8;;
i:tower1_700;pos:399.4198,249.5124,506.0282;rot:2.219812E-05,40.42949,270.08;m:tower1;scl:2,0.5,8;;
i:tower1_701;pos:356.0456,249.735,540.7803;rot:1.536793E-05,36.15356,270.16;m:tower1;scl:2,0.5,8;;
i:tower1_702;pos:309.845,249.7178,571.4856;rot:-5.122642E-06,30.75247,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_703;pos:260.2773,249.922,597.6765;rot:-5.976416E-06,24.7684,270.2;m:tower1;scl:2,0.5,8;;
i:tower1_704;pos:208.7362,249.852,618.3521;rot:7.683963E-06,18.36053,269.96;m:tower1;scl:2,0.5,8;;
i:tower1_705;pos:154.8353,250.3373,632.871;rot:-2.561321E-06,11.71477,270.04;m:tower1;scl:2,0.5,8;;
i:tower1_706;pos:100.3526,250.3354,641.288;rot:1.920991E-06,5.120972,270.12;m:tower1;scl:2,0.5,8;;
i:tower1_707;pos:45.45304,250.2291,645.0487;rot:1.814269E-06,2.414172,270.08;m:tower1;scl:2,0.5,8;;
i:arch1_708;pos:-37.243,252.0792,-639.5541;rot:-3.415824E-08,180.2984,179.84;m:arch1;scl:0.52,3,0.869;;
i:arch1_709;pos:-92.42717,252.3475,-639.2502;rot:-2.436152E-09,180.1473,180.16;m:arch1;scl:0.52,3,0.869;;
i:arch1_710;pos:-146.9989,252.5882,-639.1323;rot:5.53671E-09,179.8073,179.88;m:arch1;scl:0.52,3,0.869;;
i:arch1_711;pos:-202.1191,252.1079,-638.9592;rot:-2.410097E-09,180.1573,180.12;m:arch1;scl:0.52,3,0.869;;
i:arch1_712;pos:-257.1149,252.5877,-638.8492;rot:6.774327E-10,180.1573,180.2;m:arch1;scl:0.52,3,0.869;;
i:arch1_713;pos:-312.259,252.3495,-639.1575;rot:-6.878548E-09,180.3173,179.84;m:arch1;scl:0.52,3,0.869;;
i:arch1_714;pos:-367.2972,252.4693,-639.2021;rot:2.944227E-08,180.0773,180.48;m:arch1;scl:0.52,3,0.869;;
i:arch1_715;pos:-421.5027,252.3448,-639.7259;rot:-7.107833E-08,180.2527,180.44;m:arch1;scl:0.5,3,0.87;;
i:arch1_716;pos:-476.0274,252.2525,-639.4709;rot:0.0003909588,179.9449,179.92;m:arch1;scl:0.5,3,0.87;;
i:arch1_717;pos:-531.1801,252.4691,-639.3734;rot:-3.225622E-08,179.8835,179.68;m:arch1;scl:0.5,3,0.87;;
i:arch1_718;pos:-585.809,252.5721,-638.9935;rot:1.928078E-09,179.8194,180.28;m:arch1;scl:0.5,3,0.87;;
i:arch1_719;pos:-670.3449,251.8146,-557.6774;rot:-5.60289E-06,270.1532,179.52;m:arch1;scl:0.5,3,0.87;;
i:arch1_720;pos:-670.8737,251.8047,-502.8135;rot:0.0004182357,269.9804,180.16;m:arch1;scl:0.5,3,0.87;;
i:arch1_721;pos:-670.2109,251.8145,-448.2585;rot:-4.850502E-05,270.0802,180.72;m:arch1;scl:0.5,3,0.87;;
i:arch1_722;pos:-669.8957,251.9355,-393.5117;rot:0.001141702,269.9174,180.2;m:arch1;scl:0.5,3,0.87;;
i:arch1_723;pos:-670.6262,251.8692,-338.5553;rot:0.001219002,270.2519,180.16;m:arch1;scl:0.5,3,0.87;;
i:arch1_724;pos:-669.6812,251.7699,-284.343;rot:0.01091604,269.6754,180.2;m:arch1;scl:0.5,3,0.87;;
i:arch1_725;pos:-669.643,251.6925,-229.5686;rot:-2.25533E-05,269.6208,180.0401;m:arch1;scl:0.5,3,0.875;;
i:arch1_726;pos:-670.2177,251.8369,-174.1453;rot:-3.920355E-06,270.0701,179.96;m:arch1;scl:0.5,3,0.875;;
i:arch1_727;pos:-670.418,251.7927,-118.9839;rot:-1.965014E-05,270.4261,180.12;m:arch1;scl:0.5,3,0.875;;
i:arch1_728;pos:-670.0163,251.7416,-64.91193;rot:-2.497955E-06,270.5891,180.04;m:arch1;scl:0.5,3,0.875;;
i:arch1_729;pos:-670.4797,251.9738,-9.830409;rot:-3.010886E-05,270.7922,179.8;m:arch1;scl:0.5,3,0.875;;
i:arch1_730;pos:-666.3213,251.6339,47.42947;rot:1.535459E-05,275.4048,180.12;m:arch1;scl:0.5,3,0.875;;
i:arch1_731;pos:-660.7811,251.6007,103.3049;rot:8.537737E-07,279.1188,180.32;m:arch1;scl:0.5,3,0.875;;
i:arch1_732;pos:-648.7166,251.6792,158.9766;rot:0.001194503,283.6729,179.84;m:arch1;scl:0.5,3,0.875;;
i:arch1_733;pos:-452.0545,251.4243,501.681;rot:-3.13105E-06,317.4095,180;m:arch1;scl:0.5,3,0.875;;
i:arch1_734;pos:-407.7634,251.4058,537.145;rot:1.440743E-06,323.7504,179.72;m:arch1;scl:0.5,3,0.875;;
i:arch1_735;pos:-360.1142,251.2411,568.8645;rot:2.665708E-05,328.4542,180.16;m:arch1;scl:0.5,3,0.875;;
i:arch1_736;pos:-310.6932,251.7779,596.5383;rot:-0.005373885,334.0775,180.32;m:arch1;scl:0.5,3,0.875;;
i:arch1_737;pos:-259.091,251.4642,620.0105;rot:359.9589,339.2601,180.1997;m:arch1;scl:0.5,3,0.875;;
i:arch1_738;pos:-204.2472,251.6032,640.0007;rot:5.87553E-06,343.9073,179.92;m:arch1;scl:0.5,3,0.875;;
i:arch1_739;pos:-148.4681,250.2121,651.9632;rot:1.747568E-06,350.184,180.68;m:arch1;scl:0.5,3,0.875;;
i:arch1_740;pos:-91.53036,250.9966,659.5703;rot:2.996545E-06,354.204,179.8401;m:arch1;scl:0.5,3,0.875;;
i:arch1_741;pos:-36.67752,250.1626,662.8908;rot:4.406439E-07,358.0714,180.04;m:arch1;scl:0.5,3,0.875;;
i:arch1_742;pos:16.91013,249.8264,664.4196;rot:-0.0004476001,1.450112,179.92;m:arch1;scl:0.5,3,0.875;;
i:arch1_743;pos:71.47137,249.8686,661.9406;rot:0.001175238,4.603152,180.28;m:arch1;scl:0.5,3,0.875;;
i:arch1_744;pos:129.2182,249.9882,655.5294;rot:-1.326517E-06,8.079086,179.88;m:arch1;scl:0.5,3,0.875;;
i:arch1_745;pos:184.8745,251.1982,644.5298;rot:-8.216063E-06,16.61031,180;m:arch1;scl:0.5,3,0.875;;
i:arch1_746;pos:240.0348,251.0621,625.4844;rot:-6.830821E-06,21.62677,180;m:arch1;scl:0.5,3,0.875;;
i:arch1_747;pos:292.8145,251.2925,602.0681;rot:2.040969E-05,28.27788,180.0399;m:arch1;scl:0.5,3,0.875;;
i:arch1_748;pos:341.9011,250.867,571.6668;rot:-4.135466E-06,33.51475,179.92;m:arch1;scl:0.5,3,0.875;;
i:arch1_749;pos:388.0616,250.4406,538.3353;rot:-1.500774E-05,38.58484,179.92;m:arch1;scl:0.5,3,0.875;;
i:arch1_750;pos:431.3321,250.372,501.4367;rot:1.451415E-05,43.08037,180.24;m:arch1;scl:0.5,3,0.875;;
i:arch1_751;pos:471.7055,250.3158,461.5587;rot:-3.333719E-05,47.85324,180.1201;m:arch1;scl:0.5,3,0.875;;
i:arch1_752;pos:508.3405,250.7332,417.5972;rot:-0.0006550178,53.70836,180.08;m:arch1;scl:0.5,3,0.875;;
i:arch1_753;pos:540.9271,250.1512,370.0897;rot:0.0006736808,57.87521,180.32;m:arch1;scl:0.5,3,0.875;;
i:arch1_754;pos:569.6522,249.8276,320.9682;rot:-1.350697E-05,63.21632,180.24;m:arch1;scl:0.5,3,0.875;;
i:arch1_755;pos:594.198,249.7278,269.5398;rot:-2.281176E-06,68.53271,180.2799;m:arch1;scl:0.5,3,0.875;;
i:arch1_756;pos:612.7776,249.7014,214.8924;rot:1.472353E-05,71.70404,180;m:arch1;scl:0.5,3,0.875;;
i:arch1_757;pos:628.9882,250.0686,160.3054;rot:-6.405555E-05,76.87591,180;m:arch1;scl:0.5,3,0.875;;
i:arch1_758;pos:639.3954,252.0305,103.7217;rot:1.814936E-05,81.44105,180.16;m:arch1;scl:0.5,3,0.875;;
i:arch1_759;pos:643.9647,254.7793,47.50469;rot:-6.852868E-05,86.08888,179.6;m:arch1;scl:0.5,3,0.875;;
i:arch1_760;pos:647.4354,256.673,-8.722816;rot:-9.571603E-07,87.55669,180.08;m:arch1;scl:0.5,3,0.875;;
i:arch1_761;pos:647.6535,259.095,-63.76194;rot:359.9598,89.9752,180.36;m:arch1;scl:0.5,3,0.875;;
i:arch1_762;pos:647.7962,261.8995,-118.1034;rot:-3.556501E-05,90.59971,180.04;m:arch1;scl:0.5,3,0.875;;
i:arch1_763;pos:647.3049,264.497,-173.2786;rot:-2.356215E-06,90.33143,180.04;m:arch1;scl:0.5,3,0.875;;
i:arch1_764;pos:647.8782,267.1609,-227.2744;rot:-1.210624E-05,90.41488,180.16;m:arch1;scl:0.5,3,0.875;;
i:arch1_765;pos:646.9985,269.653,-282.0082;rot:-0.003169928,90.45033,180.56;m:arch1;scl:0.5,3,0.875;;
i:arch1_766;pos:647.0623,272.4932,-336.8128;rot:-9.204747E-07,90.2989,180.2;m:arch1;scl:0.5,3,0.875;;
i:arch1_767;pos:647.4701,275.3704,-391.9431;rot:0.0003808164,90.00762,180.2;m:arch1;scl:0.5,3,0.875;;
i:arch1_768;pos:647.8888,278.109,-446.7329;rot:8.095842E-06,89.8704,180.04;m:arch1;scl:0.5,3,0.875;;
i:arch1_769;pos:647.533,281.0912,-501.446;rot:-0.000756897,89.89933,180.12;m:arch1;scl:0.5,3,0.875;;
i:arch1_770;pos:647.6949,284.3908,-556.1895;rot:0.0002240722,89.98819,180.08;m:arch1;scl:0.5,3,0.875;;
i:arch1_771;pos:565.813,284.4117,-639.1302;rot:1.594572E-08,179.9228,180.32;m:arch1;scl:0.5,3,0.875;;
i:arch1_772;pos:510.7068,280.4874,-639.6183;rot:6.005701E-08,180.0954,179.76;m:arch1;scl:0.5,3,0.875;;
i:arch1_773;pos:456.1731,277.5064,-640.0541;rot:-5.893665E-08,179.8384,179.8;m:arch1;scl:0.5,3,0.875;;
i:arch1_774;pos:401.5397,274.0306,-639.6797;rot:0.0005863995,180.09,179.88;m:arch1;scl:0.5,3,0.875;;
i:arch1_775;pos:346.6954,271.3434,-639.2518;rot:1.008094E-07,179.2453,180;m:arch1;scl:0.5,3,0.875;;
i:arch1_776;pos:291.5898,268.776,-639.2726;rot:1.698793E-08,180.3195,179.8;m:arch1;scl:0.5,3,0.875;;
i:arch1_777;pos:237.3205,265.9677,-638.7341;rot:0.001228564,179.6523,180.44;m:arch1;scl:0.5,3,0.875;;
i:arch1_778;pos:182.083,263.4665,-639.7264;rot:-4.820194E-09,179.9296,180.36;m:arch1;scl:0.5,3,0.875;;
i:arch1_779;pos:127.508,259.8178,-639.4931;rot:-1.323599E-08,179.737,179.88;m:arch1;scl:0.5,3,0.875;;
i:arch1_780;pos:73.12339,257.2925,-639.5767;rot:0.0001677165,179.458,180.04;m:arch1;scl:0.5,3,0.875;;
i:arch1_781;pos:17.33876,254.6493,-639.9886;rot:-0.002513268,180.1153,180.36;m:arch1;scl:0.5,3,0.875;;
i:tower1_782;pos:43.41586,36.02857,-614.722;rot:0,179.7135,0;m:tower1;scl:8,1,5;;
i:tower1_783;pos:-66.40267,31.22842,-614.8445;rot:0,179.9357,0;m:tower1;scl:8,1,5;;
i:tower1_784;pos:-119.7722,31.605,-615.0596;rot:0,179.9578,0;m:tower1;scl:8,1,5;;
i:tower1_785;pos:-176.1225,31.71259,-615.2193;rot:0,180.0897,0;m:tower1;scl:8,1,5;;
i:tower1_786;pos:-230.3341,31.40877,-614.7679;rot:0,180.0755,0;m:tower1;scl:8,1,5;;
i:tower1_787;pos:-288.3472,31.58388,-614.5497;rot:0,179.9917,0;m:tower1;scl:8,1,5;;
i:tower1_788;pos:-341.5616,31.88168,-614.6483;rot:0,179.9993,0;m:tower1;scl:8,1,5;;
i:tower1_789;pos:-397.2096,31.74972,-614.7772;rot:0,180.0628,0;m:tower1;scl:8,1,5;;
i:tower1_790;pos:-450.3462,32.02468,-615.0527;rot:0,179.9698,0;m:tower1;scl:8,1,5;;
i:tower1_791;pos:-505.6993,31.99673,-615.2939;rot:0,180.0866,0;m:tower1;scl:8,1,5;;
i:tower1_792;pos:-560.8596,31.31144,-614.5041;rot:0,179.9645,0;m:tower1;scl:8,1,5;;
i:tower1_793;pos:-616.0565,31.35408,-614.9699;rot:0,179.861,0;m:tower1;scl:8,1,5;;
i:tower1_794;pos:-645.7262,31.32388,-584.6623;rot:0,270.0749,0;m:tower1;scl:8,1,5;;
i:tower1_795;pos:-645.5977,31.42553,-528.389;rot:0,270.0265,0;m:tower1;scl:8,1,5;;
i:tower1_796;pos:-645.7704,31.16359,-473.5679;rot:0,269.9945,0;m:tower1;scl:8,1,5;;
i:tower1_797;pos:-645.7681,31.21952,-419.7669;rot:0,270.0459,0;m:tower1;scl:8,1,5;;
i:tower1_798;pos:-645.3822,31.20301,-364.9917;rot:0,270.2874,0;m:tower1;scl:8,1,5;;
i:tower1_799;pos:-645.9121,31.31527,-309.609;rot:0,270.0875,0;m:tower1;scl:8,1,5;;
i:tower1_800;pos:-645.6295,31.67583,-253.2769;rot:0,270.0052,0;m:tower1;scl:8,1,5;;
i:tower1_801;pos:-645.3839,32.0617,-200.3632;rot:0,269.9579,0;m:tower1;scl:8,1,5;;
i:tower1_802;pos:-645.7142,32.21165,-144.9816;rot:0,269.8123,0;m:tower1;scl:8,1,5;;
i:tower1_803;pos:-645.7821,32.71022,-89.08471;rot:0,269.8963,0;m:tower1;scl:8,1,5;;
i:tower1_804;pos:-645.6064,32.83828,-35.65913;rot:0,269.8987,0;m:tower1;scl:8,1,5;;
i:tower1_805;pos:-643.8327,33.15683,19.46075;rot:0,273.2396,0;m:tower1;scl:8,1,5;;
i:tower1_806;pos:-638.6057,33.36671,73.21992;rot:0,277.2175,0;m:tower1;scl:8,1,5;;
i:tower1_807;pos:-630.2412,33.52866,128.1958;rot:0,281.2849,0;m:tower1;scl:8,1,5;;
i:tower1_808;pos:-617.6194,33.5745,180.2392;rot:0,285.4432,0;m:tower1;scl:8,1,5;;
i:tower1_809;pos:-601.0385,33.45858,232.8023;rot:0,289.3888,0;m:tower1;scl:8,1,5;;
